Length,Gene,mean-19F-Gluc,var-19F-Gluc,sd-19F-Gluc,se-19F-Gluc,gene,Total-19F-Gluc,Blank-19F-Gluc,Not Blank-19F-Gluc,Blank Removed-19F-Gluc,M,locus-19F,mean.19F.Levo,var-19F-Levo,sd-19F-Levo,se-19F-Levo,Total-19F-Levo,Blank-19F-Levo,Not Blank-19F-Levo,Blank Removed-19F-Levo,Value,Df,TDIST,p-value,Significance,Common Name ,Sig
117,SPT_1777,1.009,0.003,0.059,0.03,,4,0,4,0,,SPT_1777,0.94,0,0,0,1,0,1,0,0.069,3,2.346,0.10066,,hypothetical protein,FALSE
1521,SPT_1778,1.004,0.008,0.087,0.007,,163,0,163,0,,SPT_1778,1.018,0.009,0.095,0.011,77,0,77,0,-0.014,238,1.065,0.28811,,ABC transporter membrane-spanning permease - choline transporter,FALSE
729,SPT_1779,1.006,0.007,0.086,0.009,,92,0,92,0,,SPT_1779,1.001,0.008,0.09,0.013,47,0,47,0,0.005,137,0.315,0.75359,,choline transport ATP-binding protein opuBA,FALSE
765,SPT_1780,1.009,0.007,0.081,0.008,,110,0,110,0,,SPT_1780,1.012,0.015,0.121,0.017,49,0,49,0,-0.003,157,0.144,0.88548,,hypothetical protein,FALSE
444,SPT_1781,1.002,0.003,0.052,0.008,,41,0,41,0,,SPT_1781,0.997,0.002,0.04,0.01,18,0,18,0,0.005,57,0.401,0.69017,,MarR family transcriptional regulator,FALSE
297,SPT_1782,1.006,0.003,0.055,0.01,,32,0,32,0,,SPT_1782,1,0.005,0.068,0.016,18,0,18,0,0.006,48,0.323,0.74809,,hypothetical protein,FALSE
1065,SPT_1783,1.014,0.005,0.067,0.007,pepA,102,0,102,0,,SPT_1783,1.003,0.007,0.084,0.012,50,0,50,0,0.011,150,0.805,0.42215,,glutamyl-aminopeptidase,FALSE
936,SPT_1784,1.006,0.006,0.079,0.008,,86,0,86,0,,SPT_1784,0.995,0.007,0.082,0.012,47,0,47,0,0.011,131,0.749,0.45523,,pseudo,FALSE
153,SPT_1785,1.041,0.004,0.06,0.02,,9,0,9,0,,SPT_1785,1.019,0.001,0.028,0.014,4,0,4,0,0.022,11,0.89,0.39272,,hypothetical protein,FALSE
960,SPT_1786,1.009,0.005,0.069,0.006,,118,0,118,0,,SPT_1786,1.009,0.005,0.071,0.009,60,0,60,0,0,176,0.044,0.96505,,ABC transporter membrane-spanning permease - ferric iron transport,FALSE
957,SPT_1787,1.016,0.005,0.073,0.007,,108,0,108,0,,SPT_1787,0.998,0.008,0.089,0.012,56,0,56,0,0.018,162,1.333,0.18429,,"iron-compound ABC transporter, permease protein",FALSE
753,SPT_1788,1.004,0.004,0.062,0.009,,44,0,44,0,,SPT_1788,0.987,0.003,0.059,0.011,26,0,26,0,0.017,68,1.167,0.24713,,"iron-compound ABC transporter, ATP-binding protein",FALSE
966,SPT_1789,1.029,0.004,0.066,0.006,,108,0,108,0,,SPT_1789,1.023,0.005,0.072,0.01,54,0,54,0,0.006,160,0.503,0.6154,,"iron-compound ABC transporter, iron-compound-binding protein",FALSE
243,SPT_1790,0.994,0.007,0.085,0.017,,24,0,24,0,,SPT_1790,1.027,0.006,0.077,0.027,8,0,8,0,-0.033,30,1.017,0.31725,,hypothetical protein,FALSE
723,SPT_1791,0.972,0.006,0.075,0.01,rluB,55,0,55,0,,SPT_1791,0.966,0.006,0.076,0.014,29,0,29,0,0.006,82,0.332,0.74041,,ribosomal large subunit pseudouridine synthase B,FALSE
570,SPT_1792,0.947,0.007,0.084,0.01,scpB,68,0,68,0,,SPT_1792,0.92,0.004,0.064,0.012,30,0,30,0,0.027,96,1.752,0.08292,,segregation and condensation protein B,FALSE
729,SPT_1793,0.96,0.007,0.081,0.009,scpA,78,0,78,0,,SPT_1793,0.932,0.006,0.077,0.012,39,0,39,0,0.029,115,1.864,0.06493,,ScpA/B protein,FALSE
741,SPT_1794,0.972,0.009,0.095,0.011,xerD,79,0,79,0,,SPT_1794,0.999,0.008,0.092,0.015,38,0,38,0,-0.027,115,1.455,0.14828,,site-specific tyrosine recombinase XerD-like protein,FALSE
462,SPT_1795,1.006,0.004,0.06,0.009,,45,0,45,0,,SPT_1795,1.005,0.006,0.076,0.016,22,0,22,0,0.001,65,0.053,0.95804,,CBS domain protein,FALSE
522,SPT_1796,0.976,0.006,0.078,0.013,,38,0,38,0,,SPT_1796,0.954,0.012,0.108,0.026,17,0,17,0,0.021,53,0.735,0.46569,,"phosphodiesterase, family",FALSE
972,SPT_1797,0.987,0.006,0.075,0.008,,79,0,79,0,,SPT_1797,0.972,0.015,0.124,0.02,40,1,39,0,0.014,117,0.659,0.51088,,putative deoxyribonucleotide triphosphate pyrophosphatase/unknown domain fusion protein,FALSE
795,SPT_1798,1.24,0,0,0,murI,1,0,1,0,,SPT_1798,1.166,0,0,0,1,0,1,0,,,,,,glutamate racemase,FALSE
249,SPT_1799,0.958,0.006,0.078,0.016,,23,0,23,0,,SPT_1799,0.878,0.013,0.114,0.036,10,0,10,0,0.079,31,2.002,0.05407,,hypothetical protein,FALSE
1626,SPT_1800,0.862,0.012,0.108,0.011,,105,0,105,0,,SPT_1800,0.869,0.015,0.122,0.016,60,0,60,0,-0.008,163,0.402,0.68832,,trehalose-6-phosphate hydrolase,FALSE
1968,SPT_1802,1.003,0.007,0.082,0.007,treP,146,1,145,0,,SPT_1802,0.993,0.007,0.081,0.009,82,0,82,0,0.01,226,0.866,0.38746,,"pts system, trehalose-specific iibc component",FALSE
711,SPT_1803,1.018,0.004,0.063,0.009,treR,46,0,46,0,,SPT_1803,1.036,0.005,0.073,0.015,24,0,24,0,-0.018,68,1.003,0.31948,,trehalose operon transcriptional repressor,FALSE
3940,SPT_1804,1.005,0.018,0.133,0.077,,3,0,3,0,,SPT_1804,1.006,0.003,0.053,0.038,2,0,2,0,-0.001,3,0.017,0.98735,,pseudo,FALSE
927,SPT_1809,0.681,0.04,0.201,0.026,,59,5,54,0,,SPT_1809,0.731,0.011,0.105,0.02,27,0,27,0,-0.05,84,1.521,0.13205,,oligopeptide transport ATP-binding protein AmiF,FALSE
1068,SPT_1810,0.696,0.013,0.114,0.014,,65,1,64,0,,SPT_1810,0.754,0.008,0.088,0.015,36,0,36,0,-0.058,99,2.858,0.00519,,oligopeptide transport ATP-binding protein OppD,FALSE
927,SPT_1811,0.795,0.013,0.115,0.017,,44,0,44,0,,SPT_1811,0.753,0.024,0.154,0.03,27,1,26,0,0.042,69,1.221,0.22613,,oligopeptide transport system permease protein AmiD,FALSE
1497,SPT_1812,0.696,0.022,0.148,0.012,,146,7,139,0,,SPT_1812,0.746,0.018,0.133,0.015,74,2,72,0,-0.05,218,2.554,0.01133,,oligopeptide transport system permease protein AmiC,FALSE
1980,SPT_1813,0.819,0.014,0.12,0.008,,209,3,206,0,,SPT_1813,0.858,0.009,0.095,0.009,112,0,112,0,-0.038,319,3.147,0.00181,,AmiA protein,FALSE
1194,SPT_1814,0.974,0.007,0.082,0.047,,3,0,3,0,,SPT_1814,1.055,0.01,0.099,0.07,2,0,2,0,-0.081,3,0.956,0.40953,,O-antigen polymerase family,FALSE
1443,SPT_1815,1.004,0.005,0.069,0.004,,258,0,258,0,,SPT_1815,1.005,0.005,0.074,0.006,133,0,133,0,-0.001,389,0.105,0.91658,,sucrose phosphorylase (Sucrose glucosyltransferase)(Glucosyltransferase-A) (GTF-A),FALSE
141,SPT_1816,0.964,0,0.006,0.004,,2,0,2,0,,SPT_1816,1.027,0,0.019,0.014,2,0,2,0,-0.062,2,4.385,0.04828,,chlorohydrolase,FALSE
834,SPT_1817,0.993,0.006,0.074,0.006,,135,0,135,0,,SPT_1817,0.991,0.009,0.097,0.012,64,0,64,0,0.002,197,0.131,0.89606,,"sugar ABC transporter, permease protein",FALSE
867,SPT_1818,0.994,0.008,0.088,0.009,,87,0,87,0,,SPT_1818,0.999,0.011,0.105,0.015,48,0,48,0,-0.005,133,0.278,0.78124,,"sugar ABC transporter, permease protein",FALSE
1260,SPT_1819,1,0.005,0.074,0.008,,96,0,96,0,,SPT_1819,1.026,0.016,0.127,0.018,52,0,52,0,-0.026,146,1.361,0.17561,,"sugar ABC transporter, sugar-binding protein",FALSE
2163,SPT_1821,0.95,0.013,0.114,0.007,,304,3,301,0,,SPT_1821,0.938,0.018,0.132,0.01,167,2,165,0,0.013,469,1.045,0.29661,,alpha-galactosidase (Melibiase),FALSE
861,SPT_1822,0.998,0.006,0.078,0.008,,101,0,101,0,,SPT_1822,0.985,0.007,0.084,0.012,53,0,53,0,0.014,152,0.973,0.33192,,msm operon regulatory protein,FALSE
936,SPT_1823,0.953,0.006,0.08,0.027,,9,0,9,0,,SPT_1823,0.931,0.002,0.043,0.031,2,0,2,0,0.022,9,0.536,0.60496,,biotin--protein ligase,FALSE
,SPT_1824,,,,,,,,,,,SPT_1824,,,,,,,,,,,,,,,FALSE
,SPT_1825,,,,,,,,,,,SPT_1825,,,,,,,,,,,,,,,FALSE
96,SPT_1826,1.107,0.002,0.048,0.034,,2,0,2,0,,SPT_1826,,,,,,,,,1.107,0,#DIV/0!,#DIV/0!,,tRNA-Gly*,FALSE
,SPT_1827,,,,,,,,,,,SPT_1827,,,,,,,,,,,,,,,FALSE
,SPT_1828,,,,,,,,,,,SPT_1828,,,,,,,,,,,,,,,FALSE
,SPT_1829,,,,,,,,,,,SPT_1829,,,,,,,,,,,,,,,FALSE
,SPT_1830,,,,,,,,,,,SPT_1830,,,,,,,,,,,,,,,FALSE
103,SPT_1831,0.955,0.001,0.025,0.018,,2,0,2,0,,SPT_1831,0.986,0.001,0.034,0.024,2,0,2,0,-0.031,2,1.028,0.41208,,tRNA-Met*,FALSE
,SPT_1832,,,,,,,,,,,SPT_1832,,,,,,,,,,,,,,,FALSE
,SPT_1833,,,,,,,,,,,SPT_1833,,,,,,,,,,,,,,,FALSE
,SPT_1834,,,,,,,,,,,SPT_1834,,,,,,,,,,,,,,,FALSE
,SPT_1835,,,,,,,,,,,SPT_1835,,,,,,,,,,,,,,,FALSE
,SPT_1836,,,,,,,,,,,SPT_1836,,,,,,,,,,,,,,,FALSE
,SPT_1837,,,,,,,,,,,SPT_1837,,,,,,,,,,,,,,,FALSE
,SPT_1838,,,,,,,,,,,SPT_1838,,,,,,,,,,,,,,,FALSE
,SPT_1839,,,,,,,,,,,SPT_1839,,,,,,,,,,,,,,,FALSE
,SPT_1840,,,,,rrf_2,,,,,,SPT_1840,,,,,,,,,,,,,,,FALSE
,SPT_1841,,,,,rrl2,,,,,,SPT_1841,,,,,,,,,,,,,,,FALSE
,SPT_1843,,,,,,,,,,,SPT_1843,,,,,,,,,,,,,,,FALSE
,SPT_1844,,,,,rrs2,,,,,,SPT_1844,,,,,,,,,,,,,,,FALSE
,SPT_1845,,,,,,,,,,,SPT_1845,,,,,,,,,,,,,,,FALSE
1356,SPT_1846,1.018,0.007,0.086,0.006,rumA2,221,1,220,0,,SPT_1846,1.017,0.005,0.069,0.007,108,0,108,0,0.001,327,0.074,0.941,,23S rRNA (uracil-5-)-methyltransferase RumA,FALSE
777,SPT_1847,1.006,0.007,0.081,0.007,recX,130,0,130,0,,SPT_1847,1.013,0.01,0.098,0.013,59,0,59,0,-0.007,187,0.478,0.6329,,RecA regulator RecX,FALSE
534,SPT_1848,0.869,0.006,0.076,0.01,,59,0,59,0,,SPT_1848,0.843,0.006,0.08,0.016,26,0,26,0,0.026,83,1.397,0.16612,,hypothetical protein,FALSE
207,SPT_1849,0.97,0.008,0.09,0.017,,29,0,29,0,,SPT_1849,0.983,0.003,0.055,0.015,14,0,14,0,-0.012,41,0.553,0.58301,,hypothetical protein,FALSE
433,SPT_1850,0.983,0.009,0.094,0.015,,37,0,37,0,,SPT_1850,1.014,0.009,0.096,0.02,23,0,23,0,-0.031,58,1.234,0.22236,,pseudo,FALSE
774,SPT_1851,0.992,0.005,0.072,0.005,,192,0,192,0,,SPT_1851,1.005,0.005,0.073,0.007,105,0,105,0,-0.013,295,1.492,0.13664,,MerR-family transcriptional regulator,FALSE
120,SPT_1852,1.061,0.013,0.116,0.037,,10,0,10,0,,SPT_1852,1.056,0.014,0.116,0.047,6,0,6,0,0.004,14,0.072,0.94335,,transposase,FALSE
826,SPT_1854,1.005,0.007,0.086,0.009,,97,0,97,0,,SPT_1854,0.998,0.006,0.077,0.011,51,0,51,0,0.008,146,0.541,0.58941,,pseudo,FALSE
1623,SPT_1855,1.033,0.003,0.055,0.028,groEL,4,0,4,0,,SPT_1855,1.058,0.004,0.064,0.045,2,0,2,0,-0.026,4,0.481,0.65542,,chaperonin GroEL,FALSE
285,SPT_1856,0.694,0.054,0.233,0.104,groES,5,0,5,0,,SPT_1856,1.012,0,0,0,1,0,1,0,-0.318,4,3.054,0.03789,,chaperonin GroS,FALSE
396,SPT_1857,1.003,0.003,0.055,0.01,,29,0,29,0,,SPT_1857,0.974,0.003,0.055,0.014,15,0,15,0,0.028,42,1.611,0.11462,,single-strand binding protein family,FALSE
762,SPT_1858,1.012,0.005,0.069,0.007,,89,0,89,0,,SPT_1858,0.997,0.007,0.085,0.012,50,0,50,0,0.014,137,1.032,0.30394,,short chain dehydrogenase/reductase family oxidoreductase,FALSE
627,SPT_1859,1.01,0.01,0.098,0.02,,24,0,24,0,,SPT_1859,0.981,0.002,0.047,0.014,12,0,12,0,0.029,34,1.197,0.23942,,putative tRNA binding domain protein,FALSE
318,SPT_1860,0.995,0.002,0.049,0.008,,34,0,34,0,,SPT_1860,0.977,0.006,0.079,0.018,19,0,19,0,0.018,51,0.885,0.38034,,thioredoxin family protein,FALSE
300,SPT_1861,1.007,0.004,0.06,0.01,,36,0,36,0,,SPT_1861,0.981,0.008,0.089,0.02,19,0,19,0,0.027,53,1.169,0.24751,,hypothetical protein,FALSE
132,SPT_1862,,,,,,,,,,,SPT_1862,,,,,,,,,,,,,,chlorohydrolase,FALSE
126,SPT_1863,1.002,0.003,0.053,0.008,,39,0,39,0,,SPT_1863,1.023,0.003,0.055,0.013,19,0,19,0,-0.021,56,1.382,0.17239,,choline binding protein G,FALSE
675,SPT_1864,0.926,0.005,0.073,0.012,,37,0,37,0,,SPT_1864,0.925,0.01,0.102,0.022,21,0,21,0,0,56,0.012,0.99073,,hypothetical protein,FALSE
447,SPT_1865,1.013,0.006,0.078,0.012,,42,0,42,0,,SPT_1865,1.026,0.007,0.086,0.018,23,0,23,0,-0.013,63,0.599,0.55133,,response regulator of the LytR/AlgR family,FALSE
504,SPT_1866,1.006,0.005,0.07,0.008,,86,0,86,0,,SPT_1866,1.002,0.005,0.069,0.01,45,0,45,0,0.004,129,0.277,0.78235,,PAP2 family protein,FALSE
363,SPT_1867,0.995,0.008,0.089,0.013,,47,0,47,0,,SPT_1867,0.999,0.007,0.086,0.017,25,0,25,0,-0.004,70,0.197,0.84473,,hypothetical protein,FALSE
1032,SPT_1868,1.006,0.005,0.069,0.007,,101,0,101,0,,SPT_1868,1,0.004,0.064,0.009,53,0,53,0,0.007,152,0.6,0.54927,,multidrug resistance protein 3 (P-glycoprotein C),FALSE
822,SPT_1869,0.997,0.004,0.061,0.006,,105,0,105,0,,SPT_1869,0.992,0.006,0.08,0.011,53,0,53,0,0.005,156,0.417,0.67705,,"ABC transporter, permease protein",FALSE
372,SPT_1870,0.997,0.002,0.049,0.01,,24,0,24,0,,SPT_1870,0.981,0.003,0.054,0.014,14,0,14,0,0.016,36,0.937,0.35523,,MarR family transcriptional regulator,FALSE
717,SPT_1871,0.994,0.012,0.11,0.012,,81,1,80,0,,SPT_1871,0.995,0.012,0.109,0.016,44,0,44,0,-0.001,123,0.055,0.95593,,hypothetical protein,FALSE
1416,SPT_1872,1.001,0.007,0.082,0.006,,170,0,170,0,,SPT_1872,1.012,0.007,0.086,0.009,99,0,99,0,-0.011,267,1.065,0.28792,,pneumolysin,FALSE
333,SPT_1873,0.977,0.013,0.114,0.017,,45,1,44,0,,SPT_1873,1.032,0.004,0.065,0.013,26,0,26,0,-0.055,69,2.577,0.01211,,hypothetical protein,FALSE
609,SPT_1874,1.004,0.003,0.054,0.007,,64,0,64,0,,SPT_1874,1.01,0.006,0.078,0.013,35,0,35,0,-0.005,97,0.363,0.7172,,hypothetical protein,FALSE
459,SPT_1875,1.018,0.005,0.074,0.009,,61,0,61,0,,SPT_1875,0.992,0.01,0.102,0.018,34,0,34,0,0.026,93,1.287,0.20118,,hypothetical protein,FALSE
132,SPT_1876,,,,,,,,,,,SPT_1876,,,,,,,,,,,,,,mobile genetic element,FALSE
264,SPT_1877,,,,,,,,,,,SPT_1877,,,,,,,,,,,,,,mobile genetic element,FALSE
834,SPT_1878,0.99,0.008,0.088,0.008,,129,0,129,0,,SPT_1878,1.002,0.006,0.075,0.009,71,0,71,0,-0.012,198,1.002,0.31733,,hypothetical protein,FALSE
1062,SPT_1879,0.992,0.006,0.08,0.006,,179,0,179,0,,SPT_1879,1.013,0.005,0.071,0.007,92,0,92,0,-0.021,269,2.167,0.03109,,"ABC transporter, substrate-binding protein",FALSE
1005,SPT_1880,0.992,0.007,0.085,0.007,,164,0,164,0,,SPT_1880,1.013,0.006,0.079,0.008,87,0,87,0,-0.021,249,1.927,0.05512,,spermidine/putrescine import ATP-binding protein PotA,FALSE
2200,SPT_1881,0.995,0.005,0.073,0.003,,466,0,466,0,,SPT_1881,1.007,0.007,0.081,0.005,219,0,219,0,-0.011,683,1.773,0.07666,,pseudo,FALSE
600,SPT_1884,0.981,0.005,0.072,0.007,,108,0,108,0,,SPT_1884,1.011,0.008,0.091,0.012,59,0,59,0,-0.029,165,2.135,0.03426,,hydrolase,FALSE
2028,SPT_1885,0.956,0.008,0.09,0.005,,291,0,291,0,,SPT_1885,0.976,0.009,0.092,0.008,148,0,148,0,-0.02,437,2.166,0.03083,,"transcriptional regulator, LacI family protein",FALSE
132,SPT_1886,,,,,,,,,,,SPT_1886,,,,,,,,,,,,,,mobile genetic element,FALSE
264,SPT_1887,,,,,,,,,,,SPT_1887,,,,,,,,,,,,,,mobile genetic element,FALSE
261,SPT_1888,1.019,0.005,0.072,0.013,,30,0,30,0,,SPT_1888,0.987,0.004,0.064,0.016,16,0,16,0,0.033,44,1.573,0.12288,,hypothetical protein,FALSE
552,SPT_1889,1,0.006,0.075,0.007,,106,0,106,0,,SPT_1889,1.025,0.007,0.085,0.012,53,0,53,0,-0.026,157,1.858,0.06499,,hypothetical protein,FALSE
198,SPT_1890,1.018,0.004,0.062,0.012,,28,0,28,0,,SPT_1890,0.996,0.004,0.065,0.02,10,0,10,0,0.023,36,0.96,0.34349,,hypothetical protein,FALSE
795,SPT_1891,1.019,0.006,0.081,0.007,,138,0,138,0,,SPT_1891,1.013,0.005,0.069,0.008,74,0,74,0,0.007,210,0.634,0.52698,,hypothetical protein,FALSE
426,SPT_1892,1.009,0.007,0.085,0.009,,100,0,100,0,,SPT_1892,1.022,0.005,0.07,0.01,51,0,51,0,-0.013,149,0.975,0.33138,,hypothetical protein,FALSE
360,SPT_1893,1.033,0.005,0.069,0.007,,93,0,93,0,,SPT_1893,1.031,0.003,0.057,0.008,50,0,50,0,0.002,141,0.154,0.87814,,hypothetical protein,FALSE
162,SPT_1894,1.028,0.003,0.056,0.011,,25,0,25,0,,SPT_1894,1.003,0.003,0.056,0.014,16,0,16,0,0.024,39,1.357,0.18264,,"type II restriction-modification system regulatory protein, putative",FALSE
957,SPT_1895,1.117,0.005,0.068,0.006,,118,0,118,0,,SPT_1895,1.081,0.003,0.054,0.007,59,0,59,0,0.036,175,3.833,0.00018,,autolysin (N-acetylmuramoyl-L-alanine amidase) (Mureinhydrolase) (Mucopeptide aminohydrolase) (Cell wall hydrolase),FALSE
114,SPT_1896,0.999,0.017,0.131,0.022,,34,0,34,0,,SPT_1896,1,0.007,0.083,0.019,18,0,18,0,-0.001,50,0.038,0.96981,,hypothetical protein,FALSE
1371,SPT_1897,0.975,0.007,0.083,0.006,,179,0,179,0,,SPT_1897,0.947,0.006,0.076,0.008,96,0,96,0,0.029,273,2.875,0.00436,,MATE efflux family protein DinF,FALSE
1167,SPT_1898,1.007,0.001,0.033,0.024,recA,2,0,2,0,,SPT_1898,0.958,0,0,0,1,0,1,0,0.048,1,2.04,0.29011,,recombinase A,FALSE
1257,SPT_1899,0.989,0.006,0.075,0.007,,121,0,121,0,,SPT_1899,0.972,0.005,0.073,0.009,70,0,70,0,0.016,189,1.48,0.14058,,"competence/damage-inducible protein CinA N- domain, putative",FALSE
1017,SPT_1900,0.517,0.163,0.404,0.084,,23,12,11,0,,SPT_1900,0.294,0.132,0.364,0.11,11,9,2,0,0.223,32,1.616,0.11593,,regulator of lytrabc operon,FALSE
519,SPT_1901,0.896,0.047,0.216,0.027,,66,6,60,0,,SPT_1901,0.909,0.049,0.221,0.037,36,3,33,0,-0.013,100,0.291,0.77161,,"acetyltransferase, gnat family",FALSE
444,SPT_1902,0.685,0.036,0.191,0.026,,53,2,51,0,,SPT_1902,0.695,0.037,0.192,0.038,26,3,23,0,-0.01,77,0.209,0.83524,,hypothetical protein,FALSE
621,SPT_1903,0.922,0.008,0.09,0.009,,92,0,92,0,,SPT_1903,0.933,0.007,0.082,0.011,51,0,51,0,-0.01,141,0.694,0.48891,,"lipoprotein, putative",FALSE
864,SPT_1904,0.975,0.005,0.069,0.005,,224,0,224,0,,SPT_1904,1.002,0.007,0.084,0.008,115,0,115,0,-0.027,337,2.937,0.00355,,"transcriptional regulator PlcR, putative",FALSE
171,SPT_1905,0.994,0.008,0.091,0.018,,25,0,25,0,,SPT_1905,1.013,0.002,0.05,0.014,12,0,12,0,-0.019,35,0.821,0.417,,hypothetical protein,FALSE
120,SPT_1906,0.972,0.003,0.059,0.03,,4,0,4,0,,SPT_1906,0.933,0.004,0.061,0.03,4,0,4,0,0.038,6,0.905,0.40049,,hypothetical protein,FALSE
315,SPT_1907,0.998,0.004,0.062,0.01,,37,0,37,0,,SPT_1907,0.996,0.003,0.052,0.013,17,0,17,0,0.002,52,0.122,0.90332,,conjugative transposon protein,FALSE
384,SPT_1908,0.998,0.004,0.064,0.008,,70,0,70,0,,SPT_1908,1.009,0.004,0.065,0.012,29,0,29,0,-0.01,97,0.728,0.46833,,conjugative transposon protein,FALSE
1386,SPT_1909,0.998,0.005,0.071,0.005,,246,0,246,0,,SPT_1909,0.999,0.006,0.075,0.007,120,0,120,0,-0.001,364,0.161,0.87223,,putative otitis media-associated H10,FALSE
1206,SPT_1910,0.991,0.005,0.071,0.005,,173,0,173,0,,SPT_1910,0.982,0.011,0.107,0.011,92,1,91,0,0.01,263,0.783,0.43441,,"transcriptional regulator, Cro/CI family",FALSE
222,SPT_1911,0.987,0.003,0.056,0.008,,48,0,48,0,,SPT_1911,0.985,0.006,0.079,0.017,21,0,21,0,0.002,67,0.117,0.90727,,hypothetical protein,FALSE
498,SPT_1912,0.997,0.005,0.074,0.008,,97,0,97,0,,SPT_1912,0.977,0.006,0.08,0.012,41,0,41,0,0.02,136,1.364,0.17474,,conjugative transposon protein,FALSE
507,SPT_1913,0.993,0.005,0.07,0.008,,76,0,76,0,,SPT_1913,0.98,0.005,0.069,0.011,42,0,42,0,0.013,116,0.972,0.33291,,conjugative transposon membrane protein,FALSE
2448,SPT_1914,0.999,0.005,0.073,0.003,,453,0,453,0,,SPT_1914,1.002,0.006,0.075,0.005,227,0,227,0,-0.003,678,0.574,0.56614,,conjugative transposon protein,FALSE
2178,SPT_1915,1.002,0.005,0.068,0.004,,360,0,360,0,,SPT_1915,0.99,0.005,0.073,0.005,192,0,192,0,0.012,550,1.948,0.05188,,conjugative transposon membrane protein,FALSE
1002,SPT_1916,1.012,0.004,0.061,0.004,,195,0,195,0,,SPT_1916,1.001,0.004,0.062,0.006,97,0,97,0,0.01,290,1.358,0.1754,,NLP/P60 family protein,FALSE
933,SPT_1917,1.007,0.004,0.064,0.004,,209,0,209,0,,SPT_1917,1.002,0.006,0.074,0.007,111,0,111,0,0.005,318,0.601,0.54797,,conjugative transposon protein,FALSE
87,SPT_1918,1.005,0.006,0.08,0.018,,21,0,21,0,,SPT_1918,0.989,0.005,0.074,0.025,9,0,9,0,0.017,28,0.555,0.58359,,tetracycline resistance determinant leader peptide,FALSE
1920,SPT_1919,0.98,0.006,0.075,0.004,,418,0,418,0,,SPT_1919,0.996,0.006,0.077,0.005,216,0,216,0,-0.017,632,2.572,0.01033,,tetracycline resistance protein,FALSE
561,SPT_1921,0.983,0.005,0.07,0.006,,124,0,124,0,,SPT_1921,0.978,0.006,0.08,0.01,67,0,67,0,0.005,189,0.419,0.67572,,pseudo,FALSE
336,SPT_1922,0.995,0.011,0.106,0.013,,70,0,70,0,,SPT_1922,1.04,0.012,0.108,0.019,33,0,33,0,-0.044,101,1.948,0.05417,,hypothetical protein,FALSE
312,SPT_1923,1.004,0.005,0.069,0.009,,66,0,66,0,,SPT_1923,1.003,0.008,0.089,0.016,30,0,30,0,0.001,94,0.044,0.96485,,hypothetical protein,FALSE
300,SPT_1924,0.995,0.005,0.073,0.008,,84,0,84,0,,SPT_1924,1.03,0.004,0.061,0.01,41,0,41,0,-0.035,123,2.794,0.00604,,hypothetical protein,FALSE
1464,SPT_1925,0.992,0.006,0.076,0.005,,281,0,281,0,,SPT_1925,0.985,0.006,0.078,0.007,142,0,142,0,0.007,421,0.872,0.38372,,Mel protein,FALSE
1218,SPT_1926,0.99,0.004,0.067,0.004,,304,0,304,0,,SPT_1926,0.997,0.005,0.069,0.005,161,0,161,0,-0.006,463,0.93,0.35303,,macrolide-efflux protein,FALSE
171,SPT_1927,1.015,0.005,0.073,0.013,,33,0,33,0,,SPT_1927,1.024,0.01,0.101,0.027,14,0,14,0,-0.01,45,0.318,0.75193,,hypothetical protein,FALSE
354,SPT_1928,1.002,0.004,0.065,0.008,,61,0,61,0,,SPT_1928,1.009,0.005,0.073,0.013,31,0,31,0,-0.006,90,0.403,0.68768,,"transcriptional regulator, putative",FALSE
423,SPT_1929,0.951,0.009,0.092,0.012,,55,0,55,0,,SPT_1929,0.945,0.019,0.139,0.025,32,2,30,0,0.007,85,0.239,0.81141,,"sigma-70, region 4 family",FALSE
204,SPT_1930,0.978,0.009,0.093,0.019,,23,0,23,0,,SPT_1930,1.023,0.003,0.058,0.018,10,0,10,0,-0.045,31,1.682,0.10262,,hypothetical protein,FALSE
1218,SPT_1931,0.994,0.005,0.074,0.005,,240,0,240,0,,SPT_1931,0.995,0.005,0.069,0.006,115,0,115,0,0,353,0.039,0.96884,,transposase from transposon (Integrase),FALSE
141,SPT_1932,0.987,0.01,0.098,0.037,,7,0,7,0,,SPT_1932,0.983,0.003,0.053,0.024,5,0,5,0,0.004,10,0.096,0.92525,,hypothetical protein,FALSE
2016,SPT_1933,1.004,0.006,0.075,0.004,,348,0,348,0,,SPT_1933,1.011,0.008,0.092,0.007,175,0,175,0,-0.007,521,0.917,0.35981,,bacteriocin-associated integral membrane protein,FALSE
633,SPT_1934,1.002,0.005,0.073,0.008,,79,0,79,0,,SPT_1934,0.993,0.006,0.074,0.011,42,0,42,0,0.009,119,0.659,0.51112,,"ABC transporter, ATP-binding protein",FALSE
162,SPT_1935,0.973,0.004,0.062,0.011,,34,0,34,0,,SPT_1935,0.97,0.006,0.076,0.017,21,0,21,0,0.004,53,0.184,0.85435,,hypothetical protein,FALSE
414,SPT_1936,1.027,0.007,0.081,0.013,ndk,37,0,37,0,,SPT_1936,0.995,0.005,0.069,0.018,15,0,15,0,0.031,50,1.404,0.16663,,nucleoside diphosphate kinase (NDK) (NDP kinase)(Abnormal wing disks protein) (Killer of prune protein),FALSE
