Pos size,Gene,2394 - mean - Gluc,2394 - var - Gluc,2394 - sd - Gluc,2394 - se - Gluc,2394 - Total - Gluc,2394 - Blank - Gluc,2394 - Not Blank - Gluc,2394 - Blank Removed - Gluc,mean.2394.PennG,2394 - var - PennG,2394 - sd - PennG,2394 - se - PennG,2394 - Total - PennG,2394 - Blank - PennG,2394 - Not Blank - PennG,2394 - Blank Removed - PennG,Value,Df,TDIST,p-value,Significance,Common Name,TIMS-CATEGORY,What to do/What they are,gene,M,locus,Sig
395,SP_1908,1.06,0.01,0.08,0.02,12,0,12,0,1.08,0,0.06,0.02,12,0,12,0,-0.02,22,0.574,0.57167,,single-strand DNA-binding protein,"DNA REPLICATION, REPAIR AND RECOMBINATION",NO-PHENOTYPE,,,SP_1908,FALSE
761,SP_1909,1.03,0.01,0.08,0.02,22,0,22,0,1.11,0.01,0.1,0.02,22,0,22,0,-0.08,42,3.17,0.00285,,"oxidoreductase, short chain dehydrogenase/reductase family",UNKNOWN,VIVO,,,SP_1909,FALSE
626,SP_1910,1.01,0,0.06,0.02,11,0,11,0,1.06,0.02,0.12,0.04,11,0,11,0,-0.06,20,1.346,0.19343,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1910,FALSE
317,SP_1911,1.05,0.01,0.12,0.04,8,0,8,0,1.04,0.01,0.11,0.04,8,0,8,0,0.01,14,0.112,0.91258,,putative thioredoxin,UNKNOWN,NO-PHENOTYPE,,,SP_1911,FALSE
299,SP_1912,1.03,0,0.06,0.02,6,0,6,0,0.98,0,0.03,0.01,6,0,6,0,0.05,10,1.896,0.08719,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1912,FALSE
302,SP_1913,1.04,0,0.07,0.02,16,0,16,0,1.08,0.01,0.08,0.02,15,0,15,0,-0.04,29,1.646,0.11049,,"cspC-related protein, authentic point mutation",VARIOUS,VIVO,,,SP_1913,FALSE
674,SP_1914,0.77,0.06,0.24,0.07,13,1,12,0,0.65,0.2,0.45,0.12,13,3,10,0,0.11,24,0.811,0.42547,,hypothetical protein,UNKNOWN,PHENOTYPED,,,SP_1914,FALSE
449,SP_1915,1.03,0,0.05,0.02,9,0,9,0,1.07,0,0.04,0.01,9,0,9,0,-0.04,16,2.091,0.05285,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1915,FALSE
503,SP_1916,1.02,0,0.06,0.02,12,0,12,0,1.03,0.01,0.08,0.02,12,0,12,0,-0.01,22,0.374,0.71228,,PAP2 family protein,UNKNOWN,NO-PHENOTYPE,,,SP_1916,FALSE
362,SP_1917,0.98,0.02,0.14,0.04,12,0,12,0,0.96,0.01,0.11,0.03,12,0,12,0,0.02,22,0.392,0.6986,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1917,FALSE
1031,SP_1918,1.03,0,0.06,0.01,29,0,29,0,1.04,0.01,0.09,0.02,29,0,29,0,-0.01,56,0.604,0.54826,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,,,SP_1918,FALSE
821,SP_1919,1.02,0.01,0.07,0.01,27,0,27,0,1.07,0,0.07,0.01,27,0,27,0,-0.05,52,2.365,0.02179,,"ABC transporter, permease protein",TRANSPORT,VIVO,,,SP_1919,FALSE
449,SP_1920,0.99,0,0.07,0.02,9,0,9,0,1.03,0,0.06,0.02,9,0,9,0,-0.03,16,1.034,0.31673,,"transcriptional regulator, MarR family",REGULATOR,NO-PHENOTYPE,,,SP_1920,FALSE
95,SP_1921,1.05,0,0.05,0.03,2,0,2,0,1.08,0,0.01,0.01,2,0,2,0,-0.02,2,0.629,0.59355,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1921,FALSE
716,SP_1922,0.97,0,0.06,0.02,9,0,9,0,1.03,0,0.06,0.02,8,0,8,0,-0.06,15,2.025,0.06099,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,,,SP_1922,FALSE
1415,SP_1923,1.04,0.01,0.08,0.01,33,0,33,0,1.07,0.01,0.09,0.01,33,0,33,0,-0.03,64,1.326,0.18944,,pneumolysin,VARIOUS,VIVO,,,SP_1923,FALSE
410,SP_1924,1.03,0.01,0.11,0.02,19,0,19,0,1.04,0.01,0.1,0.02,20,0,20,0,-0.01,37,0.362,0.71962,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1924,FALSE
608,SP_1925,1.04,0.01,0.09,0.03,12,0,12,0,1.08,0.01,0.08,0.02,12,0,12,0,-0.04,22,1.214,0.23753,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1925,FALSE
476,SP_1926,1,0,0.06,0.02,12,0,12,0,1.01,0,0.06,0.02,12,0,12,0,0,22,0.152,0.88079,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1926,FALSE
389,SP_1927,,,,,,,,,,,,,,,,,,,,,,"IS1381, transposase OrfA",,REMOVE,,,SP_1927,FALSE
389,SP_1928,,,,,,,,,,,,,,,,,,,,,,"IS1381, transposase OrfB",,REMOVE,,,SP_1928,FALSE
98,SP_1929,,,,,,,,,,,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1929,FALSE
260,SP_1930,1.05,0,0.05,0.03,3,0,3,0,1.05,0,0.01,0.01,3,0,3,0,0,4,0.089,0.93326,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1930,FALSE
554,SP_1931,1,0.01,0.07,0.01,30,0,30,0,1.03,0.01,0.08,0.02,31,0,31,0,-0.03,59,1.331,0.18838,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1931,FALSE
98,SP_1932,,,,,,,,,,,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1932,FALSE
794,SP_1933,1,0.01,0.09,0.01,41,0,41,0,1.07,0.01,0.1,0.02,40,0,40,0,-0.06,79,3.115,0.00256,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1933,FALSE
425,SP_1934,1.02,0,0.07,0.01,35,0,35,0,1.03,0.01,0.08,0.01,35,0,35,0,-0.01,68,0.69,0.49267,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1934,FALSE
359,SP_1935,1,0,0.06,0.01,17,0,17,0,1.08,0.01,0.09,0.02,17,0,17,0,-0.07,32,2.772,0.0092,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1935,FALSE
161,SP_1936,1.01,0,0.07,0.03,5,0,5,0,1.05,0,0.06,0.03,5,0,5,0,-0.04,8,0.876,0.40668,,putative type II restriction-modification system regulatory protein,REGULATOR,PHENOTYPED,,,SP_1936,FALSE
956,SP_1937,1,0,0.06,0.01,21,0,21,0,1.1,0.01,0.12,0.02,23,0,23,0,-0.1,42,3.678,0.00066,,autolysin,CELL WALL METABOLISM,PHENOTYPED,,,SP_1937,FALSE
113,SP_1938,0.97,0.02,0.15,0.04,17,0,17,0,1,0.01,0.12,0.03,17,0,17,0,-0.03,32,0.695,0.49231,,hypothetical protein,UNKNOWN,PHENOTYPED,,,SP_1938,FALSE
1370,SP_1939,0.99,0.01,0.07,0.01,42,0,42,0,1,0.01,0.11,0.02,43,0,43,0,-0.02,83,0.765,0.44629,,MATE efflux family protein DinF,TRANSPORT,PHENOTYPED,,,SP_1939,FALSE
1166,SP_1940,0.96,0,0.03,0.02,3,0,3,0,1.11,0,0.07,0.04,3,0,3,0,-0.15,4,3.549,0.02383,,recA protein,"DNA REPLICATION, REPAIR AND RECOMBINATION",ESSENTIAL,recA,,SP_1940,FALSE
1256,SP_1941,1.02,0.01,0.09,0.02,32,0,32,0,1.03,0.01,0.09,0.02,32,0,32,0,-0.01,62,0.291,0.77218,,competence/damage-inducible protein CinA,VARIOUS,NO-PHENOTYPE,,,SP_1941,FALSE
1016,SP_1942,,,,,,,,,0,0,,,1,1,0,0,,,,,,putative transcriptional regulator,REGULATOR,CORE,,,SP_1942,FALSE
518,SP_1943,0.95,0.03,0.17,0.05,13,1,12,0,0.82,0.04,0.19,0.05,13,1,12,0,0.13,24,1.774,0.08871,,"acetyltransferase, GNAT family",VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,,,SP_1943,FALSE
443,SP_1944,,,,,,,,,,,,,,,,,,,,,,conserved hypothetical protein TIGR00150,UNKNOWN,CORE,,,SP_1944,FALSE
620,SP_1945,1.02,0.01,0.09,0.02,38,0,38,0,0.96,0.01,0.12,0.02,38,0,38,0,0.06,74,2.23,0.02879,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1945,FALSE
863,SP_1946,1.01,0.01,0.07,0.01,49,0,49,0,0.97,0.01,0.09,0.01,49,0,49,0,0.04,96,2.377,0.01942,,putative transcriptional regulator PlcR,REGULATOR,VIVO,,,SP_1946,FALSE
170,SP_1947,1,0,0.05,0.02,7,0,7,0,1.04,0,0.05,0.02,7,0,7,0,-0.04,12,1.503,0.15861,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1947,FALSE
224,SP_1948,1,0.01,0.12,0.03,13,0,13,0,0.95,0.02,0.15,0.04,13,0,13,0,0.05,24,0.952,0.35073,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,,,SP_1948,FALSE
188,SP_1949,1.01,0,0.04,0.01,12,0,12,0,1.03,0.01,0.1,0.03,12,0,12,0,-0.02,22,0.758,0.45659,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1949,FALSE
2990,SP_1950,1.02,0.01,0.09,0.01,195,0,195,0,1.06,0.01,0.09,0.01,196,0,196,0,-0.04,389,4.162,0.00004,,putative bacteriocin formation protein,CELL WALL METABOLISM,NO-PHENOTYPE,,,SP_1950,FALSE
704,SP_1951,1.01,0.01,0.08,0.01,53,0,53,0,1.04,0.01,0.09,0.01,52,0,52,0,-0.03,103,1.961,0.05256,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1951,FALSE
929,SP_1952,1.01,0.01,0.09,0.01,73,0,73,0,1.05,0.01,0.08,0.01,73,0,73,0,-0.04,144,2.838,0.0052,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1952,FALSE
2096,SP_1953,1.01,0.01,0.09,0.01,271,0,271,0,1.05,0.01,0.1,0.01,272,0,272,0,-0.04,541,4.644,0,,"toxin secretion ABC transporter, permease/ATP-binding protein",TRANSPORT,NO-PHENOTYPE,,,SP_1953,FALSE
1403,SP_1954,1.02,0.01,0.08,0.01,85,0,85,0,1.08,0.01,0.1,0.01,85,1,84,0,-0.06,168,4.21,0.00004,,"serine protease, subtilase family",UNKNOWN,NO-PHENOTYPE,,,SP_1954,FALSE
311,SP_1955,1.02,0.01,0.07,0.01,25,0,25,0,1.07,0.01,0.1,0.02,29,0,29,0,-0.05,52,2.274,0.02713,,hypothetical protein,UNKNOWN,VIVO,,,SP_1955,FALSE
767,SP_1956,1.02,0.01,0.09,0.01,41,0,41,0,1.08,0.01,0.11,0.02,43,0,43,0,-0.06,82,2.889,0.00495,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1956,FALSE
632,SP_1957,0.95,0.01,0.11,0.04,9,0,9,0,0.99,0.01,0.09,0.03,10,0,10,0,-0.04,17,0.875,0.39375,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,,,SP_1957,FALSE
161,SP_1958,0.99,0.01,0.12,0.03,16,0,16,0,1.02,0.01,0.1,0.03,16,0,16,0,-0.03,30,0.697,0.49098,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1958,FALSE
413,SP_1959,0.97,0,0.02,0.01,3,0,3,0,1.07,0,0.06,0.03,3,0,3,0,-0.1,4,2.658,0.05649,,nucleoside diphosphate kinase,NUCLEOTIDE METABOLSIM,VIVO,ndk,,SP_1959,FALSE
3677,SP_1960,0.76,0.01,0.1,0.05,4,0,4,0,0.46,0.11,0.34,0.17,4,2,2,0,0.3,6,1.697,0.14055,,"DNA-directed RNA polymerase, beta subunit","DNA REPLICATION, REPAIR AND RECOMBINATION",LIKELYESSENTIAL,,,SP_1960,FALSE
3611,SP_1961,0.63,0.01,0.09,0.07,2,0,2,0,0,0,0,0,2,2,0,0,0.63,2,9.471,0.01097,,"DNA-directed RNA polymerase, beta subunit","DNA REPLICATION, REPAIR AND RECOMBINATION",LIKELYESSENTIAL,rpoB,,SP_1961,FALSE
107,SP_1962,1.04,0.01,0.08,0.04,5,0,5,0,1.07,0,0.07,0.03,5,0,5,0,-0.03,8,0.68,0.51559,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1962,FALSE
1331,SP_1963,1.01,0.01,0.1,0.01,59,1,58,0,1.02,0.02,0.13,0.02,57,1,56,0,-0.02,114,0.749,0.45535,,CBS domain protein,UNKNOWN,NO-PHENOTYPE,,,SP_1963,FALSE
824,SP_1964,1.01,0,0.05,0.01,21,0,21,0,1.03,0.01,0.09,0.02,21,0,21,0,-0.02,40,0.95,0.34805,,DNA-entry nuclease,"DNA REPLICATION, REPAIR AND RECOMBINATION",NO-PHENOTYPE,,,SP_1964,FALSE
206,SP_1965,1.02,0,0.07,0.02,8,0,8,0,0.86,0.02,0.14,0.05,8,0,8,0,0.16,14,2.991,0.00972,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1965,FALSE
1283,SP_1966,1.03,0.01,0.08,0.01,42,0,42,0,0.94,0.01,0.11,0.02,42,0,42,0,0.09,82,4.497,0.00002,,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,,,SP_1966,FALSE
1037,SP_1967,1.01,0.01,0.09,0.01,51,0,51,0,1.06,0.01,0.1,0.01,50,0,50,0,-0.04,99,2.188,0.03102,,conserved hypothetical protein,UNKNOWN,VIVO,,,SP_1967,FALSE
488,SP_1968,,,,,,,,,,,,,,,,,,,,,,phosphopantetheine adenylyltransferase,VARIOUS METABOLISM AND BIOSYNTHESIS,LIKELYESSENTIAL,coaD,,SP_1968,FALSE
539,SP_1969,,,,,,,,,,,,,,,,,,,,,,putative type II DNA modification methyltransferase,VARIOUS,ESSENTIAL,,,SP_1969,FALSE
992,SP_1970,1.03,0.01,0.09,0.02,22,0,22,0,0.99,0.02,0.13,0.03,22,0,22,0,0.05,42,1.355,0.18256,,aspartate--ammonia ligase,AMINO ACID METABOLSIM,PHENOTYPED,,,SP_1970,FALSE
164,SP_1971,0.99,0.02,0.14,0.05,10,0,10,0,1.12,0.02,0.14,0.04,10,0,10,0,-0.12,18,1.992,0.06175,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1971,FALSE
707,SP_1972,1,0.02,0.13,0.03,21,0,21,0,1.05,0.02,0.13,0.03,22,0,22,0,-0.05,41,1.321,0.19377,,membrane protein,UNKNOWN,VIVO,,,SP_1972,FALSE
740,SP_1973,0.96,0.01,0.09,0.02,36,0,36,0,1.05,0.01,0.1,0.02,37,0,37,0,-0.09,71,3.81,0.00029,,spoU rRNA Methylase family protein,TRANSCRIPTION AND TRANSLATION,PHENOTYPED,,,SP_1973,FALSE
278,SP_1974,1.04,0,0.02,0.01,3,0,3,0,1.03,0,0.04,0.02,3,0,3,0,0.01,4,0.377,0.72533,,acylphosphatase,CARBOHYDRATE METABOLISM,VIVO,,,SP_1974,FALSE
926,SP_1975,,,,,,,,,,,,,,,,,,,,,,SpoIIIJ family protein,TRANSPORT,LIKELYESSENTIAL,,,SP_1975,FALSE
794,SP_1976,0.95,0.03,0.17,0.07,6,0,6,0,1.03,0.02,0.14,0.06,6,0,6,0,-0.09,10,0.967,0.35644,,pyruvate formate-lyase-activating enzyme,CARBOHYDRATE METABOLISM,PHENOTYPED,,,SP_1976,FALSE
104,SP_1977,,,,,,,,,,,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1977,FALSE
1250,SP_1978,1.01,0.01,0.1,0.01,51,0,51,0,1.02,0.01,0.1,0.01,51,0,51,0,-0.01,100,0.474,0.63618,,diaminopimelate decarboxylase,AMINO ACID METABOLSIM,NO-PHENOTYPE,,,SP_1978,FALSE
827,SP_1979,1.01,0.01,0.09,0.01,37,0,37,0,0.99,0.01,0.08,0.01,36,0,36,0,0.03,71,1.446,0.15265,,pur operon repressor,REGULATOR,PHENOTYPED,,,SP_1979,FALSE
926,SP_1980,0.97,0.02,0.16,0.04,16,0,16,0,0.87,0.06,0.24,0.06,16,1,15,0,0.1,30,1.406,0.16994,,cmp-binding-factor 1,UNKNOWN,PHENOTYPED,,,SP_1980,FALSE
1256,SP_1981,0.8,0.04,0.19,0.05,14,1,13,0,0.57,0.13,0.36,0.1,14,3,11,0,0.23,26,2.148,0.0412,,competence-induced protein Ccs50,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,,,SP_1981,FALSE
683,SP_1982,0.97,0.02,0.12,0.03,15,0,15,0,1.07,0.03,0.17,0.04,16,0,16,0,-0.1,29,1.932,0.06314,,thiamine pyrophosphokinase,AMINO ACID METABOLSIM,PHENOTYPED,,,SP_1982,FALSE
878,SP_1984,,,,,,,,,,,,,,,,,,,,,,ribosome small subunit-dependent GTPase A,TRANSCRIPTION AND TRANSLATION,ESSENTIAL,,,SP_1984,FALSE
839,SP_1985,0.51,0,0,0,1,0,1,0,0.54,0,0,0,1,0,1,0,,,,,,dimethyladenosine transferase,TRANSCRIPTION AND TRANSLATION,LIKELYESSENTIAL,ksgA,,SP_1985,FALSE
314,SP_1986,0.99,0.01,0.08,0.02,10,0,10,0,1,0.01,0.08,0.02,10,0,10,0,-0.01,18,0.323,0.75021,,hypothetical protein,UNKNOWN,PHENOTYPED,,,SP_1986,FALSE
641,SP_1987,0.95,0.01,0.07,0.02,18,0,18,0,0.98,0.02,0.14,0.03,19,0,19,0,-0.03,35,0.947,0.35023,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,,,SP_1987,FALSE
2033,SP_1988,0.98,0.01,0.09,0.01,91,0,91,0,1,0.01,0.11,0.01,91,0,91,0,-0.02,180,1.307,0.19275,,putative immunity protein,TRANSPORT,PHENOTYPED,,,SP_1988,FALSE
899,SP_1989,1,0.01,0.08,0.01,52,0,52,0,1.04,0.01,0.1,0.01,52,0,52,0,-0.04,102,2.156,0.03344,,putative transcriptional regulator PlcR,REGULATOR,PHENOTYPED,,,SP_1989,FALSE
560,SP_1990,,,,,,,,,,,,,,,,,,,,,,primase-related protein,"DNA REPLICATION, REPAIR AND RECOMBINATION",ESSENTIAL,,,SP_1990,FALSE
773,SP_1991,0.98,0,0.05,0.01,21,0,21,0,1.1,0,0.06,0.01,21,0,21,0,-0.12,40,6.863,0,,putative hydrolase,UNKNOWN,NO-PHENOTYPE,,,SP_1991,FALSE
665,SP_1992,1,0.01,0.08,0.02,23,0,23,0,1.05,0.01,0.08,0.02,23,0,23,0,-0.05,44,1.926,0.06058,,cell wall surface anchor family protein,VARIOUS,VIVO,,,SP_1992,FALSE
134,SP_1993,,,,,,,,,,,,,,,,,,,,,,ribosomal protein L34,TRANSCRIPTION AND TRANSLATION,REMOVE,rpmH,,SP_1993,FALSE
1214,SP_1994,0.72,0.22,0.47,0.16,9,5,4,0,0.74,0.31,0.56,0.18,10,6,4,0,-0.01,17,0.063,0.95061,,"aminotransferase, class I",AMINO ACID METABOLSIM,CORE,,,SP_1994,FALSE
410,SP_1995,1,0.01,0.08,0.01,34,0,34,0,1.01,0.01,0.1,0.02,34,0,34,0,-0.02,66,0.718,0.47552,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_1995,FALSE
452,SP_1996,1.01,0,0.07,0.02,11,0,11,0,1.05,0,0.05,0.02,11,0,11,0,-0.05,20,1.778,0.09057,,universal stress protein family,VARIOUS,VIVO,,,SP_1996,FALSE
1388,SP_1997,1.01,0.01,0.1,0.02,29,0,29,0,1.13,0.01,0.12,0.02,29,0,29,0,-0.12,56,4.287,0.00007,,Cof family protein,UNKNOWN,VIVO,,,SP_1997,FALSE
962,SP_1998,0.94,0.01,0.1,0.03,10,0,10,0,0.92,0.01,0.1,0.03,11,0,11,0,0.02,19,0.565,0.57839,,putative L-asparaginase,AMINO ACID METABOLSIM,PHENOTYPED,,,SP_1998,FALSE
1010,SP_1999,0.95,0,0.05,0.03,3,0,3,0,1.1,0,0.03,0.02,3,0,3,0,-0.15,4,4.325,0.0124,,catabolite control protein A,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,,,SP_1999,FALSE
599,SP_2000,1,0.02,0.15,0.03,23,1,22,0,1.07,0.02,0.13,0.03,24,0,24,0,-0.08,45,1.853,0.07039,,DNA-binding response regulator,REGULATOR,NO-PHENOTYPE,,,SP_2000,FALSE
1097,SP_2001,1.01,0.01,0.11,0.02,31,0,31,0,1.09,0.01,0.12,0.02,31,0,31,0,-0.08,60,2.78,0.00724,,putative sensor histidine kinase,REGULATOR,VIVO,,,SP_2001,FALSE
737,SP_2002,0.99,0,0.06,0.01,28,0,28,0,1.07,0.01,0.09,0.02,28,0,28,0,-0.08,54,4.076,0.00015,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,,,SP_2002,FALSE
884,SP_2003,1.03,0.01,0.08,0.02,12,0,12,0,1.13,0.01,0.09,0.02,12,0,12,0,-0.1,22,2.873,0.00884,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,,,SP_2003,FALSE
194,SP_2004,,,,,,,,,,,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_2004,FALSE
131,SP_2005,,,,,,,,,,,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_2005,FALSE
479,SP_2006,,,,,,,,,,,,,,,,,,,,,,transcriptional regulator ComX2,REGULATOR,REMOVE,,,SP_2006,FALSE
536,SP_2007,0.8,0.02,0.14,0.05,8,0,8,0,0.92,0.13,0.37,0.12,9,1,8,0,-0.12,15,0.881,0.39228,,transcription antitermination protein NusG,TRANSCRIPTION AND TRANSLATION,CORE,nusG,,SP_2007,FALSE
176,SP_2008,,,,,,,,,,,,,,,,,,,,,,"putative preprotein translocase, SecE subunit",TRANSPORT,ESSENTIAL,secE,,SP_2008,FALSE
152,SP_2009,0.94,0,0.04,0.02,2,0,2,0,1,0,0.04,0.03,2,0,2,0,-0.06,2,1.469,0.27958,,ribosomal protein L33,TRANSCRIPTION AND TRANSLATION,REMOVE,rpmG,,SP_2009,FALSE
875,SP_2011,1.03,0.01,0.09,0.02,30,0,30,0,0.89,0.03,0.16,0.03,30,0,30,0,0.14,58,4.069,0.00014,,"ribosomal large subunit pseudouridine synthase, RluD subfamily",TRANSCRIPTION AND TRANSLATION,NO-PHENOTYPE,,,SP_2011,FALSE
1007,SP_2012,,,,,,,,,,,,,,,,,,,,,,glyceraldehyde 3-phosphate dehydrogenase,CARBOHYDRATE METABOLISM,ESSENTIAL,,,SP_2012,FALSE
980,SP_2013,1.02,0.01,0.09,0.01,34,0,34,0,1.02,0.01,0.1,0.02,33,0,33,0,0,65,0.185,0.85348,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_2013,FALSE
338,SP_2014,,,,,,,,,,,,,,,,,,,,,,"IS630-Spn1, transposase Orf2",,REMOVE,,,SP_2014,FALSE
416,SP_2015,,,,,,,,,,,,,,,,,,,,,,"IS630-Spn1, transposase Orf1",,REMOVE,,,SP_2015,FALSE
872,SP_2016,1.01,0,0.07,0.01,41,0,41,0,1.04,0.01,0.12,0.02,42,0,42,0,-0.02,81,0.999,0.32058,,nicotinate-nucleotide pyrophosphorylase,VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,,,SP_2016,FALSE
1310,SP_2017,1.03,0.01,0.09,0.02,32,0,32,0,1.09,0.01,0.09,0.02,32,0,32,0,-0.06,62,2.726,0.00832,,membrane protein,UNKNOWN,NO-PHENOTYPE,,,SP_2017,FALSE
190,SP_2018,,,,,,,,M,,,,,,,,M,,,,,,"transposase, IS3 family, degenerate",,REMOVE,,,SP_2018,FALSE
194,SP_2019,1.01,0,0.06,0.02,7,0,7,0,1.01,0,0.07,0.03,7,0,7,0,0,12,0.131,0.89792,,"ABC transporter, ATP-binding protein, truncation",TRANSPORT,NO-PHENOTYPE,,,SP_2019,FALSE
1409,SP_2021,1,0,0.07,0.01,65,0,65,0,1.01,0.01,0.1,0.01,64,0,64,0,-0.01,127,0.723,0.47118,,"glycosyl hydrolase, family 1",CARBOHYDRATE METABOLISM,NO-PHENOTYPE,,,SP_2021,FALSE
1295,SP_2022,1.02,0.01,0.09,0.01,96,0,96,0,1.03,0.01,0.1,0.01,96,0,96,0,-0.01,190,0.394,0.69412,,"PTS system, IIC component",TRANSPORT,NO-PHENOTYPE,,,SP_2022,FALSE
308,SP_2023,0.98,0,0.03,0.01,11,0,11,0,1,0.01,0.11,0.03,11,0,11,0,-0.02,20,0.617,0.54394,,"PTS system, IIB component",TRANSPORT,NO-PHENOTYPE,,,SP_2023,FALSE
326,SP_2024,1.01,0.01,0.1,0.02,18,0,18,0,0.97,0.01,0.12,0.03,18,0,18,0,0.04,34,0.965,0.34114,,"PTS system, IIA component",TRANSPORT,NO-PHENOTYPE,,,SP_2024,FALSE
95,SP_2025,,,,,,,,,,,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,,,SP_2025,FALSE
1091,SP_2031,1.01,0.01,0.08,0.01,81,0,81,0,1.07,0.01,0.11,0.01,82,0,82,0,-0.05,161,3.673,0.00033,,L-ascorbate 6-phosphate lactonase,VARIOUS METABOLISM AND BIOSYNTHESIS,VIVO,,,SP_2031,FALSE
1673,SP_2032,1.02,0.01,0.07,0.01,126,0,126,0,1.1,0.01,0.11,0.01,128,0,128,0,-0.08,252,7.004,0,,"transcriptional regulator, BglG family",REGULATOR,NO-PHENOTYPE,,,SP_2032,FALSE
683,SP_2033,1.01,0.01,0.07,0.01,58,0,58,0,1.16,0.01,0.11,0.01,58,0,58,0,-0.15,114,8.552,0,,putative L-ribulose 5-phosphate 4-epimerase AraD,CARBOHYDRATE METABOLISM,VIVO,araD,,SP_2033,FALSE
863,SP_2034,1.02,0.01,0.08,0.01,47,0,47,0,1.12,0.01,0.12,0.02,47,0,47,0,-0.11,92,5.174,0,,putative hexulose-6-phosphate isomerase,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,,,SP_2034,FALSE
665,SP_2035,1.01,0.01,0.09,0.01,38,0,38,0,1.1,0.01,0.12,0.02,38,0,38,0,-0.09,74,3.853,0.00025,,putative hexulose-6-phosphate synthase,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,ulaD,,SP_2035,FALSE
281,SP_2037,1.02,0.01,0.07,0.02,21,0,21,0,1.18,0.02,0.13,0.03,21,0,21,0,-0.16,40,4.988,0.00001,,"PTS system, IIB component",TRANSPORT,NO-PHENOTYPE,,,SP_2037,FALSE
1457,SP_2038,0.98,0.01,0.09,0.01,97,0,97,0,1.14,0.02,0.14,0.01,100,0,100,0,-0.16,195,9.5,0,,"putative PTS system, membrane component",TRANSPORT,PHENOTYPED,ulaA,,SP_2038,FALSE
623,SP_2039,0.99,0.01,0.08,0.02,18,0,18,0,1.15,0.02,0.12,0.03,18,0,18,0,-0.17,34,4.902,0.00002,,conserved hypothetical protein,UNKNOWN,VIVO,,,SP_2039,FALSE
824,SP_2041,0.95,0.01,0.11,0.02,24,0,24,0,1.09,0.01,0.1,0.02,24,0,24,0,-0.14,46,4.599,0.00003,,SpoIIIJ family protein,TRANSPORT,NO-PHENOTYPE,,,SP_2041,FALSE
