Pos size,Gene,mean-2394-Gluc,var-2394-Gluc,sd-2394-Gluc,se-2394-Gluc,gene,Total-2394-Gluc,Blank-2394-Gluc,Not Blank-2394-Gluc,Blank Removed-2394-Gluc,M,locus-2394,mean.2394.Kan,var-2394-Kan,sd-2394-Kan,se-2394-Kan,gene,Total-2394-Kan,Blank-2394-Kan,Not Blank-2394-Kan,Blank Removed-2394-Kan,M,Value,Df,TDIST,p-value,Significance,Common Name,TIMS-CATEGORY,What to do/What they are,Sig
2222,SP_1645,1.013,0.004,0.063,0.007,,76,0,76,0,,SP_1645,1.038,0.005,0.072,0.008,,76,0,76,0,,-0.025,150,2.288,0.02356,,GTP pyrophosphokinase,NUCLEOTIDE METABOLSIM,PHENOTYPED,FALSE
629,SP_1646,1.001,0.002,0.044,0.01,,18,0,18,0,,SP_1646,1.005,0.006,0.079,0.019,,18,0,18,0,,-0.003,34,0.15,0.88177,,metallo-beta-lactamase superfamily protein,TRANSCRIPTION AND TRANSLATION,NO-PHENOTYPE,FALSE
1892,SP_1647,1.016,0.006,0.08,0.009,,79,0,79,0,,SP_1647,0.985,0.01,0.097,0.011,,79,0,79,0,,0.031,156,2.184,0.03046,,endopeptidase O,VARIOUS,NO-PHENOTYPE,FALSE
722,SP_1648,0.1,0.1,X,X,,,,,,,SP_1648,0.1,0.1,X,X,,,,,,,,,,,,"manganese ABC transporter, ATP-binding protein",TRANSPORT,CORE,FALSE
848,SP_1649,0.44,0,0,0,,1,0,1,0,,SP_1649,0.1,0.1,X,X,,1,1,0,0,,,,,,,"putative manganese ABC transporter, permease protein",TRANSPORT,CORE,FALSE
929,SP_1650,0.295,0.078,0.279,0.197,,2,1,1,0,,SP_1650,0.24,0.055,0.235,0.167,,2,1,1,0,,,,,,,"manganese ABC transporter, manganese-binding adhesion liprotein",TRANSPORT,CORE,FALSE
518,SP_1651,1.015,0.008,0.087,0.017,tpx,27,0,27,0,,SP_1651,0.992,0.009,0.093,0.018,tpx,27,0,27,0,,0.023,52,0.944,0.3495,,thiol peroxidase,VARIOUS,NO-PHENOTYPE,FALSE
2774,SP_1652,1.002,0.004,0.063,0.005,,145,0,145,0,,SP_1652,1.013,0.009,0.093,0.008,,143,0,143,0,,-0.01,286,1.115,0.26579,,putative membrane protein,TRANSPORT,NO-PHENOTYPE,FALSE
701,SP_1653,0.99,0.003,0.051,0.011,,23,0,23,0,,SP_1653,1.014,0.004,0.061,0.013,,23,0,23,0,,-0.024,44,1.473,0.14777,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
2411,SP_1654,1.005,0.005,0.067,0.006,,119,0,119,0,,SP_1654,1.032,0.006,0.074,0.007,,118,0,118,0,,-0.026,235,2.873,0.00444,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
692,SP_1655,0.1,0.1,X,X,,,,,,,SP_1655,0.1,0.1,X,X,,,,,,,,,,,,phosphoglycerate mutase,CARBOHYDRATE METABOLISM,LIKELYESSENTIAL,FALSE
188,SP_1656,0.909,0.014,0.117,0.052,,5,0,5,0,,SP_1656,0.996,0.003,0.054,0.024,,5,0,5,0,,-0.086,8,1.494,0.17344,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
224,SP_1657,0.945,0.009,0.095,0.027,,12,0,12,0,,SP_1657,0.961,0.014,0.116,0.034,,12,0,12,0,,-0.016,22,0.368,0.71627,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
260,SP_1658,0.893,0.03,0.173,0.043,,16,1,15,0,,SP_1658,0.912,0.016,0.125,0.031,,16,0,16,0,,-0.019,30,0.362,0.7202,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
2792,SP_1659,0.1,0.1,X,X,ileS,,,,,,SP_1659,0.1,0.1,X,X,ileS,,,,,,,,,,,isoleucyl-tRNA synthetase,AMINO ACID METABOLSIM,ESSENTIAL,FALSE
161,SP_1660,0.1,0.1,X,X,,,,,,,SP_1660,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
788,SP_1661,0.1,0.1,X,X,,,,,,,SP_1661,0.1,0.1,X,X,,,,,,,,,,,,cell division protein DivIVA,CELL DIVISION,PHENOTYPED,FALSE
785,SP_1662,0.982,0.003,0.059,0.02,,9,0,9,0,,SP_1662,0.992,0.004,0.062,0.021,,9,0,9,0,,-0.01,16,0.352,0.72922,,ylmH protein,CELL WALL METABOLISM,NO-PHENOTYPE,FALSE
263,SP_1663,1.031,0.008,0.092,0.065,,2,0,2,0,,SP_1663,1.018,0.001,0.029,0.021,,2,0,2,0,,0.013,2,0.191,0.86647,,ylmG protein,CELL WALL METABOLISM,NO-PHENOTYPE,FALSE
539,SP_1664,0.963,0.007,0.085,0.028,,9,0,9,0,,SP_1664,0.915,0.006,0.08,0.027,,9,0,9,0,,0.048,16,1.223,0.23898,,ylmF protein,CELL WALL METABOLISM,NO-PHENOTYPE,FALSE
671,SP_1665,0.993,0.002,0.049,0.016,,10,0,10,0,,SP_1665,1.003,0.01,0.099,0.029,,12,0,12,0,,-0.01,20,0.316,0.75516,,ylmE protein,CELL WALL METABOLISM,NO-PHENOTYPE,FALSE
1259,SP_1666,0.1,0.1,X,X,,,,,,,SP_1666,0.1,0.1,X,X,,,,,,,,,,,,cell division protein FtsZ,CELL DIVISION,ESSENTIAL,FALSE
1373,SP_1667,0.1,0.1,X,X,,,,,,,SP_1667,0.1,0.1,X,X,,,,,,,,,,,,cell division protein FtsA,CELL DIVISION,ESSENTIAL,FALSE
704,SP_1668,1.014,0.004,0.061,0.018,,11,0,11,0,,SP_1668,0.952,0.005,0.071,0.021,,11,0,11,0,,0.063,20,2.235,0.03699,,hypothetical protein,UNKNOWN,VIVO,FALSE
611,SP_1669,0.1,0.1,X,X,,,,,,,SP_1669,0.1,0.1,X,X,,,,,,,,,,,,MutT/nudix family protein,VARIOUS,NO-PHENOTYPE,FALSE
1373,SP_1670,0.1,0.1,X,X,,,,,,,SP_1670,0.1,0.1,X,X,,,,,,,,,,,,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanyl ligase",AMINO ACID METABOLSIM,ESSENTIAL,FALSE
1043,SP_1671,0.1,0.1,X,X,ddl,,,,,,SP_1671,0.1,0.1,X,X,ddl,,,,,,,,,,,D-alanine--D-alanine ligase,AMINO ACID METABOLSIM,LIKELYESSENTIAL,FALSE
596,SP_1672,1.006,0.003,0.057,0.023,recR,6,0,6,0,,SP_1672,0.983,0.012,0.108,0.044,recR,6,0,6,0,,0.023,10,0.462,0.65401,,recombination protein RecR,"DNA REPLICATION, REPAIR AND RECOMBINATION",LIKELYESSENTIAL,FALSE
2042,SP_1673,0.1,0.1,X,X,,,,,,,SP_1673,0.1,0.1,X,X,,,,,,,,,,,,penicillin-binding protein 2B,CELL WALL METABOLISM,ESSENTIAL,FALSE
851,SP_1674,0.987,0.005,0.068,0.01,,43,0,43,0,,SP_1674,1.021,0.005,0.071,0.011,,43,0,43,0,,-0.034,84,2.266,0.02601,,putative phosphosugar-binding transcriptional regulator,REGULATOR,PHENOTYPED,FALSE
884,SP_1675,1.023,0.006,0.075,0.011,,48,0,48,0,,SP_1675,1.031,0.01,0.1,0.014,,49,0,49,0,,-0.008,95,0.47,0.63962,,ROK family protein,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
917,SP_1676,1.005,0.004,0.063,0.011,,34,0,34,0,,SP_1676,0.989,0.01,0.097,0.017,,34,0,34,0,,0.016,66,0.795,0.42923,,putative N-acetylneuraminate lyase,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
644,SP_1677,1.036,0.009,0.097,0.016,,36,0,36,0,,SP_1677,1.018,0.019,0.136,0.023,,36,0,36,0,,0.019,70,0.664,0.50878,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
98,SP_1678,0.1,0.1,X,X,,,,,,,SP_1678,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
344,SP_1679,0.991,0.002,0.049,0.008,,42,0,42,0,,SP_1679,1.009,0.004,0.065,0.01,,42,0,42,0,,-0.019,82,1.478,0.14333,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
452,SP_1680,0.952,0.003,0.055,0.014,,16,0,16,0,,SP_1680,1.033,0.008,0.088,0.021,,17,0,17,0,,-0.082,31,3.211,0.00307,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
839,SP_1681,0.988,0.006,0.078,0.017,,21,0,21,0,,SP_1681,1.009,0.012,0.108,0.023,,21,0,21,0,,-0.021,40,0.736,0.46632,,"sugar ABC transporter, permease protein",TRANSPORT,PHENOTYPED,FALSE
896,SP_1682,1.012,0.007,0.086,0.012,,53,0,53,0,,SP_1682,1.048,0.021,0.145,0.02,,53,1,52,0,,-0.036,104,1.557,0.12257,,"sugar ABC transporter, permease protein",TRANSPORT,PHENOTYPED,FALSE
1328,SP_1683,0.992,0.005,0.068,0.007,,84,0,84,0,,SP_1683,1.034,0.01,0.098,0.011,,85,0,85,0,,-0.042,167,3.263,0.00134,,"sugar ABC transporter, sugar-binding protein",TRANSPORT,PHENOTYPED,FALSE
1517,SP_1684,0.997,0.01,0.101,0.008,,154,1,153,0,,SP_1684,1.028,0.012,0.11,0.009,,154,0,154,0,,-0.031,306,2.591,0.01002,,"PTS system, IIBC components",TRANSPORT,PHENOTYPED,FALSE
698,SP_1685,1.066,0.005,0.074,0.014,,28,0,28,0,,SP_1685,1.11,0.012,0.112,0.021,,29,0,29,0,,-0.044,55,1.75,0.08563,,N-acetylmannosamine-6-phosphate 2-epimerase,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
1103,SP_1686,1.007,0.004,0.061,0.007,,76,0,76,0,,SP_1686,1.033,0.007,0.082,0.009,,77,0,77,0,,-0.026,151,2.2,0.0293,,"oxidoreductase, Gfo/Idh/MocA family",UNKNOWN,NO-PHENOTYPE,FALSE
2093,SP_1687,1.004,0.008,0.092,0.006,,230,0,230,0,,SP_1687,1.051,0.007,0.081,0.005,,230,0,230,0,,-0.047,458,5.782,0,,neuraminidase B,VARIOUS,VIVO,FALSE
833,SP_1688,0.988,0.007,0.084,0.01,,78,0,78,0,,SP_1688,0.999,0.006,0.075,0.009,,78,0,78,0,,-0.011,154,0.872,0.38436,,"ABC transporter, permease protein",TRANSPORT,NO-PHENOTYPE,FALSE
884,SP_1689,1.009,0.005,0.072,0.009,,61,0,61,0,,SP_1689,1.034,0.008,0.09,0.011,,62,0,62,0,,-0.025,121,1.709,0.09001,,"ABC transporter, permease protein",TRANSPORT,NO-PHENOTYPE,FALSE
1337,SP_1690,1.016,0.008,0.088,0.008,,113,0,113,0,,SP_1690,1.016,0.016,0.127,0.012,,115,0,115,0,,0,226,0.002,0.99812,,"ABC transporter, substrate-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
452,SP_1691,0.999,0.013,0.112,0.025,,20,0,20,0,,SP_1691,1.03,0.019,0.139,0.03,,21,0,21,0,,-0.031,39,0.795,0.43165,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1256,SP_1692,0.1,0.1,X,X,,,,,,,SP_1692,0.1,0.1,X,X,,,,,,,,,,,,"IS1167, transposase",,REMOVE,FALSE
2886,SP_1693,1.006,0.005,0.073,0.006,nanA,142,0,142,0,,SP_1693,1.015,0.01,0.101,0.008,nanA,140,0,140,0,,-0.01,280,0.911,0.36318,,"neuraminidase A, authentic frameshift",VARIOUS,NO-PHENOTYPE,FALSE
227,SP_1694,0.988,0.006,0.078,0.021,,14,0,14,0,,SP_1694,1.045,0.009,0.094,0.025,,14,0,14,0,,-0.057,26,1.744,0.09294,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
980,SP_1695,1.004,0.006,0.075,0.014,,29,0,29,0,,SP_1695,0.984,0.023,0.151,0.028,,29,1,28,0,,0.02,56,0.645,0.52159,,putative acetyl xylan esterase,UNKNOWN,NO-PHENOTYPE,FALSE
107,SP_1696,0.1,0.1,X,X,,,,,,,SP_1696,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,REMOVE,FALSE
2015,SP_1697,0.1,0.1,X,X,,,,,,,SP_1697,0.1,0.1,X,X,,,,,,,,,,,,ATP-dependent DNA helicase RecG,"DNA REPLICATION, REPAIR AND RECOMBINATION",LIKELYESSENTIAL,FALSE
1103,SP_1698,0.1,0.1,X,X,alr,,,,,,SP_1698,0.1,0.1,X,X,alr,,,,,,,,,,,alanine racemase,AMINO ACID METABOLSIM,ESSENTIAL,FALSE
362,SP_1699,0.1,0.1,X,X,acpS,,,,,,SP_1699,0.1,0.1,X,X,acpS,,,,,,,,,,,holo-(acyl-carrier protein) synthase,VARIOUS METABOLISM AND BIOSYNTHESIS,LIKELYESSENTIAL,FALSE
1031,SP_1700,1,0.008,0.088,0.021,,18,0,18,0,,SP_1700,0.984,0.009,0.093,0.023,,17,0,17,0,,0.016,33,0.523,0.60449,,phospho-2-dehydro-3-deoxyheptonate aldolase,AMINO ACID METABOLSIM,VIVO,FALSE
1031,SP_1701,0.968,0.006,0.08,0.014,,34,0,34,0,,SP_1701,0.979,0.011,0.104,0.018,,34,0,34,0,,-0.012,66,0.531,0.59694,,phospho-2-dehydro-3-deoxyheptonate aldolase,AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
2513,SP_1702,0.1,0.1,X,X,secA,,,,,,SP_1702,0.1,0.1,X,X,secA,,,,,,,,,,,"preprotein translocase, SecA subunit",TRANSPORT,LIKELYESSENTIAL,FALSE
287,SP_1703,0.988,0.002,0.046,0.023,,4,0,4,0,,SP_1703,1.032,0.002,0.047,0.024,,4,0,4,0,,-0.044,6,1.341,0.22857,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
632,SP_1704,0.983,0.009,0.096,0.018,,30,0,30,0,,SP_1704,1.017,0.012,0.111,0.021,,29,0,29,0,,-0.034,57,1.267,0.21027,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
641,SP_1705,0.987,0.003,0.057,0.012,,23,0,23,0,,SP_1705,1.022,0.002,0.05,0.01,,23,0,23,0,,-0.035,44,2.213,0.0321,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
791,SP_1706,0.995,0.006,0.079,0.016,,26,0,26,0,,SP_1706,1.014,0.011,0.106,0.021,,26,0,26,0,,-0.019,50,0.74,0.46254,,hypothetical protein,UNKNOWN,VIVO,FALSE
338,SP_1707,0.955,0.006,0.079,0.017,,22,0,22,0,,SP_1707,0.958,0.015,0.122,0.027,,21,0,21,0,,-0.003,41,0.094,0.92595,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
344,SP_1708,0.946,0.004,0.061,0.031,,4,0,4,0,,SP_1708,0.944,0.013,0.116,0.058,,4,0,4,0,,0.002,6,0.032,0.97532,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1310,SP_1709,0.1,0.1,X,X,engA,,,,,,SP_1709,0.1,0.1,X,X,engA,,,,,,,,,,,phosphoglycerate dehydrogenase-related protein,CARBOHYDRATE METABOLISM,ESSENTIAL,FALSE
713,SP_1710,0.999,0.004,0.061,0.018,,12,0,12,0,,SP_1710,1.003,0.009,0.094,0.027,,12,0,12,0,,-0.004,22,0.133,0.89502,,nitroreductase family protein,UNKNOWN,PHENOTYPED,FALSE
896,SP_1711,0.1,0.1,X,X,,,,,,,SP_1711,0.1,0.1,X,X,,,,,,,,,,,,primosomal protein DnaI,UNKNOWN,ESSENTIAL,FALSE
1169,SP_1712,1.002,0.002,0.042,0.03,,2,0,2,0,,SP_1712,1.029,0.014,0.117,0.083,,2,0,2,0,,-0.027,2,0.302,0.79119,,hypothetical protein,UNKNOWN,ESSENTIAL,FALSE
473,SP_1713,0.706,0.006,0.08,0.04,,4,0,4,0,,SP_1713,0.695,0.004,0.066,0.033,,4,0,4,0,,0.011,6,0.217,0.83545,,"transcriptional regulator, NrdR family",REGULATOR,PHENOTYPED,FALSE
365,SP_1714,0.639,0,0.003,0.002,,2,0,2,0,,SP_1714,0.599,0,0.013,0.009,,2,0,2,0,,0.04,2,4.3,0.05005,,"transcriptional regulator, GntR family",REGULATOR,CORE,FALSE
1478,SP_1715,0.994,0.005,0.068,0.006,,134,0,134,0,,SP_1715,1.006,0.007,0.085,0.007,,135,0,135,0,,-0.013,267,1.367,0.17274,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
1199,SP_1716,1.003,0.005,0.069,0.011,,41,0,41,0,,SP_1716,1.026,0.009,0.093,0.015,,41,0,41,0,,-0.023,80,1.273,0.20665,,conserved hypothetical protein,TRANSPORT,VIVO,FALSE
893,SP_1717,0.988,0.004,0.064,0.015,,18,0,18,0,,SP_1717,1.005,0.007,0.081,0.019,,18,0,18,0,,-0.017,34,0.682,0.49991,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
101,SP_1718,0.1,0.1,X,X,,,,,,,SP_1718,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
372,SP_1719,0.99,0.005,0.067,0.012,,31,0,31,0,M,SP_1719,0.989,0.016,0.125,0.023,,31,0,31,0,M,0.001,60,0.04,0.96829,,"putative IS1239, transposase, degenerate",,REMOVE,FALSE
617,SP_1720,0.984,0.003,0.057,0.01,,36,0,36,0,,SP_1720,0.954,0.061,0.247,0.041,,37,2,35,0,,0.03,71,0.721,0.47329,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
887,SP_1721,0.999,0.003,0.054,0.011,,25,0,25,0,,SP_1721,1.003,0.002,0.047,0.009,,25,0,25,0,,-0.004,48,0.275,0.78481,,fructokinase,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
1883,SP_1722,1.011,0.004,0.066,0.01,,46,0,46,0,,SP_1722,1.014,0.017,0.132,0.019,,47,0,47,0,,-0.003,91,0.123,0.90248,,PTS system IIABC components,TRANSPORT,PHENOTYPED,FALSE
197,SP_1723,0.965,0.001,0.024,0.017,,2,0,2,0,,SP_1723,0.991,0.013,0.116,0.082,,2,0,2,0,,-0.026,2,0.308,0.78721,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1454,SP_1724,1.002,0.006,0.076,0.013,,35,0,35,0,,SP_1724,1.136,0.014,0.12,0.02,,37,0,37,0,,-0.134,70,5.691,0,,sucrose-6-phosphate hydrolase,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
965,SP_1725,1.005,0.003,0.051,0.01,,27,0,27,0,,SP_1725,1.106,0.004,0.066,0.013,,27,0,27,0,,-0.101,52,6.27,0,,sucrose operon repressor,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
1274,SP_1726,0.67,0.002,0.046,0.019,,6,0,6,0,,SP_1726,0.607,0.006,0.079,0.032,,6,0,6,0,,0.063,10,1.694,0.12116,,3-hydroxy-3-methylglutaryl-CoA reductase,VARIOUS METABOLISM AND BIOSYNTHESIS,ESSENTIAL,FALSE
1196,SP_1727,0.1,0.1,X,X,,,,,,,SP_1727,0.1,0.1,X,X,,,,,,,,,,,,hydroxymethylglutaryl-CoA synthase,AMINO ACID METABOLSIM,ESSENTIAL,FALSE
287,SP_1728,0.989,0.003,0.056,0.014,,15,0,15,0,,SP_1728,1.024,0.006,0.077,0.019,,17,0,17,0,,-0.035,30,1.477,0.15013,,hypothetical protein,UNKNOWN,VIVO,FALSE
620,SP_1729,0.1,0.1,X,X,,,,,,,SP_1729,0.1,0.1,X,X,,,,,,,,,,,,"IS1381, transposase OrfA/OrfB, truncation",,REMOVE,FALSE
449,SP_1730,0.965,0.014,0.119,0.028,,18,0,18,0,,SP_1730,1,0.064,0.253,0.056,,20,0,20,0,,-0.035,36,0.557,0.58115,,hypothetical protein,UNKNOWN,VIVO,FALSE
758,SP_1731,0.874,0.013,0.115,0.023,,24,0,24,0,,SP_1731,0.797,0.038,0.195,0.04,,24,0,24,0,,0.077,46,1.665,0.10262,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
1979,SP_1732,0.292,0.149,0.387,0.173,,5,3,2,0,,SP_1732,0.103,0.043,0.208,0.104,,4,3,1,0,,,,,,,serine/threonine protein kinase,UNKNOWN,ESSENTIAL,FALSE
740,SP_1733,0.403,0.049,0.22,0.078,,8,3,5,0,,SP_1733,0.188,0.039,0.197,0.07,,8,5,3,0,,0.215,14,2.053,0.05925,,putative phosphatase,UNKNOWN,CORE,FALSE
1313,SP_1734,0.893,0.075,0.274,0.042,,42,5,37,0,,SP_1734,0.895,0.063,0.251,0.038,,43,4,39,0,,-0.002,83,0.027,0.97877,,rRNA methyltransferase RsmB,TRANSCRIPTION AND TRANSLATION,NO-PHENOTYPE,FALSE
935,SP_1735,0.1,0.1,X,X,fmt,,,,,,SP_1735,0.1,0.1,X,X,fmt,,,,,,,,,,,methionyl-tRNA formyltransferase,AMINO ACID METABOLSIM,ESSENTIAL,FALSE
2396,SP_1736,0.1,0.1,X,X,,1,1,0,0,,SP_1736,0.211,0.048,0.219,0.155,,2,1,1,0,,,,,,,primosomal protein N,"DNA REPLICATION, REPAIR AND RECOMBINATION",LIKELYESSENTIAL,FALSE
311,SP_1737,0.1,0.1,X,X,,,,,,,SP_1737,0.1,0.1,X,X,,,,,,,,,,,,"putative DNA-directed RNA polymerase, omega subunit",NUCLEOTIDE METABOLSIM,LIKELYESSENTIAL,FALSE
626,SP_1738,1.001,0.007,0.082,0.041,gmk,4,0,4,0,,SP_1738,1.006,0.006,0.077,0.039,gmk,4,0,4,0,,-0.005,6,0.094,0.92844,,guanylate kinase,NUCLEOTIDE METABOLSIM,ESSENTIAL,FALSE
1604,SP_1739,0.693,0.028,0.167,0.026,,42,1,41,0,,SP_1739,0.775,0.031,0.175,0.026,,45,2,43,0,,-0.082,85,2.245,0.02737,,KH domain protein,UNKNOWN,CORE,FALSE
254,SP_1740,1.015,0.004,0.065,0.014,,22,0,22,0,,SP_1740,1.098,0.008,0.089,0.019,,22,0,22,0,,-0.084,42,3.564,0.00093,,"addiction module toxin, Txe/YoeB family",VARIOUS,NO-PHENOTYPE,FALSE
254,SP_1741,0.99,0.005,0.07,0.019,,14,0,14,0,,SP_1741,1.018,0.01,0.099,0.026,,14,0,14,0,,-0.028,26,0.862,0.39679,,"addiction module antitoxin, Axe family",VARIOUS,PHENOTYPED,FALSE
1097,SP_1742,0.98,0.007,0.084,0.016,,28,0,28,0,,SP_1742,1.041,0.004,0.066,0.012,,28,0,28,0,,-0.062,54,3.041,0.00363,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
746,SP_1743,0.989,0.005,0.069,0.015,,21,0,21,0,,SP_1743,1.065,0.008,0.089,0.019,,22,0,22,0,,-0.076,41,3.122,0.00329,,conserved hypothetical protein,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
353,SP_1744,0.958,0.006,0.075,0.016,,21,0,21,0,,SP_1744,0.989,0.005,0.071,0.015,,22,0,22,0,,-0.031,41,1.381,0.17463,,iojap-related protein,UNKNOWN,VIVO,FALSE
500,SP_1745,0.947,0.009,0.096,0.018,,30,0,30,0,,SP_1745,0.989,0.005,0.071,0.013,,30,0,30,0,,-0.042,58,1.948,0.05631,,isochorismatase family protein,VARIOUS METABOLISM AND BIOSYNTHESIS,VIVO,FALSE
593,SP_1746,0.936,0.009,0.092,0.02,,21,0,21,0,,SP_1746,0.974,0.005,0.071,0.015,,22,0,22,0,,-0.038,41,1.489,0.14408,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
629,SP_1747,0.1,0.1,X,X,nadD,,,,,,SP_1747,0.1,0.1,X,X,nadD,,,,,,,,,,,nicotinic acid mononucleotide adenylyltransferase,VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
311,SP_1748,0.928,0.004,0.066,0.027,,6,0,6,0,,SP_1748,0.961,0.007,0.081,0.033,,6,0,6,0,,-0.033,10,0.771,0.45828,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
1106,SP_1749,0.1,0.1,X,X,,,,,,,SP_1749,0.1,0.1,X,X,,,,,,,,,,,,GTP-binding protein YqeH,TRANSCRIPTION AND TRANSLATION,ESSENTIAL,FALSE
527,SP_1750,0.1,0.1,X,X,,,,,,,SP_1750,0.1,0.1,X,X,,,,,,,,,,,,conserved hypothetical protein,UNKNOWN,LIKELYESSENTIAL,FALSE
908,SP_1751,1.018,0.004,0.066,0.014,,23,0,23,0,,SP_1751,1.034,0.006,0.077,0.016,,24,0,24,0,,-0.016,45,0.791,0.43283,,"putative transporter, CorA family",TRANSPORT,PHENOTYPED,FALSE
605,SP_1752,0.977,0.009,0.094,0.018,,26,0,26,0,,SP_1752,1.052,0.011,0.103,0.02,,26,0,26,0,,-0.075,50,2.754,0.00819,,putative mechanosensitive ion channel,TRANSPORT,NO-PHENOTYPE,FALSE
1144,SP_1753,1.01,0.004,0.059,0.008,,58,0,58,0,,SP_1753,1.037,0.005,0.068,0.009,,58,0,58,0,,-0.028,114,2.343,0.02088,,"sodium/dicarboxylate symporter family protein, authentic frameshift",,NO-PHENOTYPE,FALSE
953,SP_1754,1.014,0.006,0.079,0.012,,43,0,43,0,,SP_1754,1.016,0.008,0.088,0.013,,43,0,43,0,,-0.002,84,0.136,0.8925,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
224,SP_1755,0.999,0.004,0.063,0.01,,43,0,43,0,,SP_1755,1.023,0.006,0.081,0.012,,43,0,43,0,,-0.024,84,1.52,0.13218,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
179,SP_1756,0.923,0.003,0.05,0.025,,4,0,4,0,,SP_1756,1.004,0.002,0.045,0.022,,4,0,4,0,,-0.081,6,2.422,0.05175,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
1337,SP_1757,1.017,0.005,0.069,0.009,,54,0,54,0,,SP_1757,1.049,0.01,0.101,0.014,,54,0,54,0,,-0.032,106,1.917,0.05795,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
1511,SP_1758,1.004,0.005,0.07,0.007,,91,0,91,0,,SP_1758,1.028,0.01,0.098,0.01,,90,0,90,0,,-0.024,179,1.896,0.05964,,"glycosyl transferase, group 1",UNKNOWN,NO-PHENOTYPE,FALSE
2372,SP_1759,1.004,0.005,0.068,0.005,,220,0,220,0,,SP_1759,1.042,0.008,0.088,0.006,,221,0,221,0,,-0.038,439,5.071,0,,"preprotein translocase, SecA subunit",TRANSPORT,NO-PHENOTYPE,FALSE
440,SP_1760,1.003,0.008,0.087,0.013,,42,0,42,0,,SP_1760,1.05,0.011,0.104,0.016,,42,0,42,0,,-0.048,82,2.271,0.02575,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
1535,SP_1761,1.015,0.007,0.082,0.009,,92,0,92,0,,SP_1761,1.055,0.008,0.087,0.009,,90,0,90,0,,-0.04,180,3.178,0.00174,,hypothetical protein,UNKNOWN,VIVO,FALSE
1580,SP_1762,0.997,0.006,0.076,0.008,,83,0,83,0,,SP_1762,1.048,0.007,0.082,0.009,,84,0,84,0,,-0.051,165,4.163,0.00005,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1217,SP_1763,1.008,0.004,0.065,0.007,secY,95,0,95,0,,SP_1763,1.058,0.005,0.07,0.007,secY,95,0,95,0,,-0.05,188,5.096,0,,preprotein translocase SecY family protein,TRANSPORT,NO-PHENOTYPE,FALSE
