Length,Gene,mean-19F-Gluc,var-19F-Gluc,sd-19F-Gluc,se-19F-Gluc,gene,Total-19F-Gluc,Blank-19F-Gluc,Not Blank-19F-Gluc,Blank Removed-19F-Gluc,M,locus-19F,mean.19F.Vanc,var-19F-Vanc,sd-19F-Vanc,se-19F-Vanc,Total-19F-Vanc,Blank-19F-Vanc,Not Blank-19F-Vanc,Blank Removed-19F-Vanc,Value,Df,TDIST,p-value,Significance,Common Name ,Sig
132,SPT_1886,,,,,,,,,,,SPT_1886,,,,,,,,,,,,,,mobile genetic element,FALSE
264,SPT_1887,,,,,,,,,,,SPT_1887,,,,,,,,,,,,,,mobile genetic element,FALSE
261,SPT_1888,1.008,0.004,0.065,0.012,,30,0,30,0,,SPT_1888,0.989162894,0.010176231,0.100877308,0.022556852,20,0,20,0,0.019,48,0.754,0.4544,,hypothetical protein,FALSE
552,SPT_1889,0.985,0.008,0.088,0.008,,112,0,112,0,,SPT_1889,0.980924535,0.022813644,0.151041863,0.018052956,70,1,69,0,0.004,180,0.215,0.82987,,hypothetical protein,FALSE
198,SPT_1890,0.988,0.004,0.061,0.012,,28,0,28,0,,SPT_1890,1.001368438,0.003761295,0.061329394,0.014069928,19,0,19,0,-0.013,45,0.727,0.47082,,hypothetical protein,FALSE
795,SPT_1891,0.996,0.008,0.089,0.008,,138,0,138,0,,SPT_1891,1.011976818,0.011892985,0.109054961,0.011828671,85,0,85,0,-0.016,221,1.158,0.24827,,hypothetical protein,FALSE
426,SPT_1892,0.998,0.005,0.072,0.007,,102,0,102,0,,SPT_1892,0.977951711,0.013623797,0.116721021,0.014367364,66,1,65,0,0.02,166,1.246,0.21447,,hypothetical protein,FALSE
360,SPT_1893,1.005,0.005,0.068,0.007,,97,0,97,0,,SPT_1893,1.023732909,0.010689014,0.103387687,0.01345993,59,0,59,0,-0.019,154,1.262,0.20872,,hypothetical protein,FALSE
162,SPT_1894,1.005,0.006,0.076,0.015,,25,0,25,0,,SPT_1894,1.002137503,0.005547103,0.074478879,0.019905318,14,0,14,0,0.003,37,0.108,0.91426,,"type II restriction-modification system regulatory protein, putative",FALSE
957,SPT_1895,1.017,0.005,0.071,0.007,,118,0,118,0,,SPT_1895,1.049240621,0.010858153,0.104202462,0.011723693,79,0,79,0,-0.033,195,2.435,0.01581,,autolysin (N-acetylmuramoyl-L-alanine amidase) (Mureinhydrolase) (Mucopeptide aminohydrolase) (Cell wall hydrolase),FALSE
114,SPT_1896,1.003,0.017,0.129,0.022,,34,0,34,0,,SPT_1896,1.015512047,0.010940359,0.104596173,0.022299979,22,0,22,0,-0.013,54,0.404,0.68794,,hypothetical protein,FALSE
1371,SPT_1897,0.989,0.005,0.074,0.006,,174,0,174,0,,SPT_1897,0.976056464,0.011375766,0.106657236,0.01021591,109,0,109,0,0.012,281,1.069,0.28585,,MATE efflux family protein DinF,FALSE
1167,SPT_1898,0.917,0,0,0,recA,1,0,1,0,,SPT_1898,0.9479057,0,0,0,1,0,1,0,-0.031,0,#DIV/0!,#DIV/0!,,recombinase A,FALSE
1257,SPT_1899,0.988,0.007,0.083,0.008,,121,0,121,0,,SPT_1899,0.980562041,0.01165523,0.10795939,0.012383791,76,0,76,0,0.007,195,0.482,0.63007,,"competence/damage-inducible protein CinA N- domain, putative",FALSE
1017,SPT_1900,0.535,0.206,0.454,0.114,,16,11,5,0,,SPT_1900,0.379627946,0.217327301,0.466183763,0.14742025,10,7,3,0,0.155,24,0.833,0.41322,,regulator of lytrabc operon,FALSE
519,SPT_1901,0.938,0.032,0.18,0.023,,62,2,60,0,,SPT_1901,0.73572212,0.055719132,0.236049004,0.039341501,36,4,32,0,0.202,96,4.449,0.00002,,"acetyltransferase, gnat family",FALSE
444,SPT_1902,0.66,0.048,0.218,0.029,,57,6,51,0,,SPT_1902,0.530608863,0.05590011,0.236432041,0.03940534,36,5,31,0,0.129,91,2.641,0.00972,,hypothetical protein,FALSE
621,SPT_1903,0.899,0.009,0.097,0.01,,99,0,99,0,,SPT_1903,0.955530356,0.033754483,0.183723931,0.022965491,64,0,64,0,-0.056,161,2.258,0.02526,,"lipoprotein, putative",FALSE
864,SPT_1904,0.996,0.006,0.076,0.005,,229,0,229,0,,SPT_1904,0.958136365,0.012000585,0.109547183,0.009128932,144,0,144,0,0.038,371,3.649,0.0003,,"transcriptional regulator PlcR, putative",FALSE
171,SPT_1905,0.995,0.005,0.068,0.013,,26,0,26,0,,SPT_1905,0.988101664,0.006282266,0.079260745,0.020465036,15,0,15,0,0.007,39,0.269,0.78921,,hypothetical protein,FALSE
120,SPT_1906,0.976,0.004,0.066,0.033,,4,0,4,0,,SPT_1906,,,,,,,,,0.976,2,#DIV/0!,#DIV/0!,,hypothetical protein,FALSE
315,SPT_1907,1,0.004,0.066,0.011,,36,0,36,0,M,SPT_1907,1.012360142,0.012429697,0.11148855,0.02229771,25,0,25,0,-0.013,59,0.51,0.61196,,conjugative transposon protein,FALSE
384,SPT_1908,0.987,0.006,0.078,0.009,,68,0,68,0,M,SPT_1908,0.985012887,0.011115098,0.105428164,0.015217245,48,0,48,0,0.002,114,0.103,0.91784,,conjugative transposon protein,FALSE
1386,SPT_1909,0.998,0.006,0.079,0.005,,249,0,249,0,,SPT_1909,0.993168525,0.010225185,0.101119656,0.007896119,164,0,164,0,0.005,411,0.567,0.57082,,putative otitis media-associated H10,FALSE
1206,SPT_1910,0.994,0.006,0.078,0.006,,177,0,177,0,,SPT_1910,0.982429771,0.012846184,0.113341007,0.010906243,108,0,108,0,0.011,283,0.914,0.36139,,"transcriptional regulator, Cro/CI family",FALSE
222,SPT_1911,0.989,0.005,0.067,0.01,,49,0,49,0,,SPT_1911,0.980894235,0.008726796,0.093417319,0.016020938,34,0,34,0,0.008,81,0.435,0.66437,,hypothetical protein,FALSE
498,SPT_1912,0.998,0.007,0.084,0.009,,95,0,95,0,M,SPT_1912,0.987416097,0.013057067,0.114267522,0.013856972,68,0,68,0,0.01,161,0.635,0.5266,,conjugative transposon protein,FALSE
507,SPT_1913,0.991,0.007,0.082,0.009,,76,0,76,0,M,SPT_1913,0.976132144,0.00831006,0.091159533,0.01302279,49,0,49,0,0.015,123,0.905,0.3671,,conjugative transposon membrane protein,FALSE
2448,SPT_1914,1,0.006,0.079,0.004,,460,0,460,0,M,SPT_1914,0.99485802,0.010574227,0.10283106,0.005956843,298,0,298,0,0.006,756,0.796,0.42623,,conjugative transposon protein,FALSE
2178,SPT_1915,1.001,0.006,0.077,0.004,,365,0,365,0,,SPT_1915,1.019016648,0.011203634,0.105847219,0.007056481,225,0,225,0,-0.018,588,2.202,0.02807,,conjugative transposon membrane protein,FALSE
1002,SPT_1916,1.008,0.005,0.071,0.005,,193,0,193,0,,SPT_1916,1.035364645,0.008635479,0.092927277,0.00827862,126,0,126,0,-0.028,317,2.854,0.0046,,NLP/P60 family protein,FALSE
933,SPT_1917,0.999,0.005,0.074,0.005,,207,0,207,0,M,SPT_1917,1.006730263,0.008015406,0.089528801,0.007852195,130,0,130,0,-0.008,335,0.839,0.40219,,conjugative transposon protein,FALSE
87,SPT_1918,1.008,0.004,0.061,0.013,,21,0,21,0,,SPT_1918,0.985747093,0.027130044,0.164712004,0.044021135,14,0,14,0,0.022,33,0.487,0.62929,,tetracycline resistance determinant leader peptide,FALSE
1920,SPT_1919,0.99,0.007,0.084,0.004,,422,0,422,0,,SPT_1919,0.996570491,0.012469903,0.11166872,0.006758498,273,0,273,0,-0.006,693,0.781,0.43522,,tetracycline resistance protein,FALSE
561,SPT_1921,0.993,0.005,0.072,0.006,,125,0,125,0,,SPT_1921,0.993242005,0.010376277,0.101864013,0.011608482,77,0,77,0,0,200,0.015,0.98841,,pseudo,FALSE
336,SPT_1922,0.997,0.018,0.135,0.016,,71,0,71,0,,SPT_1922,1.016206971,0.016114358,0.12694234,0.018516443,47,0,47,0,-0.019,116,0.775,0.4398,,hypothetical protein,FALSE
312,SPT_1923,1.001,0.005,0.068,0.008,,66,0,66,0,,SPT_1923,0.985547633,0.006147994,0.078409143,0.012397574,40,0,40,0,0.015,104,1.034,0.30336,,hypothetical protein,FALSE
300,SPT_1924,1.009,0.006,0.074,0.008,,83,0,83,0,,SPT_1924,0.995897179,0.009037035,0.09506332,0.013057951,53,0,53,0,0.013,134,0.872,0.38485,,hypothetical protein,FALSE
1464,SPT_1925,0.989,0.008,0.088,0.005,,278,0,278,0,,SPT_1925,0.986170256,0.013946644,0.118095908,0.009057543,170,0,170,0,0.003,446,0.249,0.80385,,Mel protein,FALSE
1218,SPT_1926,0.99,0.005,0.074,0.004,,304,0,304,0,,SPT_1926,0.986821435,0.009978775,0.099893817,0.007171958,194,0,194,0,0.003,496,0.394,0.69365,,macrolide-efflux protein,FALSE
171,SPT_1927,0.995,0.008,0.088,0.016,,32,0,32,0,,SPT_1927,1.000910905,0.008665708,0.093089786,0.021941473,18,0,18,0,-0.006,48,0.208,0.83634,,hypothetical protein,FALSE
354,SPT_1928,1.006,0.007,0.084,0.01,,65,0,65,0,,SPT_1928,1.020098542,0.012865809,0.113427549,0.017502251,42,0,42,0,-0.014,105,0.683,0.49635,,"transcriptional regulator, putative",FALSE
423,SPT_1929,0.935,0.02,0.141,0.019,,55,1,54,0,,SPT_1929,0.902371414,0.026993249,0.164296224,0.026308451,39,0,39,0,0.033,92,1.002,0.31886,,"sigma-70, region 4 family",FALSE
204,SPT_1930,0.976,0.01,0.098,0.02,,24,0,24,0,,SPT_1930,1.003339574,0.014779245,0.121569918,0.028654304,18,0,18,0,-0.028,40,0.797,0.43033,,hypothetical protein,FALSE
1218,SPT_1931,0.996,0.006,0.078,0.005,,239,0,239,0,M,SPT_1931,1.018754359,0.008223631,0.090684239,0.007307544,154,0,154,0,-0.023,391,2.546,0.01128,,transposase from transposon (Integrase),FALSE
141,SPT_1932,0.973,0.014,0.117,0.044,,7,0,7,0,,SPT_1932,0.997534703,0.00658994,0.081178447,0.046868398,3,0,3,0,-0.024,8,0.375,0.71719,,hypothetical protein,FALSE
2016,SPT_1933,1.007,0.01,0.099,0.005,,350,0,350,0,,SPT_1933,0.99806764,0.017776819,0.133329739,0.008948506,222,0,222,0,0.009,570,0.88,0.37935,,bacteriocin-associated integral membrane protein,FALSE
633,SPT_1934,0.993,0.007,0.085,0.009,,83,0,83,0,,SPT_1934,0.980442548,0.010817436,0.104006905,0.014024288,55,0,55,0,0.013,136,0.763,0.44698,,"ABC transporter, ATP-binding protein",FALSE
162,SPT_1935,0.987,0.006,0.08,0.014,,35,0,35,0,,SPT_1935,0.984251547,0.009712151,0.098550249,0.023228516,18,0,18,0,0.003,51,0.095,0.92469,,hypothetical protein,FALSE
414,SPT_1936,1.011,0.005,0.068,0.011,ndk,36,0,36,0,,SPT_1936,1.024553342,0.008816765,0.093897629,0.01841484,26,0,26,0,-0.014,60,0.642,0.5233,,nucleoside diphosphate kinase (NDK) (NDP kinase)(Abnormal wing disks protein) (Killer of prune protein),FALSE
3678,SPT_1937,0.914,0.013,0.114,0.027,rpoC,18,0,18,0,,SPT_1937,0.637774188,0.045902245,0.214248092,0.06459823,11,1,10,0,0.276,27,3.947,0.00051,,DNA-directed RNA polymerase subunit beta',FALSE
3612,SPT_1938,0.9,0,0.006,0.004,rpoB,2,0,2,0,,SPT_1938,1.122519754,0,0,0,1,0,1,0,-0.223,1,54.1,0.01177,,"DNA-directed RNA polymerase, beta subunit",FALSE
117,SPT_1939,0.89,0.018,0.133,0.054,,6,0,6,0,,SPT_1939,0.767606962,0.137506941,0.370819284,0.165835425,5,0,5,0,0.122,9,0.699,0.5023,,hypothetical protein,FALSE
,SPT_1940,,,,,,,,,,,SPT_1940,,,,,,,,,,,,,,,FALSE
120,SPT_1941,0.995,0.011,0.104,0.026,,16,0,16,0,,SPT_1941,1.150406601,0.031232283,0.176726577,0.058908859,9,0,9,0,-0.156,23,2.422,0.02371,,hypothetical protein,FALSE
1332,SPT_1942,0.993,0.008,0.088,0.007,,174,0,174,0,,SPT_1942,1.07848408,0.030176625,0.173714206,0.016488223,111,1,110,0,-0.085,283,4.792,0,,CBS domain protein,FALSE
825,SPT_1943,1.014,0.006,0.075,0.008,,86,0,86,0,,SPT_1943,1.20636354,0.05339449,0.231072478,0.030606297,57,0,57,0,-0.192,141,6.063,0,,DNA-entry nuclease,FALSE
189,SPT_1944,1.026,0.006,0.076,0.012,,37,0,37,0,,SPT_1944,1.226038417,0.018484971,0.135959445,0.028349504,23,0,23,0,-0.2,58,6.456,0,,hypothetical protein,FALSE
1284,SPT_1945,1.04,0.005,0.072,0.006,murA,143,0,143,0,,SPT_1945,1.258096802,0.017867178,0.133668163,0.013935869,92,0,92,0,-0.218,233,14.374,0,,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,FALSE
132,SPT_1946,1.006,0.008,0.09,0.014,,41,0,41,0,,SPT_1946,1.238428749,0.029365423,0.171363423,0.034272685,25,0,25,0,-0.232,64,6.272,0,,hypothetical protein,FALSE
1038,SPT_1947,1.016,0.007,0.085,0.007,,159,0,159,0,,SPT_1947,1.242867015,0.011868352,0.108941964,0.010434748,109,0,109,0,-0.227,266,18.269,0,,ATP-dependent protease La,FALSE
489,SPT_1948,,,,,coaD,,,,,,SPT_1948,,,,,,,,,,,,,,phosphopantetheine adenylyltransferase,FALSE
540,SPT_1949,0.825,0.005,0.073,0.037,rsmD,4,0,4,0,,SPT_1949,0.930176305,0.003369768,0.058049699,0.041047336,2,0,2,0,-0.106,4,1.919,0.12738,,"RNA methyltransferase, RsmD family",FALSE
993,SPT_1950,0.996,0.005,0.073,0.007,asnA,115,0,115,0,,SPT_1950,1.034179269,0.050965453,0.225755295,0.026982919,70,0,70,0,-0.038,183,1.377,0.17027,,aspartate--ammonia ligase,FALSE
132,SPT_1951,1.035,0.024,0.154,0.033,,22,0,22,0,,SPT_1951,1.086530097,0.020328704,0.142578765,0.036813679,15,0,15,0,-0.051,35,1.035,0.30787,,hypothetical protein,FALSE
684,SPT_1952,1,0.007,0.086,0.008,,111,0,111,0,,SPT_1952,1.001900454,0.012507758,0.111838089,0.013180245,72,0,72,0,-0.002,181,0.138,0.89073,,membrane protein,FALSE
741,SPT_1953,0.973,0.007,0.083,0.008,,103,0,103,0,,SPT_1953,1.007524199,0.009229865,0.096072187,0.012507533,59,0,59,0,-0.035,160,2.331,0.02102,,SpoU rRNA Methylase family protein,FALSE
279,SPT_1954,1.012,0.007,0.085,0.016,,29,0,29,0,,SPT_1954,1.021658601,0.002606953,0.051058325,0.012034563,18,0,18,0,-0.01,45,0.486,0.62934,,acylphosphatase,FALSE
927,SPT_1955,0.91,0.008,0.09,0.04,,5,0,5,0,,SPT_1955,1.024957983,0.001320747,0.036342083,0.020982112,3,0,3,0,-0.115,6,2.518,0.04543,,membrane protein OxaA 2,FALSE
795,SPT_1956,1.029,0.008,0.092,0.011,pflA,69,0,69,0,,SPT_1956,1.06822314,0.016018937,0.12656594,0.01866113,46,0,46,0,-0.039,113,1.816,0.07198,,pyruvate formate-lyase 1-activating enzyme,FALSE
1251,SPT_1957,1.013,0.007,0.086,0.006,,199,0,199,0,,SPT_1957,1.039287496,0.013514841,0.116253348,0.01061243,120,0,120,0,-0.027,317,2.184,0.02969,,diaminopimelate decarboxylase,FALSE
828,SPT_1958,1.019,0.011,0.105,0.009,purR,128,1,127,0,,SPT_1958,1.074536199,0.011696859,0.108152017,0.011662332,86,0,86,0,-0.055,212,3.694,0.00028,,pur operon repressor,FALSE
942,SPT_1959,0.917,0.007,0.085,0.008,,117,0,117,0,,SPT_1959,0.806378891,0.018641763,0.136534841,0.015459527,78,0,78,0,0.111,193,6.393,0,,3'-5' exoribonuclease YhaM,FALSE
1257,SPT_1960,0.934,0.013,0.113,0.012,,95,1,94,0,,SPT_1960,0.876923819,0.024663006,0.157044599,0.019330854,66,1,65,0,0.057,159,2.524,0.01258,,competence-induced protein Ccs50,FALSE
663,SPT_1961,0.991,0.008,0.089,0.009,,98,0,98,0,,SPT_1961,1.018845413,0.013111191,0.114504111,0.014313014,64,0,64,0,-0.028,160,1.662,0.09852,,thiamine pyrophosphokinase,FALSE
657,SPT_1962,0.508,0.09,0.301,0.069,rpe,19,5,14,0,,SPT_1962,0.293880599,0.160276293,0.400345218,0.10699676,14,8,6,0,0.214,31,1.679,0.10323,,ribulose-phosphate 3-epimerase,FALSE
879,SPT_1963,0.71,0.026,0.16,0.025,rsgA,42,1,41,0,,SPT_1963,0.735502535,0.027631756,0.166228025,0.033931153,24,0,24,0,-0.026,64,0.613,0.54188,,ribosome small subunit-dependent GTPase A,FALSE
873,SPT_1964,0.963,0.016,0.125,0.018,ksgA,47,0,47,0,,SPT_1964,0.930139244,0.042805788,0.206895598,0.038419548,29,1,28,0,0.033,74,0.773,0.44185,,dimethyladenosine transferase,FALSE
117,SPT_1965,,,,,,,,,,,SPT_1965,,,,,,,,,,,,,,hypothetical protein,FALSE
159,SPT_1966,0.972,0.006,0.078,0.016,,24,0,24,0,,SPT_1966,1.020337912,0.010455616,0.102252708,0.024799924,17,0,17,0,-0.049,39,1.648,0.10742,,hypothetical protein,FALSE
642,SPT_1967,0.996,0.006,0.077,0.01,,60,0,60,0,,SPT_1967,0.977247779,0.018897644,0.137468702,0.022300368,38,0,38,0,0.019,96,0.779,0.43771,,"ABC transporter, ATP-binding protein",FALSE
2031,SPT_1968,0.988,0.007,0.084,0.005,,308,0,308,0,,SPT_1968,1.013251207,0.010866395,0.104242002,0.007371023,200,0,200,0,-0.026,506,2.93,0.00355,,"immunity protein, putative",FALSE
900,SPT_1969,0.999,0.006,0.077,0.005,,203,0,203,0,,SPT_1969,1.015580601,0.007238884,0.085081629,0.007549774,127,0,127,0,-0.016,328,1.771,0.07753,,"transcriptional regulator PlcR, putative",FALSE
561,SPT_1970,0.973,0.006,0.075,0.034,,5,0,5,0,,SPT_1970,0.889067159,0.000778891,0.02790861,0.016113044,3,0,3,0,0.084,6,2.252,0.06531,,putative primase homolog,FALSE
774,SPT_1971,0.98,0.009,0.094,0.01,,84,0,84,0,,SPT_1971,0.992909477,0.017620003,0.132740358,0.017738177,56,0,56,0,-0.012,138,0.607,0.54473,,putative deoxyribonuclease YcfH,FALSE
1005,SPT_1972,0.997,0.006,0.08,0.007,,137,0,137,0,,SPT_1972,1.007706937,0.01173948,0.108348881,0.011616219,87,0,87,0,-0.011,222,0.781,0.43581,,cell wall surface anchor family protein,FALSE
135,SPT_1973,0.803,0.005,0.068,0.024,rpmH,8,0,8,0,,SPT_1973,0.382927377,0.006857468,0.08280983,0.033806971,6,0,6,0,0.42,12,10.144,0,,ribosomal protein L34,FALSE
1215,SPT_1974,0.204,0.118,0.343,0.064,,29,23,6,0,,SPT_1974,0.090370108,0.034334741,0.18529636,0.041433526,20,17,3,0,0.114,47,1.501,0.13993,,aspartate aminotransferase,FALSE
258,SPT_1975,0.995,0.009,0.096,0.014,,49,0,49,0,,SPT_1975,1.016542491,0.013738444,0.117211108,0.020720192,32,0,32,0,-0.022,79,0.868,0.38787,,hypothetical protein,FALSE
453,SPT_1976,1.027,0.007,0.082,0.013,,41,0,41,0,,SPT_1976,1.032877101,0.013386694,0.115700881,0.02269081,26,1,25,0,-0.006,65,0.239,0.81207,,universal stress protein family,FALSE
1389,SPT_1977,1.025,0.013,0.115,0.01,,137,0,137,0,,SPT_1977,1.038981777,0.018061192,0.134391933,0.014408328,87,0,87,0,-0.014,222,0.775,0.43938,,Cof family protein,FALSE
963,SPT_1978,0.944,0.009,0.092,0.009,,112,0,112,0,,SPT_1978,0.878671941,0.016149243,0.127079672,0.015525253,67,0,67,0,0.065,177,3.659,0.00033,,"L-asparaginase, putative",FALSE
249,SPT_1979,,,,,,,,,,,SPT_1979,,,,,,,,,,,,,,chlorohydrolase,FALSE
1011,SPT_1980,1.093,0.006,0.075,0.053,ccpA,2,0,2,0,,SPT_1980,0.904954854,1.23E-32,1.11E-16,1.11E-16,1,0,1,0,0.188,1,3.556,0.17454,,catabolite control protein A,FALSE
600,SPT_1981,1.004,0.008,0.088,0.011,,68,0,68,0,,SPT_1981,1.004296178,0.009256137,0.096208819,0.014845343,42,0,42,0,0,108,0.003,0.99768,,DNA-binding response regulator,FALSE
1098,SPT_1982,0.992,0.012,0.112,0.008,,197,0,197,0,,SPT_1982,0.983748624,0.016327793,0.127780252,0.011616387,121,0,121,0,0.009,316,0.619,0.53636,,histidine kinase,FALSE
768,SPT_1983,1.013,0.005,0.072,0.006,,131,0,131,0,,SPT_1983,1.000657056,0.007779067,0.088199022,0.0096811,83,0,83,0,0.013,212,1.108,0.26911,,"ABC-type multidrug transport system, permease component",FALSE
885,SPT_1984,1.013,0.005,0.072,0.007,,116,0,116,0,,SPT_1984,1.033553076,0.008164662,0.09035852,0.010433703,75,0,75,0,-0.021,189,1.685,0.09366,,"ABC transporter, ATP-binding protein",FALSE
195,SPT_1985,0.952,0.001,0.029,0.013,,5,0,5,0,,SPT_1985,1.03297959,0.00210401,0.045869487,0.026482761,3,0,3,0,-0.081,6,2.748,0.03336,,hypothetical protein,FALSE
207,SPT_1986,1.057,0.002,0.045,0.018,,6,0,6,0,,SPT_1986,1.087193544,0.007896854,0.088864247,0.044432123,4,0,4,0,-0.03,8,0.626,0.54846,,hypothetical protein,FALSE
1347,SPT_1987,,,,,,,,,M,,SPT_1987,,,,,,,,M,,,,,,Spn1 transposase,FALSE
,SPT_1988,,,,,,,,,,,SPT_1988,,,,,,,,,,,,,,,FALSE
,SPT_1989,,,,,,,,,,,SPT_1989,,,,,,,,,,,,,,,FALSE
,SPT_1990,,,,,,,,,,,SPT_1990,,,,,,,,,,,,,,,FALSE
,SPT_1991,,,,,,,,,,,SPT_1991,,,,,,,,,,,,,,,FALSE
,SPT_1992,,,,,,,,,,,SPT_1992,,,,,,,,,,,,,,,FALSE
,SPT_1993,,,,,,,,,,,SPT_1993,,,,,,,,,,,,,,,FALSE
,SPT_1994,,,,,,,,,,,SPT_1994,,,,,,,,,,,,,,,FALSE
,SPT_1995,,,,,,,,,,,SPT_1995,,,,,,,,,,,,,,,FALSE
,SPT_1996,,,,,rrf,,,,,,SPT_1996,,,,,,,,,,,,,,,FALSE
,SPT_1997,,,,,rrl3,,,,,,SPT_1997,,,,,,,,,,,,,,,FALSE
,SPT_1999,,,,,,,,,,,SPT_1999,,,,,,,,,,,,,,,FALSE
,SPT_2000,,,,,rrs3,,,,,,SPT_2000,,,,,,,,,,,,,,,FALSE
,SPT_2001,,,,,,,,,,,SPT_2001,,,,,,,,,,,,,,,FALSE
480,SPT_2002,,,,,,,,,,,SPT_2002,,,,,,,,,,,,,,competence-specific global transcription modulator,FALSE
537,SPT_2003,1.006,0.012,0.111,0.039,nusG,8,0,8,0,,SPT_2003,0.916713309,0.133575925,0.365480403,0.163447805,5,0,5,0,0.089,11,0.529,0.60753,,transcription termination/antitermination factor NusG,FALSE
177,SPT_2004,,,,,secE,,,,,,SPT_2004,,,,,,,,,,,,,,"preprotein translocase, SecE subunit",FALSE
153,SPT_2005,,,,,rpmG,,,,,,SPT_2005,,,,,,,,,,,,,,ribosomal protein L33,FALSE
2196,SPT_2006,0.996,0.008,0.089,0.005,,340,0,340,0,,SPT_2006,0.977381566,0.018806106,0.137135355,0.00937438,214,0,214,0,0.019,552,1.778,0.07592,,penicillin-binding protein 2A,FALSE
837,SPT_2007,0.997,0.01,0.1,0.01,,95,0,95,0,,SPT_2007,0.942646954,0.012685332,0.112629177,0.01430392,62,0,62,0,0.054,155,3.068,0.00255,,"ribosomal large subunit pseudouridine synthase, RluD subfamily",FALSE
1008,SPT_2008,0.94,0.003,0.051,0.036,gap,2,0,2,0,,SPT_2008,0.921550428,0.000483578,0.021990403,0.015549563,2,0,2,0,0.019,2,0.479,0.67918,,"glyceraldehyde-3-phosphate dehydrogenase, type I",FALSE
963,SPT_2009,1.008,0.005,0.07,0.006,,157,0,157,0,,SPT_2009,1.009004346,0.007380483,0.085909737,0.009158009,88,0,88,0,-0.001,243,0.047,0.9622,,"efflux ABC transporter, permease protein",FALSE
129,SPT_2010,1.043,0.008,0.09,0.022,,17,0,17,0,,SPT_2010,1.040365015,0.019913057,0.141113631,0.040735997,12,0,12,0,0.003,27,0.065,0.94852,,hypothetical protein,FALSE
249,SPT_2011,,,,,,,,,,,SPT_2011,,,,,,,,,,,,,,hypothetical protein,FALSE
330,SPT_2012,,,,,,,,,M,,SPT_2012,,,,,,,,M,,,,,,transposase,FALSE
873,SPT_2013,0.985,0.01,0.099,0.011,nadC,76,1,75,0,,SPT_2013,0.993259073,0.012422073,0.111454354,0.015606731,51,0,51,0,-0.008,125,0.412,0.68085,,nicotinate-nucleotide diphosphorylase (carboxylating),FALSE
1311,SPT_2014,1.002,0.009,0.096,0.008,,161,0,161,0,,SPT_2014,0.998156233,0.011320572,0.106398174,0.010383399,105,0,105,0,0.003,264,0.267,0.78982,,membrane protein,FALSE
132,SPT_2015,0.973,0.009,0.094,0.013,,50,0,50,0,,SPT_2015,0.991229268,0.022297062,0.149322008,0.025993625,33,0,33,0,-0.019,81,0.639,0.52459,,hypothetical protein,FALSE
729,SPT_2016,0.96,0.006,0.075,0.007,,111,0,111,0,,SPT_2016,0.938598154,0.015094211,0.122858499,0.014580621,71,0,71,0,0.021,180,1.313,0.19069,,GntR family transcriptional regulator,FALSE
1410,SPT_2017,0.989,0.006,0.08,0.006,,210,0,210,0,,SPT_2017,0.980144455,0.012346407,0.111114385,0.009783076,129,0,129,0,0.009,337,0.783,0.43436,,glycosy hydrolase family protein,FALSE
1296,SPT_2018,0.998,0.006,0.074,0.004,,315,0,315,0,,SPT_2018,0.98922555,0.008560897,0.092525116,0.006510044,202,0,202,0,0.009,515,1.124,0.26134,,"phosphotransferase system system, cellobiose-specific IIC component",FALSE
309,SPT_2019,0.982,0.008,0.09,0.014,,44,0,44,0,,SPT_2019,0.99351121,0.014637058,0.120983709,0.022088502,30,0,30,0,-0.012,72,0.452,0.65241,,lichenan-specific phosphotransferase enzyme iib component (pts system lichenan-specific eiib component) (eiib-lic),FALSE
309,SPT_2020,0.997,0.006,0.077,0.01,,63,0,63,0,,SPT_2020,0.989137509,0.007602578,0.087192764,0.013786387,40,0,40,0,0.008,101,0.459,0.64715,,"PTS system, IIA component",FALSE
2652,SPT_2021,0.992,0.007,0.081,0.005,,295,0,295,0,,SPT_2021,0.918264446,0.012321338,0.111001523,0.007990064,193,0,193,0,0.074,486,7.962,0,,aldehyde-alcohol dehydrogenase 2,FALSE
411,SPT_2022,1.005,0.007,0.083,0.01,,64,0,64,0,,SPT_2022,0.796510021,0.024610527,0.156877426,0.02579049,37,0,37,0,0.209,99,7.505,0,,morn motif family protein,FALSE
429,SPT_2023,1.005,0.009,0.093,0.011,,68,0,68,0,,SPT_2023,0.960261273,0.016605379,0.128861859,0.019883816,42,0,42,0,0.045,108,1.977,0.05059,,phosphotyrosine protein phosphatase,FALSE
300,SPT_2024,1.009,0.011,0.104,0.013,yajC,64,0,64,0,,SPT_2024,0.984212223,0.014051614,0.118539503,0.018742741,40,0,40,0,0.025,102,1.087,0.27944,,preprotein translocase subunit YajC,FALSE
1977,SPT_2025,0.746,0.017,0.13,0.011,tkt2,152,2,150,0,,SPT_2025,0.416455666,0.056418969,0.237526775,0.023752678,100,8,92,0,0.33,250,12.687,0,,transketolase,FALSE
1092,SPT_2026,0.992,0.008,0.088,0.006,,185,0,185,0,,SPT_2026,1.009107975,0.016227228,0.127386139,0.011776853,117,0,117,0,-0.017,300,1.303,0.19363,,probable L-ascorbate-6-phosphate lactonase UlaG (L-ascorbate utilization protein G),FALSE
