Pos size,Gene,mean-2394-Gluc,var-2394-Gluc,sd-2394-Gluc,se-2394-Gluc,gene,Total-2394-Gluc,Blank-2394-Gluc,Not Blank-2394-Gluc,Blank Removed-2394-Gluc,M,locus-2394,mean.2394.Levo,var-2394-Levo,sd-2394-Levo,se-2394-Levo,gene,Total-2394-Levo,Blank-2394-Levo,Not Blank-2394-Levo,Blank Removed-2394-Levo,M,Value,Df,TDIST,p-value,Significance,Common Name,TIMS-CATEGORY,What to do/What they are,Sig
449,SP_1920,0.981,0.008,0.091,0.026,,12,0,12,0,,SP_1920,1.12,0.014,0.119,0.034,,12,0,12,0,,-0.139,22,3.22,0.00394,,"transcriptional regulator, MarR family",REGULATOR,NO-PHENOTYPE,FALSE
95,SP_1921,1.028,0.002,0.04,0.028,,2,0,2,0,,SP_1921,1.028,0.003,0.055,0.039,,2,0,2,0,,0,2,0.004,0.99703,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
716,SP_1922,0.968,0.005,0.068,0.023,,9,0,9,0,,SP_1922,0.96,0.001,0.033,0.011,,9,0,9,0,,0.007,16,0.292,0.77405,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
1415,SP_1923,1.012,0.004,0.063,0.01,,39,0,39,0,,SP_1923,1.034,0.011,0.106,0.017,,40,0,40,0,,-0.023,77,1.165,0.24755,,pneumolysin,VARIOUS,VIVO,FALSE
410,SP_1924,0.988,0.005,0.068,0.014,,23,0,23,0,,SP_1924,1.05,0.006,0.08,0.016,,24,0,24,0,,-0.062,45,2.864,0.00634,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
608,SP_1925,1.01,0.005,0.07,0.017,,16,0,16,0,,SP_1925,1.014,0.001,0.033,0.008,,16,0,16,0,,-0.003,30,0.171,0.86521,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
476,SP_1926,0.994,0.003,0.051,0.014,,14,0,14,0,,SP_1926,1.071,0.013,0.114,0.03,,14,0,14,0,,-0.077,26,2.303,0.02951,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
389,SP_1927,0.1,0.1,X,X,,,,,,,SP_1927,0.1,0.1,X,X,,,,,,,,,,,,"IS1381, transposase OrfA",,REMOVE,FALSE
389,SP_1928,0.1,0.1,X,X,,,,,,,SP_1928,0.1,0.1,X,X,,,,,,,,,,,,"IS1381, transposase OrfB",,REMOVE,FALSE
98,SP_1929,0.1,0.1,X,X,,,,,,,SP_1929,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
260,SP_1930,1.03,0.002,0.045,0.023,,4,0,4,0,,SP_1930,0.982,0,0.019,0.01,,4,0,4,0,,0.048,6,1.976,0.09556,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
554,SP_1931,0.988,0.004,0.064,0.011,,36,0,36,0,,SP_1931,1.012,0.004,0.061,0.01,,36,0,36,0,,-0.024,70,1.667,0.09996,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
98,SP_1932,0.1,0.1,X,X,,,,,,,SP_1932,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
794,SP_1933,0.999,0.008,0.092,0.013,,48,0,48,0,,SP_1933,1.031,0.016,0.126,0.018,,48,0,48,0,,-0.032,94,1.435,0.15455,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
425,SP_1934,1.008,0.004,0.062,0.01,,42,0,42,0,,SP_1934,1.063,0.02,0.14,0.021,,43,0,43,0,,-0.056,83,2.377,0.01977,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
359,SP_1935,1.018,0.004,0.062,0.014,,20,0,20,0,,SP_1935,0.913,0.018,0.134,0.029,,21,0,21,0,,0.105,39,3.262,0.00231,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
161,SP_1936,1.002,0.008,0.087,0.039,,5,0,5,0,,SP_1936,0.767,0.007,0.084,0.038,,5,0,5,0,,0.235,8,4.35,0.00245,,putative type II restriction-modification system regulatory protein,REGULATOR,PHENOTYPED,FALSE
956,SP_1937,1.051,0.005,0.068,0.013,,27,0,27,0,,SP_1937,0.969,0.02,0.141,0.028,,25,0,25,0,,0.082,50,2.637,0.01112,,autolysin,CELL WALL METABOLISM,PHENOTYPED,FALSE
113,SP_1938,0.937,0.01,0.099,0.022,,20,0,20,0,,SP_1938,0.937,0.008,0.088,0.02,,20,0,20,0,,0,38,0.004,0.99693,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
1370,SP_1939,0.957,0.005,0.069,0.01,,48,0,48,0,,SP_1939,0.89,0.04,0.2,0.028,,50,0,50,0,,0.067,96,2.249,0.02677,,MATE efflux family protein DinF,TRANSPORT,PHENOTYPED,FALSE
1166,SP_1940,0.988,0.011,0.103,0.06,recA,3,0,3,0,,SP_1940,0.583,0.011,0.107,0.062,recA,3,0,3,0,,0.405,4,4.725,0.00914,,recA protein,"DNA REPLICATION, REPAIR AND RECOMBINATION",ESSENTIAL,FALSE
1256,SP_1941,0.992,0.008,0.089,0.014,,39,0,39,0,,SP_1941,1.008,0.032,0.18,0.029,,39,0,39,0,,-0.016,76,0.487,0.62772,,competence/damage-inducible protein CinA,VARIOUS,NO-PHENOTYPE,FALSE
1016,SP_1942,0.1,0.1,X,X,,,,,,,SP_1942,0.1,0.1,X,X,,,,,,,,,,,,putative transcriptional regulator,REGULATOR,CORE,FALSE
518,SP_1943,0.969,0.007,0.083,0.022,,15,0,15,0,,SP_1943,0.947,0.026,0.161,0.04,,16,1,15,0,,0.022,29,0.483,0.63281,,"acetyltransferase, GNAT family",VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
443,SP_1944,0.1,0.1,X,X,,1,1,0,0,,SP_1944,0.299,0.053,0.23,0.133,,3,1,2,0,,,,,,,conserved hypothetical protein TIGR00150,UNKNOWN,CORE,FALSE
620,SP_1945,0.984,0.007,0.081,0.012,,44,0,44,0,,SP_1945,1.005,0.004,0.066,0.01,,44,0,44,0,,-0.021,86,1.334,0.1857,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
863,SP_1946,0.987,0.004,0.062,0.008,,55,0,55,0,,SP_1946,1.051,0.009,0.093,0.012,,59,0,59,0,,-0.064,112,4.311,0.00004,,putative transcriptional regulator PlcR,REGULATOR,VIVO,FALSE
170,SP_1947,1.018,0.003,0.051,0.018,,8,0,8,0,,SP_1947,1.007,0.002,0.049,0.017,,8,0,8,0,,0.011,14,0.451,0.659,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
224,SP_1948,0.993,0.009,0.096,0.026,,14,0,14,0,,SP_1948,1.166,0.03,0.174,0.046,,14,0,14,0,,-0.174,26,3.271,0.00302,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
188,SP_1949,1.002,0.004,0.062,0.017,,14,0,14,0,,SP_1949,1.025,0.019,0.137,0.037,,14,0,14,0,,-0.023,26,0.575,0.57056,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
2990,SP_1950,1.009,0.006,0.08,0.005,,225,0,225,0,,SP_1950,1.026,0.009,0.097,0.006,,226,0,226,0,,-0.017,449,2.043,0.04163,,putative bacteriocin formation protein,CELL WALL METABOLISM,NO-PHENOTYPE,FALSE
704,SP_1951,1.006,0.007,0.085,0.011,,64,0,64,0,,SP_1951,1.042,0.011,0.103,0.013,,65,0,65,0,,-0.036,127,2.179,0.03115,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
929,SP_1952,1.007,0.006,0.078,0.008,,90,0,90,0,,SP_1952,1.062,0.009,0.097,0.01,,89,0,89,0,,-0.056,177,4.234,0.00004,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
2096,SP_1953,1.01,0.008,0.091,0.005,,309,0,309,0,,SP_1953,1.048,0.013,0.113,0.006,,315,0,315,0,,-0.038,622,4.645,0,,"toxin secretion ABC transporter, permease/ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
1403,SP_1954,1.03,0.005,0.072,0.007,,99,0,99,0,,SP_1954,1.014,0.005,0.074,0.007,,99,0,99,0,,0.016,196,1.549,0.12294,,"serine protease, subtilase family",UNKNOWN,NO-PHENOTYPE,FALSE
311,SP_1955,1.033,0.005,0.069,0.012,,34,0,34,0,,SP_1955,1.086,0.015,0.123,0.021,,33,0,33,0,,-0.053,65,2.172,0.03354,,hypothetical protein,UNKNOWN,VIVO,FALSE
767,SP_1956,1.016,0.007,0.083,0.012,,51,0,51,0,,SP_1956,1.051,0.015,0.122,0.017,,51,0,51,0,,-0.035,100,1.711,0.09022,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
632,SP_1957,0.958,0.008,0.088,0.028,,10,0,10,0,,SP_1957,1.006,0.009,0.094,0.028,,11,0,11,0,,-0.048,19,1.217,0.23868,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
161,SP_1958,0.968,0.011,0.106,0.024,,19,0,19,0,,SP_1958,1.021,0.009,0.093,0.021,,19,0,19,0,,-0.053,36,1.654,0.10673,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
413,SP_1959,0.993,0.002,0.04,0.02,ndk,4,0,4,0,,SP_1959,1.067,0.002,0.041,0.021,ndk,4,0,4,0,,-0.074,6,2.585,0.04147,,nucleoside diphosphate kinase,NUCLEOTIDE METABOLSIM,VIVO,FALSE
3677,SP_1960,0.807,0.059,0.244,0.099,,6,1,5,0,,SP_1960,0.974,0.015,0.123,0.05,,6,0,6,0,,-0.167,10,1.499,0.16474,,"DNA-directed RNA polymerase, beta subunit","DNA REPLICATION, REPAIR AND RECOMBINATION",LIKELYESSENTIAL,FALSE
3611,SP_1961,0.463,0,0,0,rpoB,1,0,1,0,,SP_1961,0.79,0,0.012,0.008,rpoB,2,0,2,0,,,,,,,"DNA-directed RNA polymerase, beta subunit","DNA REPLICATION, REPAIR AND RECOMBINATION",LIKELYESSENTIAL,FALSE
107,SP_1962,1.009,0.005,0.07,0.028,,6,0,6,0,,SP_1962,0.969,0,0.019,0.008,,6,0,6,0,,0.04,10,1.346,0.20789,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1331,SP_1963,1.005,0.004,0.067,0.008,,70,0,70,0,,SP_1963,1.036,0.017,0.129,0.015,,70,0,70,0,,-0.031,138,1.754,0.0817,,CBS domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
824,SP_1964,0.994,0.004,0.062,0.013,,24,0,24,0,,SP_1964,0.911,0.006,0.074,0.015,,24,0,24,0,,0.083,46,4.223,0.00011,,DNA-entry nuclease,"DNA REPLICATION, REPAIR AND RECOMBINATION",NO-PHENOTYPE,FALSE
206,SP_1965,0.979,0.005,0.072,0.024,,9,0,9,0,,SP_1965,0.808,0.005,0.072,0.024,,9,0,9,0,,0.171,16,5.039,0.00012,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1283,SP_1966,1.026,0.005,0.073,0.01,,50,0,50,0,,SP_1966,0.961,0.01,0.101,0.014,,50,0,50,0,,0.065,98,3.678,0.00038,,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
1037,SP_1967,1.024,0.006,0.08,0.011,,56,0,56,0,,SP_1967,0.98,0.018,0.135,0.018,,57,0,57,0,,0.044,111,2.105,0.03751,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
488,SP_1968,0.1,0.1,X,X,coaD,,,,,,SP_1968,0.1,0.1,X,X,coaD,,,,,,,,,,,phosphopantetheine adenylyltransferase,VARIOUS METABOLISM AND BIOSYNTHESIS,LIKELYESSENTIAL,FALSE
539,SP_1969,0.1,0.1,X,X,,,,,,,SP_1969,0.1,0.1,X,X,,,,,,,,,,,,putative type II DNA modification methyltransferase,VARIOUS,ESSENTIAL,FALSE
992,SP_1970,1,0.006,0.075,0.014,,27,0,27,0,,SP_1970,1.007,0.011,0.105,0.02,,27,0,27,0,,-0.008,52,0.307,0.75999,,aspartate--ammonia ligase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
164,SP_1971,0.948,0.029,0.169,0.049,,12,0,12,0,,SP_1971,0.991,0.002,0.045,0.013,,12,0,12,0,,-0.043,22,0.857,0.40056,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
707,SP_1972,0.994,0.014,0.119,0.024,,24,0,24,0,,SP_1972,0.983,0.002,0.045,0.009,,24,0,24,0,,0.011,46,0.421,0.67584,,membrane protein,UNKNOWN,VIVO,FALSE
740,SP_1973,0.97,0.006,0.077,0.011,,46,0,46,0,,SP_1973,0.97,0.01,0.098,0.014,,46,0,46,0,,0,90,0.022,0.98225,,spoU rRNA Methylase family protein,TRANSCRIPTION AND TRANSLATION,PHENOTYPED,FALSE
278,SP_1974,1.017,0.002,0.041,0.021,,4,0,4,0,,SP_1974,1.07,0.002,0.046,0.023,,4,0,4,0,,-0.053,6,1.702,0.13972,,acylphosphatase,CARBOHYDRATE METABOLISM,VIVO,FALSE
926,SP_1975,0.1,0.1,X,X,,1,1,0,0,,SP_1975,0.1,0.1,X,X,,2,2,0,0,,,,,,,SpoIIIJ family protein,TRANSPORT,LIKELYESSENTIAL,FALSE
794,SP_1976,0.937,0.044,0.211,0.075,,8,0,8,0,,SP_1976,1.015,0.006,0.077,0.027,,8,0,8,0,,-0.079,14,0.991,0.33871,,pyruvate formate-lyase-activating enzyme,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
104,SP_1977,0.1,0.1,X,X,,,,,,,SP_1977,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1250,SP_1978,1.008,0.006,0.078,0.01,,63,0,63,0,,SP_1978,0.998,0.003,0.053,0.007,,63,0,63,0,,0.01,124,0.826,0.41032,,diaminopimelate decarboxylase,AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
827,SP_1979,0.978,0.006,0.081,0.012,,44,0,44,0,,SP_1979,0.976,0.012,0.111,0.017,,44,0,44,0,,0.002,86,0.097,0.92328,,pur operon repressor,REGULATOR,PHENOTYPED,FALSE
926,SP_1980,0.952,0.018,0.136,0.03,,21,0,21,0,,SP_1980,0.983,0.005,0.069,0.015,,21,0,21,0,,-0.032,40,0.949,0.34812,,cmp-binding-factor 1,UNKNOWN,PHENOTYPED,FALSE
1256,SP_1981,0.772,0.035,0.188,0.042,,20,1,19,0,,SP_1981,0.737,0.073,0.269,0.059,,21,1,20,0,,0.035,39,0.483,0.63185,,competence-induced protein Ccs50,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
683,SP_1982,0.899,0.03,0.173,0.036,,23,2,21,0,,SP_1982,0.779,0.011,0.104,0.021,,24,0,24,0,,0.12,45,2.871,0.00622,,thiamine pyrophosphokinase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
656,SP_1983,0.565,0.062,0.248,0.079,,10,2,8,0,,SP_1983,0.705,0.019,0.139,0.044,,10,0,10,0,,-0.139,18,1.551,0.13838,,ribulose-phosphate 3-epimerase,CARBOHYDRATE METABOLISM,LIKELYESSENTIAL,FALSE
878,SP_1984,0.1,0.1,X,X,,,,,,,SP_1984,0.1,0.1,X,X,,,,,,,,,,,,ribosome small subunit-dependent GTPase A,TRANSCRIPTION AND TRANSLATION,ESSENTIAL,FALSE
839,SP_1985,0.765,0.003,0.054,0.038,ksgA,2,0,2,0,,SP_1985,0.924,0.012,0.111,0.05,ksgA,5,0,5,0,,-0.159,5,2.54,0.05189,,dimethyladenosine transferase,TRANSCRIPTION AND TRANSLATION,LIKELYESSENTIAL,FALSE
314,SP_1986,1.004,0.003,0.052,0.015,,12,0,12,0,,SP_1986,1.087,0.027,0.163,0.047,,12,0,12,0,,-0.084,22,1.69,0.10505,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
641,SP_1987,0.959,0.004,0.06,0.013,,21,0,21,0,,SP_1987,0.94,0.005,0.068,0.015,,21,0,21,0,,0.019,40,0.94,0.35295,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
2033,SP_1988,0.973,0.007,0.081,0.008,,101,0,101,0,,SP_1988,0.981,0.008,0.088,0.009,,100,0,100,0,,-0.008,199,0.668,0.50519,,putative immunity protein,TRANSPORT,PHENOTYPED,FALSE
899,SP_1989,0.99,0.005,0.073,0.009,,60,0,60,0,,SP_1989,1.022,0.022,0.147,0.019,,62,0,62,0,,-0.032,120,1.515,0.13236,,putative transcriptional regulator PlcR,REGULATOR,PHENOTYPED,FALSE
560,SP_1990,0.1,0.1,X,X,,,,,,,SP_1990,0.1,0.1,X,X,,,,,,,,,,,,primase-related protein,"DNA REPLICATION, REPAIR AND RECOMBINATION",ESSENTIAL,FALSE
773,SP_1991,0.993,0.002,0.049,0.01,,26,0,26,0,,SP_1991,0.997,0.009,0.095,0.019,,26,0,26,0,,-0.004,50,0.206,0.83798,,putative hydrolase,UNKNOWN,NO-PHENOTYPE,FALSE
665,SP_1992,0.98,0.005,0.071,0.014,,26,0,26,0,,SP_1992,0.975,0.005,0.068,0.013,,26,0,26,0,,0.005,50,0.271,0.78778,,cell wall surface anchor family protein,VARIOUS,VIVO,FALSE
134,SP_1993,0.1,0.1,X,X,rpmH,,,,,,SP_1993,0.1,0.1,X,X,rpmH,,,,,,,,,,,ribosomal protein L34,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
1214,SP_1994,0.74,0.187,0.432,0.13,,11,5,6,0,,SP_1994,0.709,0.22,0.469,0.141,,11,6,5,0,,0.032,20,0.164,0.87146,,"aminotransferase, class I",AMINO ACID METABOLSIM,CORE,FALSE
410,SP_1995,0.978,0.004,0.064,0.01,,38,0,38,0,,SP_1995,1.033,0.024,0.154,0.025,,38,0,38,0,,-0.056,74,2.053,0.04359,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
452,SP_1996,1.011,0.003,0.052,0.014,,14,0,14,0,,SP_1996,0.994,0.001,0.034,0.009,,14,0,14,0,,0.017,26,1.021,0.31679,,universal stress protein family,VARIOUS,VIVO,FALSE
1388,SP_1997,1.013,0.006,0.077,0.013,,33,0,33,0,,SP_1997,0.941,0.015,0.121,0.021,,33,0,33,0,,0.072,64,2.88,0.00541,,Cof family protein,UNKNOWN,VIVO,FALSE
962,SP_1998,0.908,0.008,0.09,0.023,,15,0,15,0,,SP_1998,0.96,0.02,0.14,0.036,,15,0,15,0,,-0.052,28,1.21,0.23622,,putative L-asparaginase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
1010,SP_1999,0.921,0.003,0.051,0.029,,3,0,3,0,,SP_1999,0.917,0.004,0.063,0.036,,3,0,3,0,,0.004,4,0.085,0.93612,,catabolite control protein A,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
599,SP_2000,0.994,0.023,0.151,0.028,,29,1,28,0,,SP_2000,0.996,0.005,0.073,0.014,,28,0,28,0,,-0.002,55,0.055,0.95597,,DNA-binding response regulator,REGULATOR,NO-PHENOTYPE,FALSE
1097,SP_2001,1.01,0.013,0.116,0.019,,38,0,38,0,,SP_2001,1.009,0.012,0.11,0.019,,35,0,35,0,,0.001,71,0.03,0.97614,,putative sensor histidine kinase,REGULATOR,VIVO,FALSE
737,SP_2002,0.959,0.004,0.065,0.012,,29,0,29,0,,SP_2002,0.934,0.029,0.171,0.032,,29,0,29,0,,0.025,56,0.739,0.46286,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
884,SP_2003,1.002,0.003,0.058,0.014,,16,0,16,0,,SP_2003,0.959,0.001,0.035,0.009,,16,0,16,0,,0.043,30,2.555,0.01594,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
194,SP_2004,0.1,0.1,X,X,,,,,,,SP_2004,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
131,SP_2005,0.1,0.1,X,X,,,,,,,SP_2005,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
479,SP_2006,0.1,0.1,X,X,,,,,,,SP_2006,0.1,0.1,X,X,,,,,,,,,,,,transcriptional regulator ComX2,REGULATOR,REMOVE,FALSE
536,SP_2007,0.859,0.006,0.08,0.025,nusG,10,0,10,0,,SP_2007,0.729,0.021,0.146,0.046,nusG,10,0,10,0,,0.13,18,2.46,0.02424,,transcription antitermination protein NusG,TRANSCRIPTION AND TRANSLATION,CORE,FALSE
176,SP_2008,0.1,0.1,X,X,secE,,,,,,SP_2008,0.1,0.1,X,X,secE,,,,,,,,,,,"putative preprotein translocase, SecE subunit",TRANSPORT,ESSENTIAL,FALSE
152,SP_2009,0.92,0.001,0.034,0.024,rpmG,2,0,2,0,,SP_2009,0.936,0,0.016,0.012,rpmG,2,0,2,0,,-0.017,2,0.616,0.60072,,ribosomal protein L33,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
2195,SP_2010,0.963,0.008,0.088,0.01,,72,0,72,0,,SP_2010,0.94,0.021,0.144,0.017,,74,0,74,0,,0.023,144,1.15,0.25204,,penicillin-binding protein 2A,CELL WALL METABOLISM,PHENOTYPED,FALSE
875,SP_2011,1.012,0.007,0.083,0.014,,37,0,37,0,,SP_2011,1.06,0.019,0.137,0.022,,37,0,37,0,,-0.048,72,1.842,0.06964,,"ribosomal large subunit pseudouridine synthase, RluD subfamily",TRANSCRIPTION AND TRANSLATION,NO-PHENOTYPE,FALSE
1007,SP_2012,0.1,0.1,X,X,,,,,,,SP_2012,0.1,0.1,X,X,,,,,,,,,,,,glyceraldehyde 3-phosphate dehydrogenase,CARBOHYDRATE METABOLISM,ESSENTIAL,FALSE
980,SP_2013,0.986,0.004,0.061,0.01,,41,0,41,0,,SP_2013,1.018,0.009,0.097,0.015,,42,0,42,0,,-0.032,81,1.81,0.07406,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
338,SP_2014,0.1,0.1,X,X,,,,,,,SP_2014,0.1,0.1,X,X,,,,,,,,,,,,"IS630-Spn1, transposase Orf2",,REMOVE,FALSE
416,SP_2015,0.1,0.1,X,X,,,,,,,SP_2015,0.1,0.1,X,X,,,,,,,,,,,,"IS630-Spn1, transposase Orf1",,REMOVE,FALSE
872,SP_2016,1.006,0.004,0.065,0.009,,48,0,48,0,,SP_2016,1.008,0.006,0.077,0.011,,47,0,47,0,,-0.002,93,0.107,0.91504,,nicotinate-nucleotide pyrophosphorylase,VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
1310,SP_2017,1.025,0.007,0.085,0.014,,38,0,38,0,,SP_2017,1.004,0.003,0.051,0.008,,39,0,39,0,,0.021,75,1.332,0.18691,,membrane protein,UNKNOWN,NO-PHENOTYPE,FALSE
190,SP_2018,0.1,0.1,X,X,,,,,M,,SP_2018,0.1,0.1,X,X,,,,,M,,,,,,,"transposase, IS3 family, degenerate",,REMOVE,FALSE
194,SP_2019,1.031,0.004,0.061,0.021,,8,0,8,0,,SP_2019,1.004,0.001,0.026,0.009,,8,0,8,0,,0.027,14,1.149,0.26984,,"ABC transporter, ATP-binding protein, truncation",TRANSPORT,NO-PHENOTYPE,FALSE
728,SP_2020,0.983,0.005,0.068,0.013,,27,0,27,0,,SP_2020,1.007,0.013,0.113,0.022,,27,0,27,0,,-0.024,52,0.961,0.341,,"transcriptional regulator, GntR family",REGULATOR,PHENOTYPED,FALSE
1409,SP_2021,1,0.004,0.061,0.007,,76,0,76,0,,SP_2021,1.037,0.015,0.122,0.014,,76,0,76,0,,-0.038,150,2.392,0.01802,,"glycosyl hydrolase, family 1",CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
1295,SP_2022,1.005,0.005,0.069,0.007,,112,0,112,0,,SP_2022,1.052,0.01,0.101,0.009,,114,0,114,0,,-0.047,224,4.077,0.00006,,"PTS system, IIC component",TRANSPORT,NO-PHENOTYPE,FALSE
308,SP_2023,0.984,0.002,0.047,0.013,,13,0,13,0,,SP_2023,1.054,0.017,0.132,0.037,,13,0,13,0,,-0.069,24,1.787,0.0866,,"PTS system, IIB component",TRANSPORT,NO-PHENOTYPE,FALSE
326,SP_2024,0.971,0.007,0.084,0.019,,20,0,20,0,,SP_2024,1.092,0.019,0.138,0.028,,24,0,24,0,,-0.121,42,3.574,0.0009,,"PTS system, IIA component",TRANSPORT,NO-PHENOTYPE,FALSE
95,SP_2025,0.1,0.1,X,X,,,,,,,SP_2025,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
2651,SP_2026,0.963,0.005,0.072,0.006,,142,0,142,0,,SP_2026,1.011,0.01,0.1,0.008,,143,0,143,0,,-0.047,283,4.566,0.00001,,"alcohol dehydrogenase, iron-containing",CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
428,SP_2028,1.011,0.005,0.071,0.017,,18,0,18,0,,SP_2028,0.87,0.02,0.14,0.033,,18,0,18,0,,0.141,34,3.814,0.00055,,phosphotyrosine protein phosphatase,UNKNOWN,NO-PHENOTYPE,FALSE
299,SP_2029,1.018,0.006,0.075,0.015,yajC,24,0,24,0,,SP_2029,0.977,0.006,0.077,0.016,yajC,24,0,24,0,,0.041,46,1.883,0.06604,,"preprotein translocase, YajC subunit",TRANSPORT,VIVO,FALSE
1091,SP_2031,1.02,0.005,0.067,0.007,,93,0,93,0,,SP_2031,1.01,0.013,0.113,0.012,,92,0,92,0,,0.01,183,0.768,0.44351,,L-ascorbate 6-phosphate lactonase,VARIOUS METABOLISM AND BIOSYNTHESIS,VIVO,FALSE
1673,SP_2032,1.006,0.005,0.071,0.006,,158,0,158,0,,SP_2032,1.003,0.014,0.12,0.009,,160,0,160,0,,0.002,316,0.205,0.8377,,"transcriptional regulator, BglG family",REGULATOR,NO-PHENOTYPE,FALSE
683,SP_2033,1.013,0.005,0.068,0.008,araD,70,0,70,0,,SP_2033,0.987,0.023,0.151,0.018,araD,71,0,71,0,,0.026,139,1.313,0.19139,,putative L-ribulose 5-phosphate 4-epimerase AraD,CARBOHYDRATE METABOLISM,VIVO,FALSE
863,SP_2034,1.019,0.005,0.071,0.01,,55,0,55,0,,SP_2034,0.992,0.015,0.124,0.017,,54,0,54,0,,0.027,107,1.375,0.17201,,putative hexulose-6-phosphate isomerase,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
665,SP_2035,1.006,0.007,0.085,0.012,ulaD,46,0,46,0,,SP_2035,0.909,0.011,0.106,0.016,ulaD,45,0,45,0,,0.097,89,4.798,0.00001,,putative hexulose-6-phosphate synthase,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
824,SP_2041,0.944,0.009,0.093,0.018,,26,0,26,0,,SP_2041,0.811,0.037,0.192,0.038,,26,0,26,0,,0.133,50,3.193,0.00244,,SpoIIIJ family protein,TRANSPORT,NO-PHENOTYPE,FALSE
371,SP_2042,0.1,0.1,X,X,rnpA,,,,,,SP_2042,0.1,0.1,X,X,rnpA,,,,,,,,,,,ribonuclease P protein component,TRANSCRIPTION AND TRANSLATION,ESSENTIAL,FALSE
131,SP_2043,0.908,0.001,0.031,0.022,,2,0,2,0,,SP_2043,1.064,0.001,0.027,0.019,,2,0,2,0,,-0.157,2,5.378,0.03288,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1190,SP_2044,0.1,0.1,X,X,,,,,,,SP_2044,0.1,0.1,X,X,,,,,,,,,,,,acetate kinase,CARBOHYDRATE METABOLISM,LIKELYESSENTIAL,FALSE
