Gene,mean.Gluc,var.Gluc,sd.Gluc,se.Gluc,gene,Ins1,Blank.Gluc,Not.Blank.Gluc,Blank.Removed.Gluc,M,locus,mean.PennG,var.PennG,sd.PennG,se.PennG,gene.1,Is2,Blank.PennG,Not.Blank.PennG,Blank.Removed.PennG,M.1,Value,Df,TDIST,p.value,locus.19F,Common.Name,Sig
SPT_1269,1.022320453,0.007305321,0.085471171,0.00512622,,278,0,278,0,,SPT_1269,1.021252671,0.008933433,0.094516839,0.005709971,,274,0,274,0,,0.001,550,0.139,0.88938,SPT_1269,choline binding protein E,FALSE
SPT_2217,0.945093375,0.022080784,0.148596043,0.015245632,,95,3,92,0,,SPT_2217,0.941697146,0.033398715,0.182753153,0.019157736,,91,5,86,0,,0.003,184,0.139,0.88983,SPT_2217,"ABC transporter, permease protein",FALSE
SPT_1638,0.997093375,0.00809502,0.089972327,0.009042559,,99,0,99,0,,SPT_1638,0.998959818,0.010104377,0.100520531,0.010002167,,101,0,101,0,,-0.002,198,0.138,0.89005,SPT_1638,3-deoxy-7-phosphoheptulonate synthase,FALSE
SPT_1188,1.021373877,0.005021921,0.07086551,0.006850827,,107,0,107,0,,SPT_1188,1.022793397,0.006181343,0.078621516,0.007636397,,106,0,106,0,,-0.001,211,0.138,0.89008,SPT_1188,dihydrolipoamide acetyltransferase,FALSE
SPT_1947,1.015823929,0.007245367,0.085119724,0.006750433,,159,0,159,0,,SPT_1947,1.017222981,0.008980054,0.094763148,0.007538951,,158,0,158,0,,-0.001,315,0.138,0.89013,SPT_1947,ATP-dependent protease La,FALSE
SPT_2112,0.991804905,0.007504885,0.086630741,0.007627411,,129,0,129,0,,SPT_2112,0.990264476,0.00825123,0.09083628,0.008124644,,125,0,125,0,,0.002,252,0.138,0.89017,SPT_2112,23S rRNA m1G745 methyltransferase,FALSE
SPT_2091,0.982909153,0.01315344,0.114688448,0.012439709,,85,0,85,0,,SPT_2091,0.980544344,0.011935842,0.109251278,0.011780868,,86,0,86,0,,0.002,169,0.138,0.89038,SPT_2091,hypothetical protein,FALSE
SPT_1466,1.022444693,0.00810833,0.090046264,0.006515519,,191,0,191,0,,SPT_1466,1.021165813,0.008287528,0.091035859,0.006657201,,187,0,187,0,,0.001,376,0.137,0.89087,SPT_1466,AmiA protein,FALSE
SPT_0126,0.976980059,0.004558631,0.067517634,0.00665271,,103,0,103,0,,SPT_0126,0.975657304,0.005423139,0.073641965,0.00718672,,105,0,105,0,,0.001,206,0.135,0.89269,SPT_0126,hypothetical protein,FALSE
SPT_0942,1.031836114,0.005098395,0.071403048,0.00803347,gidB,79,0,79,0,,SPT_0942,1.029995766,0.009238368,0.096116428,0.01102531,gidB,76,0,76,0,,0.002,153,0.135,0.89286,SPT_0942,16S rRNA methyltransferase GidB,FALSE
SPT_0116,1.001197447,0.007579697,0.087061454,0.00694826,,157,1,156,0,,SPT_0116,0.999764077,0.009731779,0.098649778,0.008054721,,150,1,149,0,,0.001,305,0.135,0.8929,SPT_0116,cell wall surface anchor family protein,FALSE
SPT_0812,1.013037031,0.007763005,0.088107917,0.010845335,,66,0,66,0,,SPT_0812,1.010965953,0.007857323,0.088641542,0.01091102,,66,0,66,0,,0.002,130,0.135,0.89312,SPT_0812,O6-methylguanine-DNA methyltransferase,FALSE
SPT_0572,1.014926302,0.008255834,0.090861619,0.010708144,,72,0,72,0,,SPT_0572,1.012945749,0.007638132,0.087396408,0.010228976,,73,0,73,0,,0.002,143,0.134,0.89379,SPT_0572,immunity protein BlpL,FALSE
SPT_0614,1.0020351,0.00508854,0.071334007,0.012811966,,31,0,31,0,,SPT_0614,1.005082686,0.010219876,0.101093405,0.018772574,,29,0,29,0,,-0.003,58,0.134,0.8938,SPT_0614,helix-turn-helix domain protein,FALSE
SPT_1705,1.012221532,0.009226115,0.096052667,0.011165896,prmA,74,0,74,0,,SPT_1705,1.014218668,0.007975797,0.089307316,0.010112062,prmA,78,0,78,0,,-0.002,150,0.133,0.89471,SPT_1705,ribosomal protein L11 methyltransferase,FALSE
SPT_0678,0.969208678,0.006314075,0.079461157,0.01822964,,19,0,19,0,,SPT_0678,0.965936714,0.005205661,0.072150265,0.016552406,,19,0,19,0,,0.003,36,0.133,0.89503,SPT_0678,hypothetical protein,FALSE
SPT_2058,0.948806225,0.008146532,0.090258139,0.007739572,,136,0,136,0,,SPT_2058,0.947264281,0.010309535,0.101535882,0.008771364,,134,0,134,0,,0.002,268,0.132,0.89523,SPT_2058,LysM domain-containing protein,FALSE
SPT_0016,1.028603923,0.015698906,0.125295273,0.0323511,,15,0,15,0,,SPT_0016,1.023703575,0.004700342,0.068559042,0.017701869,,15,0,15,0,,0.005,28,0.133,0.89524,SPT_0016,hypothetical protein,FALSE
SPT_1941,0.994512547,0.010746518,0.103665416,0.025916354,,16,0,16,0,,SPT_1941,0.989282965,0.014236222,0.119315639,0.02982891,,16,0,16,0,,0.005,30,0.132,0.8956,SPT_1941,hypothetical protein,FALSE
SPT_1691,1.019271974,0.006071836,0.077921984,0.007083817,,121,0,121,0,,SPT_1691,1.020635867,0.00698853,0.083597426,0.007631366,,120,0,120,0,,-0.001,239,0.131,0.8959,SPT_1691,psuedo,FALSE
SPT_1289,1.034138656,0.007578023,0.087051841,0.008705184,,100,0,100,0,,SPT_1289,1.032608807,0.00594676,0.077115241,0.007789816,,98,0,98,0,,0.002,196,0.131,0.89594,SPT_1289,bacitracin export ATP-binding protein BceA,FALSE
SPT_1157,1.023337234,0.006876441,0.082924309,0.007569919,,120,0,120,0,,SPT_1157,1.021832825,0.008807926,0.093850552,0.008676487,,117,0,117,0,,0.002,235,0.131,0.89616,SPT_1157,hypothetical protein,FALSE
SPT_1964,0.963007117,0.015546332,0.124684932,0.018187167,ksgA,47,0,47,0,,SPT_1964,0.959385567,0.019228398,0.138666499,0.020904761,ksgA,44,0,44,0,,0.004,89,0.131,0.89631,SPT_1964,dimethyladenosine transferase,FALSE
SPT_0949,0.992295748,0.00528341,0.07268707,0.008750495,,69,0,69,0,,SPT_0949,0.994138789,0.008819001,0.093909534,0.011145011,,71,0,71,0,,-0.002,138,0.13,0.8967,SPT_0949,PyrR bifunctional protein,FALSE
SPT_0623,1.04904068,0.010462181,0.102284802,0.027336763,,14,0,14,0,,SPT_0623,1.04444491,0.007513881,0.086682646,0.022381363,,15,0,15,0,,0.005,27,0.13,0.89747,SPT_0623,hypothetical protein,FALSE
SPT_0239,0.992977598,0.006271069,0.07919008,0.006300025,,158,0,158,0,,SPT_0239,0.991779849,0.007435023,0.086226578,0.00688163,,157,0,157,0,,0.001,313,0.128,0.89793,SPT_0239,Xaa-Pro dipeptidase,FALSE
SPT_1642,1.018874412,0.009046945,0.095115428,0.009417831,,102,0,102,0,,SPT_1642,1.020644597,0.010577797,0.102848416,0.0102338,,101,0,101,0,,-0.002,201,0.127,0.89885,SPT_1642,"ABC transporter, ATP-binding protein",FALSE
SPT_1884,0.9849391,0.005802627,0.076174979,0.006759436,,127,0,127,0,,SPT_1884,0.986201973,0.00661065,0.081305904,0.007391446,,121,0,121,0,,-0.001,246,0.126,0.89977,SPT_1884,hydrolase,FALSE
SPT_1436,1.027721517,0.004476961,0.066910099,0.011647553,,33,0,33,0,,SPT_1436,1.030284625,0.008556557,0.092501661,0.016613789,,31,0,31,0,,-0.003,62,0.126,0.89988,SPT_1436,bacterocin transport accessory protein,FALSE
SPT_0707,1.0158218,0.006855628,0.082798719,0.011709507,,50,0,50,0,,SPT_0707,1.017993084,0.007806592,0.088354923,0.012752935,,48,0,48,0,,-0.002,96,0.125,0.90046,SPT_0707,"bacteriocin, lactococcin 972 family",FALSE
SPT_1699,1.007558752,0.008442738,0.091884374,0.014012236,,43,0,43,0,,SPT_1699,1.01004806,0.008761895,0.093604994,0.014111484,,44,0,44,0,,-0.002,85,0.125,0.90068,SPT_1699,aquaporin Z - water channel protein,FALSE
SPT_0871,0.973701418,0.012557662,0.112060973,0.015540061,,52,0,52,0,,SPT_0871,0.970419302,0.023559483,0.153490988,0.02128537,,52,1,51,0,,0.003,102,0.125,0.90114,SPT_0871,inositol monophosphatase family protein,FALSE
SPT_0361,0.98591906,0.006668274,0.081659499,0.014666479,,31,0,31,0,,SPT_0361,0.983089848,0.009428109,0.097098449,0.017439396,,31,0,31,0,,0.003,60,0.124,0.9016,SPT_0361,hypothetical protein,FALSE
SPT_1896,1.002847457,0.016533905,0.128584234,0.022052014,,34,0,34,0,,SPT_1896,0.999236015,0.013840211,0.117644427,0.020175853,,34,0,34,0,,0.004,66,0.121,0.90419,SPT_1896,hypothetical protein,FALSE
SPT_0703,1.013701334,0.00709858,0.084253072,0.01125879,,56,0,56,0,,SPT_0703,1.010594908,0.03054615,0.174774568,0.023355234,,56,2,54,0,,0.003,110,0.12,0.90485,SPT_0703,hypothetical protein,FALSE
SPT_1590,0.792378691,0.010587029,0.102893288,0.020179034,,26,0,26,0,,SPT_1590,0.78880053,0.009939701,0.099698047,0.022293161,,20,0,20,0,,0.004,44,0.119,0.90582,SPT_1590,manganese ABC transporter substrate-binding lipoprotein (Adhesin B) (Saliva-binding protein),FALSE
SPT_0806,1.01212134,0.007530157,0.086776479,0.007824372,,123,0,123,0,,SPT_0806,1.013483089,0.008904338,0.094362801,0.008508407,,123,0,123,0,,-0.001,244,0.118,0.90632,SPT_0806,NADH oxidase,FALSE
SPT_0168,1.051190553,0.001637806,0.040469813,0.023365258,,3,0,3,0,,SPT_0168,1.055375296,0.001764855,0.042010182,0.02425459,,3,0,3,0,,-0.004,4,0.124,0.90711,SPT_0168,chlorohydrolase,FALSE
SPT_1732,0.971398665,7.23E-05,0.008502257,0.006012003,,2,0,2,0,,SPT_1732,0.963435939,0.011865667,0.10892964,0.062890557,,3,0,3,0,,0.008,3,0.126,0.90767,SPT_1732,transcriptional regulator,FALSE
SPT_0715,0.97876038,0.007607503,0.087221002,0.012860035,,46,0,46,0,,SPT_0715,0.976171231,0.014530872,0.120544069,0.018172702,,44,0,44,0,,0.003,88,0.116,0.90768,SPT_0715,hypothetical protein,FALSE
SPT_0708,1.001401185,0.00665738,0.081592769,0.004185621,,380,0,380,0,,SPT_0708,1.000704742,0.007158895,0.084610255,0.004334715,,381,0,381,0,,0.001,759,0.116,0.90802,SPT_0708,bacteriocin-associated integral membrane protein,FALSE
SPT_1644,0.993392799,0.011444492,0.106978933,0.009765796,,120,0,120,0,,SPT_1644,0.995037984,0.012701417,0.112700563,0.010374928,,118,0,118,0,,-0.002,236,0.115,0.90817,SPT_1644,hypothetical protein,FALSE
SPT_1925,0.98877284,0.00768376,0.087657058,0.005257321,,278,0,278,0,,SPT_1925,0.989632385,0.007930821,0.089055154,0.005350806,,277,0,277,0,,-0.001,553,0.115,0.90882,SPT_1925,Mel protein,FALSE
SPT_0090,0.927507541,0.00888473,0.094258843,0.008331383,purD,128,0,128,0,,SPT_0090,0.928855222,0.008928988,0.09449332,0.008319673,purD,129,0,129,0,,-0.001,255,0.114,0.90896,SPT_0090,phosphoribosylamine--glycine ligase,FALSE
SPT_2061,0.749731995,0.011577456,0.107598585,0.008252435,thrC,170,0,170,0,,SPT_2061,0.748329622,0.014209736,0.119204596,0.009169584,thrC,169,3,166,0,,0.001,337,0.114,0.90956,SPT_2061,threonine synthase,FALSE
SPT_0196,0.987893404,0.014501202,0.120420936,0.01346347,,80,1,79,0,,SPT_0196,0.985629095,0.01866724,0.136628107,0.015275487,,80,1,79,0,,0.002,158,0.111,0.9116,SPT_0196,lipoprotein,FALSE
SPT_2079,0.951388241,0.008601673,0.092745203,0.011973354,,60,0,60,0,,SPT_2079,0.953463593,0.013212055,0.114943705,0.014597865,,62,0,62,0,,-0.002,120,0.11,0.91265,SPT_2079,cytidine/deoxycytidylate deaminase family protein,FALSE
SPT_0624,1.026564355,0.00563587,0.075072434,0.008668618,,75,0,75,0,,SPT_0624,1.02510582,0.007840089,0.088544274,0.010156725,,76,0,76,0,,0.001,149,0.109,0.91317,SPT_0624,hypothetical protein,FALSE
SPT_0762,1.034854379,0.005843698,0.076444082,0.010307718,,55,0,55,0,,SPT_0762,1.032990909,0.010180993,0.100900909,0.013605476,,55,0,55,0,,0.002,108,0.109,0.91327,SPT_0762,hypothetical protein,FALSE
SPT_1772,1.006388461,0.008528405,0.092349366,0.007804946,,140,0,140,0,,SPT_1772,1.007551032,0.00743303,0.08621502,0.007286499,,140,0,140,0,,-0.001,278,0.109,0.91338,SPT_1772,"alcohol dehydrogenase, zinc-containing",FALSE
SPT_0465,0.983188523,0.006745277,0.082129637,0.010266205,,64,0,64,0,,SPT_0465,0.981524787,0.008215435,0.090639035,0.011329879,,64,0,64,0,,0.002,126,0.109,0.91352,SPT_0465,hypothetical protein,FALSE
SPT_0307,1.007154417,0.01534533,0.12387627,0.015248115,,66,0,66,0,,SPT_0307,1.004850674,0.014323728,0.119681777,0.014960222,,64,0,64,0,,0.002,128,0.108,0.91429,SPT_0307,pseudo,FALSE
SPT_0438,0.961184221,0.010341787,0.101694577,0.010660488,tig,91,0,91,0,,SPT_0438,0.959443222,0.013028875,0.114144095,0.012237532,tig,87,1,86,0,,0.002,176,0.107,0.9147,SPT_0438,trigger factor,FALSE
SPT_1811,0.766222702,0.035591404,0.188656841,0.027815934,,46,4,42,0,,SPT_1811,0.762349161,0.024237923,0.155685333,0.023208199,,45,0,45,0,,0.004,89,0.107,0.91509,SPT_1811,oligopeptide transport system permease protein AmiD,FALSE
SPT_0221,0.939238607,0.007572946,0.087022675,0.010401199,,70,0,70,0,,SPT_0221,0.937176187,0.017991478,0.134132315,0.01638687,,67,1,66,0,,0.002,135,0.106,0.91553,SPT_0221,magnesium and cobalt transporter,FALSE
SPT_0668,0.996600962,0.02284781,0.151154922,0.05713119,,7,0,7,0,,SPT_0668,1.005846598,0.023993322,0.154897778,0.063236753,,6,0,6,0,,-0.009,11,0.108,0.91556,SPT_0668,"PTS system, galactose-specific IIB component",FALSE
SPT_0389,1.00940432,0.008546992,0.092449942,0.014617619,luxS,40,0,40,0,,SPT_0389,1.006982602,0.012266428,0.110753907,0.01751173,luxS,40,0,40,0,,0.002,78,0.106,0.91572,SPT_0389,S-ribosylhomocysteinase LuxS,FALSE
SPT_1158,1.034825548,0.012755576,0.112940584,0.010918378,,107,1,106,0,,SPT_1158,1.033062722,0.016799089,0.129611301,0.012770981,,103,1,102,0,,0.002,208,0.105,0.91654,SPT_1158,degV family protein,FALSE
SPT_2176,0.982273018,0.007982435,0.089344476,0.008934448,,100,0,100,0,,SPT_2176,0.980967334,0.007383508,0.085927339,0.008769922,,96,0,96,0,,0.001,194,0.104,0.91704,SPT_2176,"PTS system, IIB component",FALSE
SPT_0903,1.019438108,0.010326718,0.101620462,0.011022287,aroK,85,0,85,0,,SPT_0903,1.017833663,0.011108277,0.105395811,0.011499626,aroK,84,0,84,0,,0.002,167,0.101,0.91989,SPT_0903,shikimate kinase,FALSE
SPT_2158,1.001200044,0.007058846,0.084016941,0.004764164,,311,1,310,0,,SPT_2158,1.000482611,0.008804533,0.093832473,0.005346601,,308,1,307,0,,0.001,617,0.1,0.92023,SPT_2158,"antigen, cell wall surface anchor family",FALSE
SPT_2040,0.994242271,0.006674976,0.081700526,0.007249749,,127,0,127,0,,SPT_2040,0.995332502,0.008453195,0.09194126,0.008126536,,128,0,128,0,,-0.001,253,0.1,0.92034,SPT_2040,adenine-specific DNA methylase,FALSE
SPT_1518,0.98607495,0.013221303,0.114983923,0.01564733,,54,0,54,0,,SPT_1518,0.983577872,0.019988138,0.141379413,0.019419956,,53,1,52,0,,0.002,105,0.1,0.92044,SPT_1518,hypothetical protein,FALSE
SPT_1847,1.001049989,0.008780118,0.093702285,0.008155737,recX,132,0,132,0,,SPT_1847,0.999783848,0.012210356,0.110500481,0.009766955,recX,128,0,128,0,,0.001,258,0.1,0.92081,SPT_1847,RecA regulator RecX,FALSE
SPT_2113,0.988638294,0.008403296,0.091669493,0.011737076,,61,0,61,0,,SPT_2113,0.990125345,0.005325446,0.072975654,0.009665861,,57,0,57,0,,-0.001,116,0.098,0.92226,SPT_2113,hypothetical protein,FALSE
SPT_1954,1.01199621,0.007263821,0.085228055,0.015826453,,29,0,29,0,,SPT_1954,1.014472795,0.011407587,0.106806308,0.019833434,,29,0,29,0,,-0.002,56,0.098,0.9226,SPT_1954,acylphosphatase,FALSE
SPT_2104,0.999824989,0.009062736,0.095198405,0.010643505,,80,0,80,0,,SPT_2104,1.001441126,0.013263857,0.115168821,0.012876266,,80,0,80,0,,-0.002,158,0.097,0.92305,SPT_2104,5-formyltetrahydrofolate cyclo-ligase,FALSE
SPT_0486,1.014297783,0.010350596,0.101737881,0.007071272,ilvA,207,0,207,0,,SPT_0486,1.015270734,0.010667908,0.103285564,0.007178843,ilvA,207,0,207,0,,-0.001,412,0.097,0.92313,SPT_0486,threonine dehydratase,FALSE
SPT_0977,1.030402592,0.010085049,0.100424343,0.005856867,,294,0,294,0,,SPT_0977,1.029542168,0.013332364,0.115465856,0.006722682,,295,1,294,0,,0.001,587,0.097,0.92315,SPT_0977,"endonuclease, putative",FALSE
SPT_1620,1.00908871,0.005908901,0.076869377,0.006591495,,136,0,136,0,,SPT_1620,1.010110471,0.00936006,0.096747402,0.008357703,,134,0,134,0,,-0.001,268,0.096,0.9236,SPT_1620,"sugar ABC transporter, permease protein",FALSE
SPT_0502,1.000460564,0.005543196,0.074452641,0.012239939,,37,0,37,0,,SPT_0502,0.9985872,0.008549855,0.092465426,0.015201222,,37,0,37,0,,0.002,72,0.096,0.9238,SPT_0502,hypothetical protein,FALSE
SPT_0356,0.993097255,0.004779826,0.069136284,0.009978963,celB,48,0,48,0,,SPT_0356,0.99486839,0.012024692,0.109657156,0.015665308,celB,49,0,49,0,,-0.002,95,0.095,0.92423,SPT_0356,cellobiose phosphotransferase system IIB component,FALSE
SPT_1623,0.980782875,0.012913353,0.113636934,0.014094927,,65,0,65,0,,SPT_1623,0.978791606,0.015482217,0.124427558,0.015433339,,65,0,65,0,,0.002,128,0.095,0.92425,SPT_1623,N-acetylmannosamine-6-phosphate 2-epimerase,FALSE
SPT_1575,0.999644749,0.004690256,0.068485443,0.012503674,,30,0,30,0,,SPT_1575,1.00190536,0.012680666,0.112608464,0.020225077,,31,0,31,0,,-0.002,59,0.095,0.92458,SPT_1575,Rrf2 family protein,FALSE
SPT_1489,1.020360628,0.008135168,0.090195167,0.020168253,,20,0,20,0,,SPT_1489,1.017304401,0.01308275,0.11437985,0.02495973,,21,0,21,0,,0.003,39,0.095,0.92461,SPT_1489,hypothetical protein,FALSE
SPT_1949,0.824552916,0.005374856,0.073313409,0.036656705,rsmD,4,0,4,0,,SPT_1949,0.820133589,0.002708183,0.052040209,0.026020105,rsmD,4,0,4,0,,0.004,6,0.098,0.92489,SPT_1949,"RNA methyltransferase, RsmD family",FALSE
SPT_0224,0.859825619,0.024400497,0.156206584,0.020510929,,58,0,58,0,,SPT_0224,0.857066696,0.026918412,0.164068315,0.021006795,,61,3,58,0,,0.003,117,0.094,0.92529,SPT_0224,putative DNA-binding phage protein,FALSE
SPT_2084,0.9879638,0.005028059,0.070908811,0.004440482,,255,0,255,0,,SPT_2084,0.988599529,0.007033323,0.083864909,0.005282993,,252,0,252,0,,-0.001,505,0.092,0.92664,SPT_2084,"ABC transporter, ATP-binding/permease protein",FALSE
SPT_2059,0.945775421,0.009155974,0.095686856,0.008592933,,124,0,124,0,,SPT_2059,0.944635367,0.009765403,0.098820053,0.008946747,,122,0,122,0,,0.001,244,0.092,0.92685,SPT_2059,"HAD-superfamily hydrolase, subfamily IA, variant 1",FALSE
SPT_0201,0.995609543,0.00668622,0.081769307,0.007343101,,124,0,124,0,,SPT_0201,0.99457992,0.008743609,0.093507265,0.00846575,,122,0,122,0,,0.001,244,0.092,0.92687,SPT_0201,hypothetical protein,FALSE
SPT_1360,1.046383511,0.008827187,0.093953111,0.013028952,deoC,52,0,52,0,,SPT_1360,1.04800689,0.007232111,0.085041822,0.01202673,deoC,50,0,50,0,,-0.002,100,0.092,0.92723,SPT_1360,deoxyribose-phosphate aldolase,FALSE
SPT_1073,0.918953743,0.021156926,0.145454207,0.015594328,hemK,87,0,87,0,,SPT_1073,0.920724539,0.011722419,0.108270119,0.011675067,hemK,86,0,86,0,,-0.002,171,0.091,0.92768,SPT_1073,HemK protein,FALSE
SPT_0087,0.922810025,0.009311903,0.096498201,0.014547651,purN,44,0,44,0,,SPT_0087,0.924804423,0.011957397,0.109349884,0.016485115,purN,44,0,44,0,,-0.002,86,0.091,0.92793,SPT_0087,phosphoribosylglycinamide formyltransferase,FALSE
SPT_1179,0.848689743,0.104470671,0.32321923,0.161609615,addA,4,1,3,0,,SPT_1179,0.827272948,0.104226786,0.322841735,0.161420867,addA,4,1,3,0,,0.021,6,0.094,0.92835,SPT_1179,recombination helicase AddA,FALSE
SPT_1062,1.032957661,0.003947123,0.062826136,0.005808278,hemH,117,0,117,0,,SPT_1062,1.032085844,0.007564158,0.08697217,0.008075163,hemH,116,0,116,0,,0.001,231,0.088,0.93023,SPT_1062,ferrochelatase,FALSE
SPT_1420,1.006708125,0.008848207,0.09406491,0.02157997,,19,0,19,0,,SPT_1420,1.009080714,0.005257959,0.072511785,0.016214128,,20,0,20,0,,-0.002,37,0.088,0.93043,SPT_1420,hypothetical protein,FALSE
SPT_0507,0.998026775,0.006008805,0.07751648,0.008777013,,78,0,78,0,,SPT_0507,0.999174213,0.00728251,0.085337625,0.009788897,,76,0,76,0,,-0.001,152,0.087,0.93057,SPT_0507,"sortase, putative",FALSE
SPT_0896,0.999021833,0.008138401,0.090213089,0.010280736,aroD,77,0,77,0,,SPT_0896,0.997692293,0.01003513,0.100175496,0.011270624,aroD,79,0,79,0,,0.001,154,0.087,0.93066,SPT_0896,3-dehydroquinate dehydratase,FALSE
SPT_1221,1.046063072,0.010498531,0.102462337,0.019026778,,29,0,29,0,,SPT_1221,1.043508531,0.014278506,0.119492703,0.022189238,,29,0,29,0,,0.003,56,0.087,0.93067,SPT_1221,pseudo,FALSE
SPT_2081,0.956780864,0.011903361,0.109102525,0.038573568,pgi,8,0,8,0,,SPT_2081,0.951724519,0.014526528,0.120526048,0.042612393,pgi,8,0,8,0,,0.005,14,0.088,0.93115,SPT_2081,glucose-6-phosphate isomerase,FALSE
SPT_1249,1.014286627,0.005986023,0.077369396,0.009452176,,67,0,67,0,,SPT_1249,1.015549708,0.008288814,0.091042923,0.011122663,,67,0,67,0,,-0.001,132,0.087,0.93117,SPT_1249,"acetyltransferase, gnat family",FALSE
SPT_0760,1.015529035,0.007363384,0.085810161,0.011267426,upp,58,0,58,0,,SPT_0760,1.016888905,0.007087662,0.084188254,0.011054459,upp,58,0,58,0,,-0.001,114,0.086,0.9315,SPT_0760,uracil phosphoribosyltransferase,FALSE
SPT_0594,0.878217895,0.013930324,0.118026795,0.032734743,,13,0,13,0,,SPT_0594,0.881953892,0.009432003,0.097118499,0.028035696,,12,0,12,0,,-0.004,23,0.087,0.93167,SPT_0594,hypothetical protein,FALSE
SPT_1621,1.005079562,0.007704852,0.087777287,0.007027807,,156,0,156,0,,SPT_1621,1.003967481,0.018890885,0.137444116,0.011004336,,156,2,154,0,,0.001,310,0.085,0.93218,SPT_1621,"sugar ABC transporter, sugar-binding protein",FALSE
SPT_1743,0.992494721,0.006715626,0.081948922,0.006561165,,156,0,156,0,,SPT_1743,0.99329902,0.007265526,0.085238056,0.006846485,,155,0,155,0,,-0.001,309,0.085,0.93246,SPT_1743,putative Mg2+ transporter-C (MgtC) family protein,FALSE
SPT_1485,1.032129918,0.00459728,0.067803248,0.010857209,,39,0,39,0,,SPT_1485,1.030582851,0.008139168,0.090217337,0.014635185,,38,0,38,0,,0.002,75,0.085,0.93257,SPT_1485,oxidoreductase,FALSE
SPT_0068,1.003488311,0.00838091,0.091547311,0.016442382,,31,0,31,0,,SPT_0068,1.001280456,0.012600653,0.112252632,0.020161168,,31,1,30,0,,0.002,60,0.085,0.93265,SPT_0068,competence-induced protein Ccs16,FALSE
SPT_0930,0.988512173,0.006482496,0.080513946,0.013609341,,35,0,35,0,,SPT_0930,0.986686295,0.010079707,0.100397742,0.016732957,,36,0,36,0,,0.002,69,0.085,0.93278,SPT_0930,chorismate mutase,FALSE
SPT_2088,0.991262189,0.007475465,0.086460771,0.010408654,argR,69,0,69,0,,SPT_2088,0.992530531,0.008651628,0.093014125,0.01096182,argR,72,0,72,0,,-0.001,139,0.084,0.93325,SPT_2088,"transcriptional repressor, putative",FALSE
SPT_0616,1.009085115,0.007128097,0.084428061,0.008161969,metF,107,0,107,0,,SPT_0616,1.010053318,0.008048007,0.089710687,0.008713472,metF,106,0,106,0,,-0.001,211,0.081,0.93544,SPT_0616,"5,10-methylenetetrahydrofolate reductase",FALSE
SPT_1900,0.534567127,0.206212842,0.454106641,0.11352666,,16,11,5,0,,SPT_1900,0.547275954,0.16451631,0.405606103,0.112494892,,13,8,5,0,,-0.013,27,0.08,0.93721,SPT_1900,regulator of lytrabc operon,FALSE
SPT_1571,1.026638605,0.007082183,0.084155706,0.007163809,,138,0,138,0,,SPT_1571,1.025855422,0.006671451,0.081678949,0.006927918,,139,0,139,0,,0.001,275,0.079,0.93742,SPT_1571,histidine kinase,FALSE
SPT_1230,1.055391802,0.007724661,0.087890048,0.019652812,rpmG,20,0,20,0,,SPT_1230,1.058144848,0.018734561,0.136874252,0.029181689,rpmG,22,0,22,0,,-0.003,40,0.078,0.93802,SPT_1230,ribosomal protein L33,FALSE
SPT_0541,0.95748951,0.02779982,0.166732779,0.04456121,,14,0,14,0,,SPT_0541,0.963549436,0.055663486,0.235931104,0.06305524,,14,1,13,0,,-0.006,26,0.078,0.93804,SPT_0541,hypothetical protein,FALSE
SPT_0993,1.041399554,0.00367493,0.0606212,0.009036875,,45,0,45,0,,SPT_0993,1.040208706,0.007235095,0.085059363,0.012541319,,46,0,46,0,,0.001,89,0.077,0.93877,SPT_0993,"transcriptional regulator, biotin repressor family",FALSE
SPT_1557,1.019244065,0.008243068,0.090791344,0.007413082,,150,0,150,0,,SPT_1557,1.018407676,0.009857165,0.099283258,0.008106444,,150,0,150,0,,0.001,298,0.076,0.93936,SPT_1557,"PTS system, IIC component",FALSE
SPT_0212,0.986906169,0.005155795,0.071803867,0.00684623,ribH,110,0,110,0,,SPT_0212,0.98779821,0.0101507,0.100750684,0.009520045,ribH,112,0,112,0,,-0.001,220,0.076,0.93943,SPT_0212,"6,7-dimethyl-8-ribityllumazine synthase",FALSE
SPT_1951,1.035487021,0.023715003,0.153996762,0.03283222,,22,0,22,0,,SPT_1951,1.032522738,0.009722401,0.098602234,0.021516772,,21,0,21,0,,0.003,41,0.076,0.94017,SPT_1951,hypothetical protein,FALSE
SPT_0888,0.855374831,0.097452854,0.312174397,0.036046794,,75,9,66,0,,SPT_0888,0.851768024,0.077407082,0.278221283,0.032342567,,74,6,68,0,,0.004,147,0.074,0.94073,SPT_0888,"spermidine/putrescine ABC transporter, permease protein",FALSE
SPT_0804,1.001239004,0.007733646,0.087941149,0.011547239,,58,0,58,0,,SPT_0804,1.002349539,0.005455834,0.073863617,0.009698768,,58,0,58,0,,-0.001,114,0.074,0.94142,SPT_0804,"oxidoreductase, putative",FALSE
SPT_0757,1.004611943,0.009917619,0.099587245,0.013428341,,55,0,55,0,,SPT_0757,1.003106293,0.013432017,0.11589658,0.015627492,,55,0,55,0,,0.002,108,0.073,0.94188,SPT_0757,hypothetical protein,FALSE
SPT_1472,1.007183438,0.005167993,0.071888753,0.025416512,,8,0,8,0,,SPT_1472,1.009409038,0.002162058,0.046497932,0.016439502,,8,0,8,0,,-0.002,14,0.074,0.94243,SPT_1472,putative manganese-dependent inorganic pyrophosphatase,FALSE
