Length,Gene,mean-19F-Gluc,var-19F-Gluc,sd-19F-Gluc,se-19F-Gluc,gene,Total-19F-Gluc,Blank-19F-Gluc,Not Blank-19F-Gluc,Blank Removed-19F-Gluc,M,locus-19F,mean.19F.Kan,var-19F-Kan,sd-19F-Kan,se-19F-Kan,Total-19F-Kan,Blank-19F-Kan,Not Blank-19F-Kan,Blank Removed-19F-Kan,Value,Df,TDIST,p-value,Significance,Common Name ,Sig
693,SPT_1755,0.87,0,0,0,,1,0,1,0,,SPT_1755,1.051,0,0,0,1,0,1,0,,,,,,"glycosyl transferase, putative",FALSE
1743,SPT_1756,1.002,0.005,0.074,0.005,,220,0,220,0,,SPT_1756,1.005,0.006,0.08,0.005,221,0,221,0,-0.003,439,0.435,0.66346,,"ABC transporter, ATP-binding protein",FALSE
1746,SPT_1757,0.999,0.005,0.069,0.004,,239,0,239,0,,SPT_1757,0.991,0.011,0.107,0.007,233,2,231,0,0.008,470,0.925,0.35556,,"ABC transporter, ATP-binding protein",FALSE
297,SPT_1758,0.988,0.004,0.064,0.011,,34,0,34,0,,SPT_1758,0.989,0.016,0.126,0.022,32,1,31,0,-0.001,64,0.056,0.95576,,hypothetical protein,FALSE
270,SPT_1759,1.001,0.007,0.086,0.013,,45,0,45,0,,SPT_1759,0.983,0.007,0.084,0.013,45,0,45,0,0.018,88,0.98,0.3299,,hypothetical protein,FALSE
156,SPT_1760,0.983,0.006,0.075,0.014,,29,0,29,0,,SPT_1760,1.011,0.006,0.075,0.014,29,0,29,0,-0.028,56,1.419,0.16135,,hypothetical protein,FALSE
828,SPT_1761,,,,,xth,,,,,,SPT_1761,,,,,,,,,,,,,,exodeoxyribonuclease III,FALSE
503,SPT_1762,0.996,0.005,0.072,0.009,,68,0,68,0,,SPT_1762,0.977,0.013,0.114,0.014,65,1,64,0,0.019,131,1.123,0.26348,,pseudo,FALSE
582,SPT_1764,1.025,0.004,0.066,0.01,xpt,41,0,41,0,,SPT_1764,1.008,0.003,0.058,0.009,38,0,38,0,0.017,77,1.199,0.23415,,xanthine phosphoribosyltransferase,FALSE
1263,SPT_1765,1.026,0.005,0.072,0.006,,137,0,137,0,,SPT_1765,1.004,0.006,0.078,0.007,135,0,135,0,0.022,270,2.447,0.01503,,xanthine permease,FALSE
462,SPT_1766,1.003,0.005,0.069,0.007,,111,0,111,0,,SPT_1766,1.022,0.006,0.079,0.008,108,0,108,0,-0.019,217,1.94,0.05367,,protein DpnD,FALSE
765,SPT_1767,1.005,0.006,0.077,0.007,,121,0,121,0,,SPT_1767,1.013,0.007,0.083,0.007,122,0,122,0,-0.008,241,0.793,0.42876,,type II restriction enzyme,FALSE
405,SPT_1768,1.004,0.006,0.076,0.009,,74,0,74,0,,SPT_1768,1.006,0.006,0.08,0.009,71,0,71,0,-0.003,143,0.193,0.84725,,thioesterase family protein,FALSE
1482,SPT_1769,1.012,0.005,0.073,0.006,galT2,161,0,161,0,,SPT_1769,1.007,0.009,0.095,0.008,154,0,154,0,0.005,313,0.529,0.59699,,galactose-1-phosphate uridylyltransferase,FALSE
1179,SPT_1770,1.004,0.005,0.072,0.006,galK,138,0,138,0,,SPT_1770,1.007,0.008,0.088,0.008,133,0,133,0,-0.003,269,0.333,0.73952,,galactokinase,FALSE
1008,SPT_1771,1.007,0.005,0.071,0.007,,119,0,119,0,,SPT_1771,1.003,0.006,0.08,0.007,118,0,118,0,0.004,235,0.379,0.70486,,galactose operon repressor,FALSE
1038,SPT_1772,1.007,0.005,0.072,0.006,,140,0,140,0,,SPT_1772,0.997,0.006,0.077,0.007,137,0,137,0,0.011,275,1.182,0.23819,,"alcohol dehydrogenase, zinc-containing",FALSE
354,SPT_1773,0.976,0.007,0.084,0.011,,59,0,59,0,,SPT_1773,0.979,0.007,0.084,0.011,56,0,56,0,-0.003,113,0.18,0.8574,,MerR family transcriptional regulator,FALSE
891,SPT_1774,0.997,0.005,0.074,0.007,,117,0,117,0,,SPT_1774,0.979,0.007,0.084,0.008,112,0,112,0,0.018,227,1.69,0.0924,,cation efflux system protein,FALSE
537,SPT_1775,1.001,0.005,0.067,0.008,,80,0,80,0,,SPT_1775,1.015,0.01,0.099,0.011,79,0,79,0,-0.014,157,1.062,0.29006,,TetR family transcriptional regulator,FALSE
807,SPT_1776,1.007,0.005,0.072,0.007,,115,0,115,0,,SPT_1776,1.022,0.008,0.091,0.009,112,0,112,0,-0.015,225,1.389,0.16626,,"transporter, putative",FALSE
117,SPT_1777,1.009,0.003,0.059,0.03,,4,0,4,0,,SPT_1777,0.945,0.003,0.053,0.038,2,0,2,0,0.064,4,1.336,0.25244,,hypothetical protein,FALSE
1521,SPT_1778,1.004,0.008,0.087,0.007,,163,0,163,0,,SPT_1778,1.01,0.01,0.099,0.008,160,1,159,0,-0.006,321,0.565,0.57262,,ABC transporter membrane-spanning permease - choline transporter,FALSE
729,SPT_1779,1.006,0.007,0.086,0.009,,92,0,92,0,,SPT_1779,1.007,0.012,0.11,0.012,89,1,88,0,-0.001,179,0.078,0.93803,,choline transport ATP-binding protein opuBA,FALSE
765,SPT_1780,1.009,0.007,0.081,0.008,,110,0,110,0,,SPT_1780,0.994,0.013,0.114,0.011,104,1,103,0,0.015,212,1.105,0.27036,,hypothetical protein,FALSE
444,SPT_1781,1.002,0.003,0.052,0.008,,41,0,41,0,,SPT_1781,1.022,0.007,0.082,0.013,39,0,39,0,-0.02,78,1.292,0.20029,,MarR family transcriptional regulator,FALSE
297,SPT_1782,1.006,0.003,0.055,0.01,,32,0,32,0,,SPT_1782,1.007,0.004,0.066,0.012,30,0,30,0,-0.001,60,0.077,0.93857,,hypothetical protein,FALSE
1065,SPT_1783,1.014,0.005,0.067,0.007,pepA,102,0,102,0,,SPT_1783,1,0.008,0.089,0.009,99,0,99,0,0.014,199,1.29,0.19841,,glutamyl-aminopeptidase,FALSE
936,SPT_1784,1.006,0.006,0.079,0.008,,86,0,86,0,,SPT_1784,0.994,0.01,0.102,0.011,85,0,85,0,0.012,169,0.851,0.39603,,pseudo,FALSE
153,SPT_1785,1.041,0.004,0.06,0.02,,9,0,9,0,,SPT_1785,1.052,0.005,0.071,0.027,7,0,7,0,-0.011,14,0.329,0.74724,,hypothetical protein,FALSE
960,SPT_1786,1.009,0.005,0.069,0.006,,118,0,118,0,,SPT_1786,1.006,0.006,0.078,0.007,117,0,117,0,0.003,233,0.297,0.76649,,ABC transporter membrane-spanning permease - ferric iron transport,FALSE
957,SPT_1787,1.016,0.005,0.073,0.007,,108,0,108,0,,SPT_1787,1.011,0.006,0.078,0.007,111,0,111,0,0.006,217,0.548,0.58436,,"iron-compound ABC transporter, permease protein",FALSE
753,SPT_1788,1.004,0.004,0.062,0.009,,44,0,44,0,,SPT_1788,1.006,0.003,0.057,0.009,43,0,43,0,-0.002,85,0.166,0.86862,,"iron-compound ABC transporter, ATP-binding protein",FALSE
966,SPT_1789,1.029,0.004,0.066,0.006,,108,0,108,0,,SPT_1789,1.025,0.005,0.071,0.007,106,0,106,0,0.004,212,0.452,0.65189,,"iron-compound ABC transporter, iron-compound-binding protein",FALSE
243,SPT_1790,0.994,0.007,0.085,0.017,,24,0,24,0,,SPT_1790,0.966,0.011,0.107,0.022,23,0,23,0,0.028,45,0.992,0.32646,,hypothetical protein,FALSE
723,SPT_1791,0.972,0.006,0.075,0.01,rluB,55,0,55,0,,SPT_1791,0.918,0.019,0.139,0.021,46,1,45,0,0.053,99,2.334,0.02164,,ribosomal large subunit pseudouridine synthase B,FALSE
570,SPT_1792,0.947,0.007,0.084,0.01,scpB,68,0,68,0,,SPT_1792,0.941,0.007,0.084,0.011,61,0,61,0,0.007,127,0.459,0.6473,,segregation and condensation protein B,FALSE
729,SPT_1793,0.96,0.007,0.081,0.009,scpA,78,0,78,0,,SPT_1793,0.946,0.006,0.079,0.009,75,0,75,0,0.014,151,1.106,0.27058,,ScpA/B protein,FALSE
741,SPT_1794,0.972,0.009,0.095,0.011,xerD,79,0,79,0,,SPT_1794,0.993,0.009,0.094,0.011,77,0,77,0,-0.021,154,1.419,0.1579,,site-specific tyrosine recombinase XerD-like protein,FALSE
462,SPT_1795,1.006,0.004,0.06,0.009,,45,0,45,0,,SPT_1795,1.022,0.015,0.12,0.018,46,1,45,0,-0.015,89,0.769,0.44399,,CBS domain protein,FALSE
522,SPT_1796,0.976,0.006,0.078,0.013,,38,0,38,0,,SPT_1796,0.98,0.007,0.083,0.014,37,0,37,0,-0.004,73,0.227,0.82126,,"phosphodiesterase, family",FALSE
972,SPT_1797,0.987,0.006,0.075,0.008,,79,0,79,0,,SPT_1797,0.981,0.008,0.089,0.01,77,0,77,0,0.006,154,0.452,0.65169,,putative deoxyribonucleotide triphosphate pyrophosphatase/unknown domain fusion protein,FALSE
795,SPT_1798,1.24,0,0,0,murI,1,0,1,0,,SPT_1798,1.1,0,0,0,1,0,1,0,,,,,,glutamate racemase,FALSE
1626,SPT_1800,0.862,0.012,0.108,0.011,,105,0,105,0,,SPT_1800,0.867,0.04,0.201,0.021,93,3,90,0,-0.005,196,0.228,0.81964,,trehalose-6-phosphate hydrolase,FALSE
1968,SPT_1802,1.003,0.007,0.082,0.007,treP,146,1,145,0,,SPT_1802,1.018,0.012,0.109,0.009,147,1,146,0,-0.015,291,1.364,0.17349,,"pts system, trehalose-specific iibc component",FALSE
711,SPT_1803,1.018,0.004,0.063,0.009,treR,46,0,46,0,,SPT_1803,1.044,0.005,0.07,0.011,43,0,43,0,-0.026,87,1.832,0.07035,,trehalose operon transcriptional repressor,FALSE
3940,SPT_1804,1.005,0.018,0.133,0.077,,3,0,3,0,,SPT_1804,1.029,0.004,0.06,0.043,2,0,2,0,-0.024,3,0.275,0.80121,,pseudo,FALSE
927,SPT_1809,0.681,0.04,0.201,0.026,,59,5,54,0,,SPT_1809,0.712,0.052,0.229,0.033,48,5,43,0,-0.031,105,0.748,0.45629,,oligopeptide transport ATP-binding protein AmiF,FALSE
1068,SPT_1810,0.696,0.013,0.114,0.014,,65,1,64,0,,SPT_1810,0.692,0.023,0.152,0.019,63,3,60,0,0.004,126,0.177,0.85961,,oligopeptide transport ATP-binding protein OppD,FALSE
927,SPT_1811,0.795,0.013,0.115,0.017,,44,0,44,0,,SPT_1811,0.765,0.034,0.186,0.029,40,3,37,0,0.03,82,0.894,0.37402,,oligopeptide transport system permease protein AmiD,FALSE
1497,SPT_1812,0.696,0.022,0.148,0.012,,146,7,139,0,,SPT_1812,0.711,0.041,0.202,0.018,127,11,116,0,-0.015,271,0.686,0.49309,,oligopeptide transport system permease protein AmiC,FALSE
1980,SPT_1813,0.819,0.014,0.12,0.008,,209,3,206,0,,SPT_1813,0.813,0.025,0.159,0.011,203,8,195,0,0.006,410,0.444,0.65718,,AmiA protein,FALSE
1194,SPT_1814,0.974,0.007,0.082,0.047,,3,0,3,0,,SPT_1814,1.022,0.004,0.062,0.036,3,0,3,0,-0.048,4,0.81,0.46319,,O-antigen polymerase family,FALSE
1443,SPT_1815,1.004,0.005,0.069,0.004,,258,0,258,0,,SPT_1815,1.009,0.008,0.087,0.005,254,0,254,0,-0.005,510,0.726,0.46817,,sucrose phosphorylase (Sucrose glucosyltransferase)(Glucosyltransferase-A) (GTF-A),FALSE
141,SPT_1816,0.964,0,0.006,0.004,,2,0,2,0,,SPT_1816,0.994,0,0,0,1,0,1,0,-0.03,1,6.825,0.09261,,chlorohydrolase,FALSE
834,SPT_1817,0.993,0.006,0.074,0.006,,135,0,135,0,,SPT_1817,1.001,0.008,0.091,0.008,134,0,134,0,-0.008,267,0.788,0.4314,,"sugar ABC transporter, permease protein",FALSE
867,SPT_1818,0.994,0.008,0.088,0.009,,87,0,87,0,,SPT_1818,1.01,0.009,0.096,0.01,86,0,86,0,-0.016,171,1.114,0.26689,,"sugar ABC transporter, permease protein",FALSE
1260,SPT_1819,1,0.005,0.074,0.008,,96,0,96,0,,SPT_1819,1.023,0.016,0.127,0.013,98,0,98,0,-0.023,192,1.541,0.12502,,"sugar ABC transporter, sugar-binding protein",FALSE
2163,SPT_1821,0.95,0.013,0.114,0.007,,304,3,301,0,,SPT_1821,0.903,0.055,0.235,0.014,266,24,242,0,0.047,568,2.984,0.00297,,alpha-galactosidase (Melibiase),FALSE
936,SPT_1823,0.953,0.006,0.08,0.027,,9,0,9,0,,SPT_1823,0.962,0.009,0.096,0.043,5,0,5,0,-0.009,12,0.168,0.86911,,biotin--protein ligase,FALSE
,SPT_1824,,,,,,,,,,,SPT_1824,,,,,,,,,,,,,,,FALSE
,SPT_1825,,,,,,,,,,,SPT_1825,,,,,,,,,,,,,,,FALSE
96,SPT_1826,1.107,0.002,0.048,0.034,,2,0,2,0,,SPT_1826,1.207,0,0,0,1,0,1,0,-0.1,1,2.924,0.20981,,tRNA-Gly*,FALSE
,SPT_1827,,,,,,,,,,,SPT_1827,,,,,,,,,,,,,,,FALSE
,SPT_1828,,,,,,,,,,,SPT_1828,,,,,,,,,,,,,,,FALSE
,SPT_1829,,,,,,,,,,,SPT_1829,,,,,,,,,,,,,,,FALSE
,SPT_1830,,,,,,,,,,,SPT_1830,,,,,,,,,,,,,,,FALSE
103,SPT_1831,0.955,0.001,0.025,0.018,,2,0,2,0,,SPT_1831,0.922,0,0.013,0.009,2,0,2,0,0.033,2,1.667,0.23746,,tRNA-Met*,FALSE
,SPT_1832,,,,,,,,,,,SPT_1832,,,,,,,,,,,,,,,FALSE
,SPT_1833,,,,,,,,,,,SPT_1833,,,,,,,,,,,,,,,FALSE
,SPT_1834,,,,,,,,,,,SPT_1834,,,,,,,,,,,,,,,FALSE
,SPT_1835,,,,,,,,,,,SPT_1835,,,,,,,,,,,,,,,FALSE
,SPT_1836,,,,,,,,,,,SPT_1836,,,,,,,,,,,,,,,FALSE
,SPT_1837,,,,,,,,,,,SPT_1837,,,,,,,,,,,,,,,FALSE
,SPT_1838,,,,,,,,,,,SPT_1838,,,,,,,,,,,,,,,FALSE
,SPT_1839,,,,,,,,,,,SPT_1839,,,,,,,,,,,,,,,FALSE
,SPT_1840,,,,,rrf_2,,,,,,SPT_1840,,,,,,,,,,,,,,,FALSE
,SPT_1841,,,,,rrl2,,,,,,SPT_1841,,,,,,,,,,,,,,,FALSE
,SPT_1843,,,,,,,,,,,SPT_1843,,,,,,,,,,,,,,,FALSE
,SPT_1844,,,,,rrs2,,,,,,SPT_1844,,,,,,,,,,,,,,,FALSE
,SPT_1845,,,,,,,,,,,SPT_1845,,,,,,,,,,,,,,,FALSE
1356,SPT_1846,1.018,0.007,0.086,0.006,rumA2,221,1,220,0,,SPT_1846,1.024,0.006,0.078,0.005,212,0,212,0,-0.006,431,0.801,0.42371,,23S rRNA (uracil-5-)-methyltransferase RumA,FALSE
777,SPT_1847,1.006,0.007,0.081,0.007,recX,130,0,130,0,,SPT_1847,1.026,0.008,0.088,0.008,116,0,116,0,-0.02,244,1.839,0.06706,,RecA regulator RecX,FALSE
534,SPT_1848,0.869,0.006,0.076,0.01,,59,0,59,0,,SPT_1848,0.738,0.034,0.184,0.026,50,4,46,0,0.132,107,4.731,0.00001,,hypothetical protein,FALSE
207,SPT_1849,0.97,0.008,0.09,0.017,,29,0,29,0,,SPT_1849,0.998,0.005,0.073,0.014,27,0,27,0,-0.028,54,1.26,0.21295,,hypothetical protein,FALSE
433,SPT_1850,0.983,0.009,0.094,0.015,,37,0,37,0,,SPT_1850,1.005,0.007,0.085,0.014,37,0,37,0,-0.022,72,1.05,0.29742,,pseudo,FALSE
774,SPT_1851,0.992,0.005,0.072,0.005,,192,0,192,0,,SPT_1851,0.997,0.006,0.079,0.006,183,0,183,0,-0.005,373,0.684,0.49442,,MerR-family transcriptional regulator,FALSE
120,SPT_1852,1.061,0.013,0.116,0.037,,10,0,10,0,,SPT_1852,1.054,0.01,0.098,0.031,10,0,10,0,0.006,18,0.132,0.89664,,transposase,FALSE
826,SPT_1854,1.005,0.007,0.086,0.009,,97,0,97,0,,SPT_1854,0.987,0.008,0.087,0.009,95,0,95,0,0.018,190,1.416,0.15827,,pseudo,FALSE
1623,SPT_1855,1.033,0.003,0.055,0.028,groEL,4,0,4,0,,SPT_1855,1.019,0,0.018,0.01,3,0,3,0,0.014,5,0.478,0.65253,,chaperonin GroEL,FALSE
285,SPT_1856,0.694,0.054,0.233,0.104,groES,5,0,5,0,,SPT_1856,0.561,0.206,0.454,0.203,5,1,4,0,0.133,8,0.581,0.5773,,chaperonin GroS,FALSE
396,SPT_1857,1.003,0.003,0.055,0.01,,29,0,29,0,,SPT_1857,1.006,0.005,0.07,0.013,29,0,29,0,-0.003,56,0.19,0.85036,,single-strand binding protein family,FALSE
762,SPT_1858,1.012,0.005,0.069,0.007,,89,0,89,0,,SPT_1858,1.012,0.005,0.072,0.008,86,0,86,0,0,173,0.017,0.98621,,short chain dehydrogenase/reductase family oxidoreductase,FALSE
627,SPT_1859,1.01,0.01,0.098,0.02,,24,0,24,0,,SPT_1859,1.009,0.003,0.051,0.011,21,0,21,0,0.001,43,0.055,0.95663,,putative tRNA binding domain protein,FALSE
318,SPT_1860,0.995,0.002,0.049,0.008,,34,0,34,0,,SPT_1860,0.981,0.004,0.064,0.011,33,0,33,0,0.014,65,0.983,0.32917,,thioredoxin family protein,FALSE
300,SPT_1861,1.007,0.004,0.06,0.01,,36,0,36,0,,SPT_1861,0.994,0.007,0.086,0.014,36,0,36,0,0.013,70,0.751,0.45526,,hypothetical protein,FALSE
132,SPT_1862,,,,,,,,,,,SPT_1862,,,,,,,,,,,,,,chlorohydrolase,FALSE
126,SPT_1863,1.002,0.003,0.053,0.008,,39,0,39,0,,SPT_1863,0.997,0.004,0.061,0.01,38,0,38,0,0.006,75,0.424,0.67255,,choline binding protein G,FALSE
675,SPT_1864,0.926,0.005,0.073,0.012,,37,0,37,0,,SPT_1864,0.848,0.036,0.189,0.033,33,3,30,0,0.077,68,2.213,0.03029,,hypothetical protein,FALSE
447,SPT_1865,1.013,0.006,0.078,0.012,,42,0,42,0,,SPT_1865,1.003,0.007,0.084,0.013,41,0,41,0,0.01,81,0.556,0.58007,,response regulator of the LytR/AlgR family,FALSE
504,SPT_1866,1.006,0.005,0.07,0.008,,86,0,86,0,,SPT_1866,1.002,0.009,0.093,0.01,86,1,85,0,0.004,170,0.32,0.74922,,PAP2 family protein,FALSE
363,SPT_1867,0.995,0.008,0.089,0.013,,47,0,47,0,,SPT_1867,0.999,0.01,0.1,0.015,47,1,46,0,-0.004,92,0.188,0.85154,,hypothetical protein,FALSE
1032,SPT_1868,1.006,0.005,0.069,0.007,,101,0,101,0,,SPT_1868,1.007,0.005,0.07,0.007,101,0,101,0,0,200,0.048,0.96184,,multidrug resistance protein 3 (P-glycoprotein C),FALSE
822,SPT_1869,0.997,0.004,0.061,0.006,,105,0,105,0,,SPT_1869,0.997,0.007,0.082,0.008,101,0,101,0,0,204,0.041,0.96752,,"ABC transporter, permease protein",FALSE
372,SPT_1870,0.997,0.002,0.049,0.01,,24,0,24,0,,SPT_1870,0.956,0.014,0.117,0.024,24,1,23,0,0.041,46,1.573,0.12261,,MarR family transcriptional regulator,FALSE
717,SPT_1871,0.994,0.012,0.11,0.012,,81,1,80,0,,SPT_1871,0.964,0.015,0.121,0.014,77,1,76,0,0.03,156,1.626,0.10596,,hypothetical protein,FALSE
1416,SPT_1872,1.001,0.007,0.082,0.006,,170,0,170,0,,SPT_1872,1.009,0.007,0.084,0.007,162,0,162,0,-0.008,330,0.892,0.37307,,pneumolysin,FALSE
333,SPT_1873,0.977,0.013,0.114,0.017,,45,1,44,0,,SPT_1873,1.027,0.01,0.102,0.015,44,0,44,0,-0.049,87,2.155,0.03392,,hypothetical protein,FALSE
609,SPT_1874,1.004,0.003,0.054,0.007,,64,0,64,0,,SPT_1874,1.008,0.006,0.075,0.01,61,0,61,0,-0.004,123,0.341,0.73395,,hypothetical protein,FALSE
459,SPT_1875,1.018,0.005,0.074,0.009,,61,0,61,0,,SPT_1875,1.007,0.007,0.081,0.011,58,0,58,0,0.01,117,0.738,0.46194,,hypothetical protein,FALSE
132,SPT_1876,,,,,,,,,,,SPT_1876,,,,,,,,,,,,,,mobile genetic element,FALSE
264,SPT_1877,,,,,,,,,,,SPT_1877,,,,,,,,,,,,,,mobile genetic element,FALSE
834,SPT_1878,0.99,0.008,0.088,0.008,,129,0,129,0,,SPT_1878,1.001,0.007,0.081,0.007,122,0,122,0,-0.011,249,1.05,0.29488,,hypothetical protein,FALSE
1062,SPT_1879,0.992,0.006,0.08,0.006,,179,0,179,0,,SPT_1879,0.993,0.009,0.095,0.007,172,1,171,0,-0.001,349,0.095,0.92435,,"ABC transporter, substrate-binding protein",FALSE
1005,SPT_1880,0.992,0.007,0.085,0.007,,164,0,164,0,,SPT_1880,1.001,0.007,0.081,0.007,155,0,155,0,-0.009,317,0.943,0.34625,,spermidine/putrescine import ATP-binding protein PotA,FALSE
2200,SPT_1881,0.995,0.005,0.073,0.003,,466,0,466,0,,SPT_1881,0.999,0.009,0.094,0.004,452,3,449,0,-0.004,916,0.708,0.47913,,pseudo,FALSE
600,SPT_1884,0.981,0.005,0.072,0.007,,108,0,108,0,,SPT_1884,0.999,0.011,0.105,0.01,107,0,107,0,-0.018,213,1.483,0.13943,,hydrolase,FALSE
2028,SPT_1885,0.956,0.008,0.09,0.005,,291,0,291,0,,SPT_1885,0.93,0.015,0.123,0.007,269,4,265,0,0.027,558,2.905,0.00382,,"transcriptional regulator, LacI family protein",FALSE
132,SPT_1886,,,,,,,,,,,SPT_1886,,,,,,,,,,,,,,mobile genetic element,FALSE
264,SPT_1887,,,,,,,,,,,SPT_1887,,,,,,,,,,,,,,mobile genetic element,FALSE
261,SPT_1888,1.019,0.005,0.072,0.013,,30,0,30,0,,SPT_1888,0.993,0.006,0.075,0.014,30,0,30,0,0.026,58,1.393,0.16888,,hypothetical protein,FALSE
552,SPT_1889,1,0.006,0.075,0.007,,106,0,106,0,,SPT_1889,1.016,0.01,0.102,0.01,101,0,101,0,-0.017,205,1.326,0.18645,,hypothetical protein,FALSE
198,SPT_1890,1.018,0.004,0.062,0.012,,28,0,28,0,,SPT_1890,1.025,0.004,0.059,0.012,25,0,25,0,-0.007,51,0.434,0.6661,,hypothetical protein,FALSE
795,SPT_1891,1.019,0.006,0.081,0.007,,138,0,138,0,,SPT_1891,1.02,0.006,0.077,0.007,135,0,135,0,-0.001,271,0.098,0.92219,,hypothetical protein,FALSE
426,SPT_1892,1.009,0.007,0.085,0.009,,100,0,100,0,,SPT_1892,1.008,0.006,0.078,0.008,96,0,96,0,0.002,194,0.133,0.89417,,hypothetical protein,FALSE
360,SPT_1893,1.033,0.005,0.069,0.007,,93,0,93,0,,SPT_1893,1.039,0.004,0.063,0.007,87,0,87,0,-0.006,178,0.618,0.53745,,hypothetical protein,FALSE
162,SPT_1894,1.028,0.003,0.056,0.011,,25,0,25,0,,SPT_1894,0.997,0.005,0.07,0.015,22,0,22,0,0.031,45,1.637,0.1087,,"type II restriction-modification system regulatory protein, putative",FALSE
957,SPT_1895,1.117,0.005,0.068,0.006,,118,0,118,0,,SPT_1895,1.045,0.006,0.081,0.008,105,0,105,0,0.071,221,7.113,0,,autolysin (N-acetylmuramoyl-L-alanine amidase) (Mureinhydrolase) (Mucopeptide aminohydrolase) (Cell wall hydrolase),FALSE
114,SPT_1896,0.999,0.017,0.131,0.022,,34,0,34,0,,SPT_1896,1.016,0.008,0.087,0.015,33,0,33,0,-0.018,65,0.647,0.51983,,hypothetical protein,FALSE
1371,SPT_1897,0.975,0.007,0.083,0.006,,179,0,179,0,,SPT_1897,0.981,0.008,0.089,0.007,168,0,168,0,-0.006,345,0.646,0.51891,,MATE efflux family protein DinF,FALSE
1167,SPT_1898,1.007,0.001,0.033,0.024,recA,2,0,2,0,,SPT_1898,1.024,0,0,0,1,0,1,0,-0.017,1,0.736,0.59605,,recombinase A,FALSE
1257,SPT_1899,0.989,0.006,0.075,0.007,,121,0,121,0,,SPT_1899,0.966,0.009,0.096,0.009,114,1,113,0,0.022,233,1.994,0.04737,,"competence/damage-inducible protein CinA N- domain, putative",FALSE
1017,SPT_1900,0.517,0.163,0.404,0.084,,23,12,11,0,,SPT_1900,0.527,0.165,0.406,0.105,15,10,5,0,-0.01,36,0.072,0.94274,,regulator of lytrabc operon,FALSE
519,SPT_1901,0.896,0.047,0.216,0.027,,66,6,60,0,,SPT_1901,0.911,0.039,0.197,0.024,65,6,59,0,-0.016,129,0.436,0.66358,,"acetyltransferase, gnat family",FALSE
444,SPT_1902,0.685,0.036,0.191,0.026,,53,2,51,0,,SPT_1902,0.644,0.071,0.267,0.039,46,8,38,0,0.042,97,0.882,0.38017,,hypothetical protein,FALSE
621,SPT_1903,0.922,0.008,0.09,0.009,,92,0,92,0,,SPT_1903,0.926,0.008,0.087,0.009,91,0,91,0,-0.004,181,0.296,0.76727,,"lipoprotein, putative",FALSE
864,SPT_1904,0.975,0.005,0.069,0.005,,224,0,224,0,,SPT_1904,1.004,0.007,0.084,0.006,215,0,215,0,-0.029,437,3.896,0.00011,,"transcriptional regulator PlcR, putative",FALSE
171,SPT_1905,0.994,0.008,0.091,0.018,,25,0,25,0,,SPT_1905,1.012,0.018,0.134,0.027,25,1,24,0,-0.018,48,0.552,0.58354,,hypothetical protein,FALSE
120,SPT_1906,0.972,0.003,0.059,0.03,,4,0,4,0,,SPT_1906,0.949,0.002,0.047,0.021,5,0,5,0,0.022,7,0.618,0.55592,,hypothetical protein,FALSE
315,SPT_1907,0.998,0.004,0.062,0.01,,37,0,37,0,,SPT_1907,1,0.004,0.061,0.01,34,0,34,0,-0.002,69,0.145,0.88512,,conjugative transposon protein,FALSE
384,SPT_1908,0.998,0.004,0.064,0.008,,70,0,70,0,,SPT_1908,0.993,0.006,0.075,0.009,65,0,65,0,0.005,133,0.432,0.66669,,conjugative transposon protein,FALSE
1386,SPT_1909,0.998,0.005,0.071,0.005,,246,0,246,0,,SPT_1909,1.007,0.006,0.078,0.005,239,0,239,0,-0.01,483,1.41,0.15919,,putative otitis media-associated H10,FALSE
1206,SPT_1910,0.991,0.005,0.071,0.005,,173,0,173,0,,SPT_1910,0.985,0.007,0.086,0.007,171,0,171,0,0.006,342,0.748,0.45483,,"transcriptional regulator, Cro/CI family",FALSE
222,SPT_1911,0.987,0.003,0.056,0.008,,48,0,48,0,,SPT_1911,1,0.005,0.069,0.01,44,0,44,0,-0.013,90,0.984,0.32758,,hypothetical protein,FALSE
498,SPT_1912,0.997,0.005,0.074,0.008,,97,0,97,0,,SPT_1912,0.978,0.007,0.082,0.008,94,0,94,0,0.019,189,1.671,0.09632,,conjugative transposon protein,FALSE
507,SPT_1913,0.993,0.005,0.07,0.008,,76,0,76,0,,SPT_1913,0.994,0.006,0.075,0.009,74,0,74,0,0,148,0.041,0.96762,,conjugative transposon membrane protein,FALSE
2448,SPT_1914,0.999,0.005,0.073,0.003,,453,0,453,0,,SPT_1914,1.004,0.006,0.079,0.004,436,0,436,0,-0.005,887,0.979,0.32774,,conjugative transposon protein,FALSE
2178,SPT_1915,1.002,0.005,0.068,0.004,,360,0,360,0,,SPT_1915,0.999,0.006,0.08,0.004,352,0,352,0,0.003,710,0.597,0.55051,,conjugative transposon membrane protein,FALSE
1002,SPT_1916,1.012,0.004,0.061,0.004,,195,0,195,0,,SPT_1916,1.007,0.004,0.064,0.005,191,0,191,0,0.005,384,0.792,0.42903,,NLP/P60 family protein,FALSE
933,SPT_1917,1.007,0.004,0.064,0.004,,209,0,209,0,,SPT_1917,1.008,0.005,0.074,0.005,203,0,203,0,0,410,0.018,0.98544,,conjugative transposon protein,FALSE
