Pos size,Gene,mean-2394-Gluc_eII,var-2394-Gluc_eII,sd-2394-Gluc_eII,se-2394-Gluc_eII,gene,Total-2394-Gluc_eII,Blank-2394-Gluc_eII,Not Blank-2394-Gluc_eII,Blank Removed-2394-Gluc_eII,M,locus-2394,mean.2394.Vanc.eIV,var-2394-Vanc_eIV,sd-2394-Vanc_eIV,se-2394-Vanc_eIV,gene,Total-2394-Vanc_eIV,Blank-2394-Vanc_eIV,Not Blank-2394-Vanc_eIV,Blank Removed-2394-Vanc_eIV,M,Value,Df,TDIST,p-value,Significance,Common Name,TIMS-CATEGORY,What to do/What they are,Sig
1306,SP_1905,0.1,0.1,X,X,,,,,M,,SP_1905,0.1,0.1,X,X,,,,,M,,,,,,,"IS1167, transposase, interruption",,REMOVE,FALSE
1622,SP_1906,0.1,0.1,X,X,groEL,,,,,,SP_1906,0.1,0.1,X,X,groEL,,,,,,,,,,,"chaperonin, 60 kDa",TRANSCRIPTION AND TRANSLATION,LIKELYESSENTIAL,FALSE
284,SP_1907,0.1,0.1,X,X,groES,,,,,,SP_1907,0.1,0.1,X,X,groES,,,,,,,,,,,"chaperonin, 10 kDa",TRANSCRIPTION AND TRANSLATION,NO-PHENOTYPE,FALSE
395,SP_1908,1.066,0.004,0.064,0.017,,14,0,14,0,,SP_1908,1.067532009,0.009678634,0.098380048,0.026293174,,14,0,14,0,,-0.001,26,0.033,0.97362,,single-strand DNA-binding protein,"DNA REPLICATION, REPAIR AND RECOMBINATION",NO-PHENOTYPE,FALSE
761,SP_1909,1.018,0.006,0.078,0.016,,24,0,24,0,,SP_1909,1.06035839,0.010635425,0.103128198,0.02062564,,25,0,25,0,,-0.042,47,1.617,0.11255,,"oxidoreductase, short chain dehydrogenase/reductase family",UNKNOWN,VIVO,FALSE
626,SP_1910,0.979,0.006,0.077,0.021,,14,0,14,0,,SP_1910,1.085430321,0.009594087,0.09794941,0.026178081,,14,0,14,0,,-0.106,26,3.19,0.00369,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
317,SP_1911,1.029,0.005,0.072,0.025,,8,0,8,0,,SP_1911,0.978858734,0.008761471,0.093602728,0.033093562,,8,0,8,0,,0.05,14,1.207,0.24746,,putative thioredoxin,UNKNOWN,NO-PHENOTYPE,FALSE
299,SP_1912,1.029,0.006,0.08,0.03,,7,0,7,0,,SP_1912,0.980344334,0.012578262,0.112152852,0.039652021,,8,0,8,0,,0.049,13,0.977,0.34618,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
302,SP_1913,0.994,0.004,0.064,0.015,,19,0,19,0,,SP_1913,1.017541947,0.011596702,0.107687983,0.024705318,,19,0,19,0,,-0.024,36,0.824,0.41524,,"cspC-related protein, authentic point mutation",VARIOUS,VIVO,FALSE
674,SP_1914,0.855,0.035,0.187,0.047,,16,1,15,0,,SP_1914,0.798376974,0.080712571,0.284099579,0.073354196,,15,0,15,0,,0.057,29,0.651,0.52012,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
449,SP_1915,1.034,0.005,0.07,0.022,,10,0,10,0,,SP_1915,1.110846137,0.010115359,0.100575143,0.031804653,,10,0,10,0,,-0.077,18,1.982,0.06294,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
503,SP_1916,1.005,0.004,0.064,0.018,,12,0,12,0,,SP_1916,1.056349712,0.01070869,0.103482802,0.029872912,,12,0,12,0,,-0.051,22,1.456,0.15948,,PAP2 family protein,UNKNOWN,NO-PHENOTYPE,FALSE
362,SP_1917,0.96,0.012,0.109,0.029,,14,0,14,0,,SP_1917,0.884221411,0.042937826,0.207214444,0.05538039,,14,0,14,0,,0.076,26,1.215,0.23542,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1031,SP_1918,1.018,0.004,0.066,0.011,,36,0,36,0,,SP_1918,1.058415423,0.007804945,0.088345601,0.014724267,,36,0,36,0,,-0.04,70,2.194,0.03159,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
821,SP_1919,1.007,0.003,0.059,0.01,,32,0,32,0,,SP_1919,1.038144806,0.011491057,0.10719635,0.019253033,,31,0,31,0,,-0.031,61,1.423,0.15981,,"ABC transporter, permease protein",TRANSPORT,VIVO,FALSE
449,SP_1920,0.981,0.008,0.091,0.026,,12,0,12,0,,SP_1920,1.016852926,0.012425558,0.111469989,0.032178614,,12,0,12,0,,-0.036,22,0.871,0.39321,,"transcriptional regulator, MarR family",REGULATOR,NO-PHENOTYPE,FALSE
95,SP_1921,1.028,0.002,0.04,0.028,,2,0,2,0,,SP_1921,1.076308567,0.000139078,0.011793132,0.008339004,,2,0,2,0,,-0.048,2,1.633,0.24398,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
716,SP_1922,0.968,0.005,0.068,0.023,,9,0,9,0,,SP_1922,0.913341614,0.00558163,0.074710305,0.022526004,,11,0,11,0,,0.054,18,1.704,0.10565,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
1415,SP_1923,1.012,0.004,0.063,0.01,,39,0,39,0,,SP_1923,1.070434131,0.011774616,0.108510901,0.01737565,,39,0,39,0,,-0.059,76,2.928,0.0045,,pneumolysin,VARIOUS,VIVO,FALSE
410,SP_1924,0.988,0.005,0.068,0.014,,23,0,23,0,,SP_1924,1.105348585,0.016821459,0.129697567,0.026474405,,24,0,24,0,,-0.118,45,3.919,0.0003,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
608,SP_1925,1.01,0.005,0.07,0.017,,16,0,16,0,,SP_1925,1.062487596,0.015693638,0.12527425,0.031318563,,16,0,16,0,,-0.052,30,1.457,0.15557,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
476,SP_1926,0.994,0.003,0.051,0.014,,14,0,14,0,,SP_1926,1.011103186,0.018152173,0.13473,0.036008107,,14,0,14,0,,-0.017,26,0.446,0.65902,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
389,SP_1927,0.1,0.1,X,X,,,,,,,SP_1927,0.1,0.1,X,X,,,,,,,,,,,,"IS1381, transposase OrfA",,REMOVE,FALSE
389,SP_1928,0.1,0.1,X,X,,,,,,,SP_1928,0.1,0.1,X,X,,,,,,,,,,,,"IS1381, transposase OrfB",,REMOVE,FALSE
98,SP_1929,0.1,0.1,X,X,,,,,,,SP_1929,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
260,SP_1930,1.03,0.002,0.045,0.023,,4,0,4,0,,SP_1930,1.09328724,0.002076169,0.045564996,0.022782498,,4,0,4,0,,-0.063,6,1.962,0.09738,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
554,SP_1931,0.988,0.004,0.064,0.011,,36,0,36,0,,SP_1931,1.042616728,0.008973948,0.094730923,0.015788487,,36,0,36,0,,-0.055,70,2.877,0.00532,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
98,SP_1932,0.1,0.1,X,X,,,,,,,SP_1932,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
794,SP_1933,0.999,0.008,0.092,0.013,,48,0,48,0,,SP_1933,1.036862431,0.020738152,0.14400747,0.020785688,,48,0,48,0,,-0.038,94,1.551,0.12418,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
425,SP_1934,1.008,0.004,0.062,0.01,,42,0,42,0,,SP_1934,1.011216787,0.011553793,0.10748857,0.016585846,,42,0,42,0,,-0.004,82,0.193,0.84766,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
359,SP_1935,1.018,0.004,0.062,0.014,,20,0,20,0,,SP_1935,1.047254962,0.01617948,0.127198584,0.028442468,,20,0,20,0,,-0.029,38,0.931,0.35793,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
161,SP_1936,1.002,0.008,0.087,0.039,,5,0,5,0,,SP_1936,0.997136123,0.002780678,0.05273213,0.021527802,,6,0,6,0,,0.005,9,0.114,0.91203,,putative type II restriction-modification system regulatory protein,REGULATOR,PHENOTYPED,FALSE
956,SP_1937,1.051,0.005,0.068,0.013,,27,0,27,0,,SP_1937,1.092076549,0.01729449,0.131508518,0.024852774,,28,0,28,0,,-0.041,53,1.454,0.15189,,autolysin,CELL WALL METABOLISM,PHENOTYPED,FALSE
113,SP_1938,0.937,0.01,0.099,0.022,,20,0,20,0,,SP_1938,0.998470582,0.011439302,0.106954672,0.023915792,,20,0,20,0,,-0.062,38,1.893,0.06605,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
1370,SP_1939,0.957,0.005,0.069,0.01,,48,0,48,0,,SP_1939,1.021635378,0.012484297,0.111733149,0.015961878,,49,0,49,0,,-0.064,95,3.414,0.00094,,MATE efflux family protein DinF,TRANSPORT,PHENOTYPED,FALSE
1166,SP_1940,0.988,0.011,0.103,0.06,recA,3,0,3,0,,SP_1940,1.038432487,0.002065636,0.04544927,0.026240148,recA,3,0,3,0,,-0.05,4,0.774,0.48217,,recA protein,"DNA REPLICATION, REPAIR AND RECOMBINATION",ESSENTIAL,FALSE
1256,SP_1941,0.992,0.008,0.089,0.014,,39,0,39,0,,SP_1941,1.002726012,0.027454294,0.165693373,0.026198423,,40,1,39,0,,-0.011,77,0.362,0.71862,,competence/damage-inducible protein CinA,VARIOUS,NO-PHENOTYPE,FALSE
1016,SP_1942,0.1,0.1,X,X,,,,,,,SP_1942,0.1,0.1,X,X,,,,,,,,,,,,putative transcriptional regulator,REGULATOR,CORE,FALSE
518,SP_1943,0.969,0.007,0.083,0.022,,15,0,15,0,,SP_1943,0.835738775,0.07606547,0.275799692,0.071211174,,15,0,15,0,,0.133,28,1.791,0.08414,,"acetyltransferase, GNAT family",VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
443,SP_1944,0.1,0.1,X,X,,1,1,0,0,,SP_1944,0.1,0.1,X,X,,1,1,0,0,,,,,,,conserved hypothetical protein TIGR00150,UNKNOWN,CORE,FALSE
620,SP_1945,0.984,0.007,0.081,0.012,,44,0,44,0,,SP_1945,0.967832081,0.018535488,0.136145098,0.020524646,,44,0,44,0,,0.017,86,0.694,0.48958,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
863,SP_1946,0.987,0.004,0.062,0.008,,55,0,55,0,,SP_1946,1.00474168,0.010550601,0.10271612,0.013487287,,58,0,58,0,,-0.018,111,1.12,0.26514,,putative transcriptional regulator PlcR,REGULATOR,VIVO,FALSE
170,SP_1947,1.018,0.003,0.051,0.018,,8,0,8,0,,SP_1947,1.002892849,0.005332262,0.073022336,0.025817294,,8,0,8,0,,0.015,14,0.485,0.63502,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
224,SP_1948,0.993,0.009,0.096,0.026,,14,0,14,0,,SP_1948,0.939627649,0.00823527,0.090748388,0.023431133,,15,0,15,0,,0.053,27,1.523,0.13929,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
188,SP_1949,1.002,0.004,0.062,0.017,,14,0,14,0,,SP_1949,1.056882191,0.012011756,0.109598156,0.029291339,,14,0,14,0,,-0.055,26,1.632,0.1147,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
2990,SP_1950,1.009,0.006,0.08,0.005,,225,0,225,0,,SP_1950,1.019564622,0.016746861,0.129409662,0.008551631,,229,0,229,0,,-0.01,452,1.013,0.31159,,putative bacteriocin formation protein,CELL WALL METABOLISM,NO-PHENOTYPE,FALSE
704,SP_1951,1.006,0.007,0.085,0.011,,64,0,64,0,,SP_1951,1.070479288,0.012842623,0.113325295,0.013742711,,68,0,68,0,,-0.064,130,3.704,0.00031,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
929,SP_1952,1.007,0.006,0.078,0.008,,90,0,90,0,,SP_1952,1.037845749,0.011407463,0.106805725,0.011258312,,90,0,90,0,,-0.031,178,2.244,0.0261,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
2096,SP_1953,1.01,0.008,0.091,0.005,,309,0,309,0,,SP_1953,1.046809238,0.014699118,0.12123992,0.006704583,,327,0,327,0,,-0.037,634,4.333,0.00002,,"toxin secretion ABC transporter, permease/ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
1403,SP_1954,1.03,0.005,0.072,0.007,,99,0,99,0,,SP_1954,1.07924897,0.014258574,0.119409273,0.011765745,,103,2,101,0,,-0.049,200,3.58,0.00043,,"serine protease, subtilase family",UNKNOWN,NO-PHENOTYPE,FALSE
311,SP_1955,1.033,0.005,0.069,0.012,,34,0,34,0,,SP_1955,1.065699676,0.02106318,0.145131594,0.023859487,,37,0,37,0,,-0.033,69,1.231,0.22238,,hypothetical protein,UNKNOWN,VIVO,FALSE
767,SP_1956,1.016,0.007,0.083,0.012,,51,0,51,0,,SP_1956,1.094020819,0.022379412,0.149597501,0.020745441,,52,0,52,0,,-0.078,101,3.299,0.00134,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
632,SP_1957,0.958,0.008,0.088,0.028,,10,0,10,0,,SP_1957,1.010336866,0.006034243,0.077680391,0.023421519,,11,0,11,0,,-0.052,19,1.437,0.16695,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
161,SP_1958,0.968,0.011,0.106,0.024,,19,0,19,0,,SP_1958,1.03031805,0.025851994,0.160785554,0.036886736,,19,0,19,0,,-0.062,36,1.414,0.16592,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
413,SP_1959,0.993,0.002,0.04,0.02,ndk,4,0,4,0,,SP_1959,1.006864716,0.001596873,0.039960898,0.019980449,ndk,4,0,4,0,,-0.014,6,0.489,0.64226,,nucleoside diphosphate kinase,NUCLEOTIDE METABOLSIM,VIVO,FALSE
3677,SP_1960,0.807,0.059,0.244,0.099,,6,1,5,0,,SP_1960,0.753411546,0.064647669,0.254259058,0.103800826,,6,1,5,0,,0.054,10,0.376,0.71484,,"DNA-directed RNA polymerase, beta subunit","DNA REPLICATION, REPAIR AND RECOMBINATION",LIKELYESSENTIAL,FALSE
3611,SP_1961,0.463,0,0,0,rpoB,1,0,1,0,,SP_1961,0.1,0.1,X,X,rpoB,2,2,0,0,,,,,,,"DNA-directed RNA polymerase, beta subunit","DNA REPLICATION, REPAIR AND RECOMBINATION",LIKELYESSENTIAL,FALSE
107,SP_1962,1.009,0.005,0.07,0.028,,6,0,6,0,,SP_1962,1.028304987,0.011582728,0.107623083,0.04393694,,6,0,6,0,,-0.019,10,0.369,0.71979,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1331,SP_1963,1.005,0.004,0.067,0.008,,70,0,70,0,,SP_1963,1.071869956,0.008360023,0.091433164,0.011007259,,69,0,69,0,,-0.067,137,4.92,0,,CBS domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
824,SP_1964,0.994,0.004,0.062,0.013,,24,0,24,0,,SP_1964,1.182991457,0.008447613,0.091910899,0.018761234,,24,0,24,0,,-0.188,46,8.346,0,,DNA-entry nuclease,"DNA REPLICATION, REPAIR AND RECOMBINATION",NO-PHENOTYPE,FALSE
206,SP_1965,0.979,0.005,0.072,0.024,,9,0,9,0,,SP_1965,1.219567356,0.010647813,0.103188241,0.03439608,,9,0,9,0,,-0.241,16,5.736,0.00003,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1283,SP_1966,1.026,0.005,0.073,0.01,,50,0,50,0,,SP_1966,1.118042416,0.011266582,0.106144156,0.015011051,,50,0,50,0,,-0.092,98,5.066,0,,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
1037,SP_1967,1.024,0.006,0.08,0.011,,56,0,56,0,,SP_1967,1.226715034,0.017119664,0.130842132,0.017330464,,57,0,57,0,,-0.203,111,9.975,0,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
488,SP_1968,0.1,0.1,X,X,coaD,,,,,,SP_1968,0.1,0.1,X,X,coaD,,,,,,,,,,,phosphopantetheine adenylyltransferase,VARIOUS METABOLISM AND BIOSYNTHESIS,LIKELYESSENTIAL,FALSE
539,SP_1969,0.1,0.1,X,X,,,,,,,SP_1969,0.1,0.1,X,X,,,,,,,,,,,,putative type II DNA modification methyltransferase,VARIOUS,ESSENTIAL,FALSE
992,SP_1970,1,0.006,0.075,0.014,,27,0,27,0,,SP_1970,0.961794648,0.025040966,0.158243375,0.030453952,,27,0,27,0,,0.038,52,1.125,0.26575,,aspartate--ammonia ligase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
164,SP_1971,0.948,0.029,0.169,0.049,,12,0,12,0,,SP_1971,1.032550399,0.030208227,0.17380514,0.050173222,,12,0,12,0,,-0.085,22,1.208,0.2398,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
707,SP_1972,0.994,0.014,0.119,0.024,,24,0,24,0,,SP_1972,1.048545294,0.016460114,0.128296974,0.025659395,,25,0,25,0,,-0.055,47,1.545,0.12899,,membrane protein,UNKNOWN,VIVO,FALSE
740,SP_1973,0.97,0.006,0.077,0.011,,46,0,46,0,,SP_1973,0.993827611,0.014911114,0.122111073,0.018004296,,46,0,46,0,,-0.023,90,1.105,0.27224,,spoU rRNA Methylase family protein,TRANSCRIPTION AND TRANSLATION,PHENOTYPED,FALSE
278,SP_1974,1.017,0.002,0.041,0.021,,4,0,4,0,,SP_1974,1.041211941,0.002996554,0.05474079,0.027370395,,4,0,4,0,,-0.024,6,0.709,0.50475,,acylphosphatase,CARBOHYDRATE METABOLISM,VIVO,FALSE
926,SP_1975,0.1,0.1,X,X,,1,1,0,0,,SP_1975,0.1,0.1,X,X,,,,,,,,,,,,SpoIIIJ family protein,TRANSPORT,LIKELYESSENTIAL,FALSE
794,SP_1976,0.937,0.044,0.211,0.075,,8,0,8,0,,SP_1976,0.926492425,0.043565208,0.208722801,0.073794654,,8,0,8,0,,0.01,14,0.099,0.92276,,pyruvate formate-lyase-activating enzyme,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
104,SP_1977,0.1,0.1,X,X,,,,,,,SP_1977,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1250,SP_1978,1.008,0.006,0.078,0.01,,63,0,63,0,,SP_1978,1.007610535,0.015704565,0.125317856,0.015788566,,63,0,63,0,,0,124,0.018,0.98555,,diaminopimelate decarboxylase,AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
827,SP_1979,0.978,0.006,0.081,0.012,,44,0,44,0,,SP_1979,0.950915907,0.014416069,0.120066936,0.018310036,,43,0,43,0,,0.027,85,1.233,0.2208,,pur operon repressor,REGULATOR,PHENOTYPED,FALSE
926,SP_1980,0.952,0.018,0.136,0.03,,21,0,21,0,,SP_1980,0.911298519,0.047867249,0.218785852,0.047742987,,21,0,21,0,,0.04,40,0.718,0.47671,,cmp-binding-factor 1,UNKNOWN,PHENOTYPED,FALSE
1256,SP_1981,0.772,0.035,0.188,0.042,,20,1,19,0,,SP_1981,0.639969824,0.052770464,0.229718227,0.052700976,,19,1,18,0,,0.132,37,1.96,0.05758,,competence-induced protein Ccs50,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
683,SP_1982,0.899,0.03,0.173,0.036,,23,2,21,0,,SP_1982,0.951473782,0.054308986,0.233042884,0.0485928,,23,1,22,0,,-0.053,44,0.874,0.38687,,thiamine pyrophosphokinase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
878,SP_1984,0.1,0.1,X,X,,,,,,,SP_1984,0.1,0.1,X,X,,,,,,,,,,,,ribosome small subunit-dependent GTPase A,TRANSCRIPTION AND TRANSLATION,ESSENTIAL,FALSE
839,SP_1985,0.765,0.003,0.054,0.038,ksgA,2,0,2,0,,SP_1985,0.455093412,0.02294804,0.151486105,0.067746646,ksgA,5,1,4,0,,0.31,5,3.984,0.01049,,dimethyladenosine transferase,TRANSCRIPTION AND TRANSLATION,LIKELYESSENTIAL,FALSE
314,SP_1986,1.004,0.003,0.052,0.015,,12,0,12,0,,SP_1986,1.007800705,0.018870118,0.13736855,0.039654885,,12,0,12,0,,-0.004,22,0.099,0.92204,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
641,SP_1987,0.959,0.004,0.06,0.013,,21,0,21,0,,SP_1987,1.004598446,0.026309115,0.162200848,0.035395127,,21,0,21,0,,-0.046,40,1.215,0.23149,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
2033,SP_1988,0.973,0.007,0.081,0.008,,101,0,101,0,,SP_1988,0.982663673,0.016896777,0.129987604,0.012870691,,102,0,102,0,,-0.009,201,0.621,0.53506,,putative immunity protein,TRANSPORT,PHENOTYPED,FALSE
899,SP_1989,0.99,0.005,0.073,0.009,,60,0,60,0,,SP_1989,1.053464412,0.012300484,0.110907547,0.014318103,,60,0,60,0,,-0.064,118,3.702,0.00033,,putative transcriptional regulator PlcR,REGULATOR,PHENOTYPED,FALSE
560,SP_1990,0.1,0.1,X,X,,,,,,,SP_1990,0.1,0.1,X,X,,,,,,,,,,,,primase-related protein,"DNA REPLICATION, REPAIR AND RECOMBINATION",ESSENTIAL,FALSE
773,SP_1991,0.993,0.002,0.049,0.01,,26,0,26,0,,SP_1991,1.044976178,0.007830881,0.088492265,0.017354761,,26,0,26,0,,-0.052,50,2.63,0.01131,,putative hydrolase,UNKNOWN,NO-PHENOTYPE,FALSE
665,SP_1992,0.98,0.005,0.071,0.014,,26,0,26,0,,SP_1992,1.019383328,0.008734266,0.093457292,0.018328483,,26,0,26,0,,-0.039,50,1.695,0.09622,,cell wall surface anchor family protein,VARIOUS,VIVO,FALSE
134,SP_1993,0.1,0.1,X,X,rpmH,,,,,,SP_1993,0.1,0.1,X,X,rpmH,,,,,,,,,,,ribosomal protein L34,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
1214,SP_1994,0.74,0.187,0.432,0.13,,11,5,6,0,,SP_1994,0.666915639,0.262393263,0.512243363,0.142070747,,13,8,5,0,,0.073,22,0.381,0.70721,,"aminotransferase, class I",AMINO ACID METABOLSIM,CORE,FALSE
410,SP_1995,0.978,0.004,0.064,0.01,,38,0,38,0,,SP_1995,1.023894708,0.012666495,0.112545522,0.018257295,,38,0,38,0,,-0.046,74,2.198,0.0311,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
452,SP_1996,1.011,0.003,0.052,0.014,,14,0,14,0,,SP_1996,1.095863842,0.0110817,0.105269654,0.028134498,,14,0,14,0,,-0.085,26,2.694,0.0122,,universal stress protein family,VARIOUS,VIVO,FALSE
1388,SP_1997,1.013,0.006,0.077,0.013,,33,0,33,0,,SP_1997,1.086532736,0.018148654,0.134716939,0.023103764,,34,0,34,0,,-0.073,65,2.75,0.00771,,Cof family protein,UNKNOWN,VIVO,FALSE
962,SP_1998,0.908,0.008,0.09,0.023,,15,0,15,0,,SP_1998,0.846670754,0.035977164,0.189676471,0.048974254,,15,0,15,0,,0.062,28,1.139,0.26449,,putative L-asparaginase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
1010,SP_1999,0.921,0.003,0.051,0.029,,3,0,3,0,,SP_1999,1.082626947,0.003094325,0.055626653,0.032116063,,3,0,3,0,,-0.162,4,3.714,0.02059,,catabolite control protein A,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
599,SP_2000,0.994,0.023,0.151,0.028,,29,1,28,0,,SP_2000,1.062584953,0.017459087,0.132132839,0.023731758,,31,0,31,0,,-0.069,58,1.866,0.06705,,DNA-binding response regulator,REGULATOR,NO-PHENOTYPE,FALSE
1097,SP_2001,1.01,0.013,0.116,0.019,,38,0,38,0,,SP_2001,1.024177484,0.030262254,0.173960494,0.028598929,,37,1,36,0,,-0.014,73,0.412,0.68188,,putative sensor histidine kinase,REGULATOR,VIVO,FALSE
737,SP_2002,0.959,0.004,0.065,0.012,,29,0,29,0,,SP_2002,0.997901289,0.005988036,0.077382398,0.014369551,,29,0,29,0,,-0.039,56,2.059,0.04411,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
884,SP_2003,1.002,0.003,0.058,0.014,,16,0,16,0,,SP_2003,1.119604618,0.009143156,0.095619849,0.023904962,,16,0,16,0,,-0.117,30,4.202,0.00022,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
194,SP_2004,0.1,0.1,X,X,,,,,,,SP_2004,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
131,SP_2005,0.1,0.1,X,X,,,,,,,SP_2005,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
479,SP_2006,0.1,0.1,X,X,,,,,,,SP_2006,0.1,0.1,X,X,,,,,,,,,,,,transcriptional regulator ComX2,REGULATOR,REMOVE,FALSE
536,SP_2007,0.859,0.006,0.08,0.025,nusG,10,0,10,0,,SP_2007,0.753212565,0.133470148,0.365335665,0.115529281,nusG,10,0,10,0,,0.105,18,0.891,0.38443,,transcription antitermination protein NusG,TRANSCRIPTION AND TRANSLATION,CORE,FALSE
176,SP_2008,0.1,0.1,X,X,secE,,,,,,SP_2008,0.1,0.1,X,X,secE,,,,,,,,,,,"putative preprotein translocase, SecE subunit",TRANSPORT,ESSENTIAL,FALSE
152,SP_2009,0.92,0.001,0.034,0.024,rpmG,2,0,2,0,,SP_2009,0.839959968,0.017965488,0.134035399,0.094777339,rpmG,2,0,2,0,,0.08,2,0.814,0.50102,,ribosomal protein L33,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
2195,SP_2010,0.963,0.008,0.088,0.01,,72,0,72,0,,SP_2010,0.973974955,0.023030253,0.151757217,0.017761839,,73,1,72,0,,-0.011,143,0.541,0.58942,,penicillin-binding protein 2A,CELL WALL METABOLISM,PHENOTYPED,FALSE
875,SP_2011,1.012,0.007,0.083,0.014,,37,0,37,0,,SP_2011,0.977861375,0.017856845,0.133629507,0.021968556,,37,0,37,0,,0.034,72,1.302,0.19704,,"ribosomal large subunit pseudouridine synthase, RluD subfamily",TRANSCRIPTION AND TRANSLATION,NO-PHENOTYPE,FALSE
1007,SP_2012,0.1,0.1,X,X,,,,,,,SP_2012,0.1,0.1,X,X,,,,,,,,,,,,glyceraldehyde 3-phosphate dehydrogenase,CARBOHYDRATE METABOLISM,ESSENTIAL,FALSE
980,SP_2013,0.986,0.004,0.061,0.01,,41,0,41,0,,SP_2013,0.981476538,0.011038135,0.10506253,0.016408011,,41,0,41,0,,0.005,80,0.242,0.80969,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
338,SP_2014,0.1,0.1,X,X,,,,,,,SP_2014,0.1,0.1,X,X,,,,,,,,,,,,"IS630-Spn1, transposase Orf2",,REMOVE,FALSE
416,SP_2015,0.1,0.1,X,X,,,,,,,SP_2015,0.1,0.1,X,X,,,,,,,,,,,,"IS630-Spn1, transposase Orf1",,REMOVE,FALSE
872,SP_2016,1.006,0.004,0.065,0.009,,48,0,48,0,,SP_2016,1.004566246,0.012435003,0.111512346,0.015930335,,49,0,49,0,,0.002,95,0.092,0.92706,,nicotinate-nucleotide pyrophosphorylase,VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
1310,SP_2017,1.025,0.007,0.085,0.014,,38,0,38,0,,SP_2017,1.076994657,0.011710246,0.108213889,0.017554611,,38,0,38,0,,-0.052,74,2.339,0.02201,,membrane protein,UNKNOWN,NO-PHENOTYPE,FALSE
