Gene,Tag1,Tag2,Tag3,Category1,Category2,Category3,No..of.Categories,SequenceDiameter,SequencePrevalence,Essential,ExpressionPlasticity,Location.Tag,Gene.Name,Gene.Description
SPT_1736,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.028538004,371,FALSE,0.837014906,Intracellular,trpF,N-(5'-phosphoribosyl)anthranilate isomerase
SPT_1737,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.015461561,371,FALSE,0.72410437,Intracellular,trpC,indole-3-glycerol-phosphate synthase
SPT_1738,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.001374658,371,FALSE,0.945816303,Intracellular,trpD,anthranilate phosphoribosyltransferase
SPT_1740,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.013645863,371,FALSE,1.073800332,Intracellular,trpE,anthranilate synthase component I
SPT_1742,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0,371,FALSE,0.450005045,Intracellular,,
SPT_1746,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.098416633,371,FALSE,1.563786404,Membrane,,
SPT_1747,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.003555678,371,FALSE,1.156210528,NA,,
SPT_1749,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.184681051,371,FALSE,0.671432981,Intracellular,galT1,galactose-1-phosphate uridylyltransferase
SPT_1769,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.184681051,371,FALSE,1.950980024,Intracellular,galT2,galactose-1-phosphate uridylyltransferase
SPT_1752,CELLULAR PROCESSES,NA,NA,Structural proteins,NA,NA,1,0.009898611,370,FALSE,0.667718773,Cell Wall,, Cell wall surface anchor family protein
SPT_1754,METABOLISM,NA,NA,Capsule metabolism,NA,NA,1,0.005391769,371,TRUE,0.51290441,NA,,capsular polysaccharide biosynthesis protein
SPT_1755,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.01265334,371,TRUE,0.795983788,Intracellular,,
SPT_1756,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.012296808,371,FALSE,0.410342132,Membrane,,
SPT_1758,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.114344354,370,FALSE,0.741478157,NA,,
SPT_1759,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.017250369,368,FALSE,1.142916591,NA,,
SPT_1761,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.001979717,371,TRUE,1.083878032,Intracellular,exoA,Exodeoxyribonuclease
SPT_1764,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.008903837,371,FALSE,1.362462887,Intracellular,xpt,Xanthine phosphoribosyltransferase
SPT_1765,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Nucleotide metabolism,NA,2,0.004732018,371,FALSE,0.806592249,Membrane,pbuX,Xanthine permease
SPT_1766,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.003637548,248,FALSE,0.61200189,NA,dpnD,
SPT_1767,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.001541609,248,FALSE,0.852123026,Intracellular,dpnI,Type-2 restriction enzyme DpnI
SPT_1768,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.012432599,370,FALSE,1.393003681,Intracellular,,acyl-CoA thioesterase
SPT_1770,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.008245268,371,FALSE,2.091156525,Intracellular,galK,galactokinase
SPT_1771,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.006905055,369,FALSE,1.743052582,Intracellular,galR,Galactose operon repressor
SPT_1772,METABOLISM,NA,NA,Energy metabolism,NA,NA,1,0.003941382,369,FALSE,0.862008842,Intracellular,,zinc-containing alcohol dehydrogenase
SPT_1773,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.004334728,371,FALSE,1.266291663,Intracellular,,
SPT_1774,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.005917489,371,FALSE,2.975454121,Membrane,,Cation efflux system protein
SPT_1775,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.010501914,371,FALSE,0.855393677,Intracellular,,
SPT_1776,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.023236335,371,FALSE,0.526177667,Membrane,,
SPT_1779,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.007325973,371,FALSE,0.537716689,Membrane,proV,Choline transporter
SPT_1780,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.008865065,371,FALSE,0.501171804,NA,,
SPT_1781,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.011911639,371,FALSE,0.530961343,Intracellular,,
SPT_1782,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.017369256,371,FALSE,0.500367177,NA,,
SPT_1783,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.001740553,371,FALSE,0.327655144,Intracellular,,glutamyl-aminopeptidase
SPT_1785,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.047618891,39,FALSE,3.073288322,NA,,
SPT_1786,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.006682166,371,FALSE,1.817882664,Membrane,,
SPT_1787,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.004031718,371,FALSE,1.820957088,Membrane,,
SPT_1788,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.00339741,371,FALSE,2.31159552,Membrane,,
SPT_1789,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.007468266,371,FALSE,2.12497877,Membrane,,
SPT_1790,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.011924049,371,FALSE,0.616790342,NA,,
SPT_1791,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.001134569,371,FALSE,0.096133569,Intracellular,rluB,ribosomal large subunit pseudouridine synthase B
SPT_1792,CELLULAR PROCESSES,NA,NA,Cell division,NA,NA,1,0.000971367,371,FALSE,0.491487156,Intracellular,scpB,segregation and condensation protein B
SPT_1793,CELLULAR PROCESSES,NA,NA,Cell division,NA,NA,1,0.001035303,371,FALSE,0.339938968,Intracellular,scpA,segregation and condensation protein A
SPT_1795,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.002740422,371,FALSE,0.570507243,NA,,CBS domain protein
SPT_1796,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.001499624,371,FALSE,0.92763343,NA,,
SPT_1797,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.002500534,371,FALSE,0.213218543,Intracellular,,deoxyribonucleotide triphosphate pyrophosphatase
SPT_1798,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.003177641,371,FALSE,0.229483282,Intracellular,murI,Glutamate racemase
SPT_1799,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.00062058,371,FALSE,0.456552126,NA,,
SPT_1800,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.009953298,370,FALSE,1.109989383,Intracellular,,Trehalose-6-phosphate hydrolase
SPT_1802,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.007900161,371,FALSE,1.229166675,Membrane,,"PTS system, trehalose-specific IIB component"
SPT_1803,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.000931905,371,FALSE,0.793984671,Intracellular,,
SPT_1809,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.001904534,371,FALSE,0.942380668,Membrane,amiF,Oligopeptide transport ATP-binding protein AmiF
SPT_1810,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.005206736,371,FALSE,0.742953133,Membrane,amiE,Oligopeptide transport ATP-binding protein AmiE
SPT_1811,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.000153964,371,FALSE,0.671684205,Membrane,amiD,Oligopeptide transport ATP-binding protein AmiD
SPT_1812,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.003402414,370,FALSE,0.444015953,Membrane,amiC,Oligopeptide transport ATP-binding protein AmiF
SPT_1814,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.001602412,371,FALSE,0.543245403,NA,,
SPT_1817,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.003421706,370,FALSE,0.63405274,Membrane,rafG,sugar ABC transporter substrate-binding protein
SPT_1818,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.00556123,370,FALSE,0.918790594,Membrane,rafF,sugar ABC transporter substrate-binding protein
SPT_1819,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.079263148,371,FALSE,1.200482787,Membrane,rafE,sugar ABC transporter substrate-binding protein
SPT_1821,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.010366188,371,FALSE,1.181592073,Intracellular,aga,Alpha-galactosidase
SPT_1823,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.003599957,371,FALSE,0.779281158,Intracellular,birA,biotin--protein ligase
SPT_1846,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.002141569,370,FALSE,0.411242074,Intracellular,,RNA methyltransferase
SPT_1847,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.026690839,371,FALSE,1.085725402,Intracellular,recX,recombination regulator RecX
SPT_1848,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,371,FALSE,0.603489744,NA,,
SPT_1849,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.272459744,329,FALSE,2.587073609,NA,,
SPT_1855,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.001403682,371,FALSE,0.654406905,Intracellular,groEL,Heat shock protein 60 family chaperone GroEL
SPT_1856,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.009688269,371,FALSE,0.773928582,Intracellular,groES,Heat shock protein 60 family co-chaperone GroES
SPT_1857,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.003908574,371,FALSE,1.163575218,Intracellular,ssbB,Single-stranded DNA-binding protein
SPT_1858,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.016821818,371,FALSE,0.753244296,NA,,Short-chain dehydrogenase
SPT_1859,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.016466189,371,FALSE,0.328194089,Intracellular,,
SPT_1864,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.051516621,371,FALSE,0.924920273,NA,,
SPT_1865,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.009357207,371,FALSE,0.809592962,Intracellular,,
SPT_1866,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.03244743,371,FALSE,0.545084184,NA,,
SPT_1867,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.014230942,371,FALSE,0.823088261,NA,,
SPT_1868,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.015485885,368,FALSE,0.679414215,Membrane,,
SPT_1870,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.150276359,363,FALSE,1.118644034,Intracellular,,
SPT_1871,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.00042053,371,FALSE,0.341806932,Intracellular,,
SPT_1872,CELLULAR PROCESSES,NA,NA,Cellular community,NA,NA,1,0.003970481,370,FALSE,2.108700894,NA,ply,Pneumolysin (Thiol-activated cytolysin)
SPT_1873,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.006169645,370,FALSE,1.023387131,NA,,
SPT_1874,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.000305653,370,FALSE,1.046274447,NA,,
SPT_1875,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.000202323,369,FALSE,1.205375189,NA,,
SPT_1888,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.034560164,347,FALSE,1.059573901,NA,,
SPT_1889,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.027430717,347,FALSE,1.039523059,NA,,
SPT_1891,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.33473864,347,FALSE,1.314927845,NA,,
SPT_1890,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.33473864,347,FALSE,1.054740797,NA,,
SPT_1892,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.039057785,345,FALSE,0.875678613,NA,,
SPT_1893,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.029512544,345,FALSE,0.421599406,NA,,
SPT_1895,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.045942495,371,FALSE,0.690133707,Cell Wall,lytA,N-acetylmuramoyl-L-alanine amidase
SPT_1897,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,NA,Membrane transport,Antibiotic response/sensing,NA,2,0.012314195,371,FALSE,0.461923415,Membrane,dinF,MATE efflux family protein DinF
SPT_1898,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.00267769,371,TRUE,0.43414045,Intracellular,recA,recombinase A
SPT_1899,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.007743353,371,FALSE,0.492361749,Intracellular,,nicotinamide-nucleotide amidase
SPT_1900,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.002378212,371,FALSE,0.560389304,Intracellular,,
SPT_1901,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.007015145,371,FALSE,0.518459792,Intracellular,,"acetyltransferase, GNAT family"
SPT_1902,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.006342029,371,FALSE,0.474167338,Intracellular,tsaE,tRNA threonylcarbamoyladenosine biosynthesis protein
SPT_1903,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.002155549,371,FALSE,1.022889404,NA,,
SPT_1905,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.05124166,288,FALSE,1.361863394,NA,,
SPT_1933,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.011607452,370,FALSE,1.015170499,NA,,
SPT_1935,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.046294631,370,FALSE,1.103748948,NA,,
SPT_1936,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.007373617,371,FALSE,0.673619979,Intracellular,ndk,Nucleoside diphosphate kinase
SPT_1937,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.000861818,371,FALSE,0.410350763,Intracellular,rpoC,DNA-directed RNA polymerase beta' subunit
SPT_1938,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.000734123,370,FALSE,0.31160253,Intracellular,rpoB,DNA-directed RNA polymerase beta subunit
SPT_1942,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.001313433,371,FALSE,0.339588543,NA,,
SPT_1943,GENETIC INFORMATION PROCESSING,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,DNA repair and editing,Membrane transport,Cellular community,3,0.010930896,371,FALSE,0.694439687,Membrane,endA,Competence specific endonuclease
SPT_1944,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.023441577,371,FALSE,0.887023205,Intracellular,epuA,DNA-directed RNA polymerase subunit beta
SPT_1945,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.001579919,371,FALSE,0.344542258,Intracellular,murA-2,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
SPT_1947,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.397360278,371,FALSE,0.247325317,NA,,
SPT_1948,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.397360278,371,FALSE,0.255110019,Intracellular,coaD,Phosphopantetheine adenylyltransferase
SPT_1949,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.009849582,371,TRUE,0.469537225,Intracellular,,type II DNA modification methyltransferase
SPT_1950,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.000181167,371,FALSE,0.902486273,Intracellular,asnA,Asparagine synthetase A
SPT_1952,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.007168892,371,FALSE,0.440338265,NA,,
SPT_1953,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.015062014,370,FALSE,0.291475135,Intracellular,,RNA methyltransferase
SPT_1954,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.00573275,371,FALSE,0.819386706,Intracellular,,Acylphosphatase
SPT_1955,GENETIC INFORMATION PROCESSING,METABOLISM,NA,"Folding, sorting, degradation",NA,NA,2,0.004721174,371,FALSE,0.446469737,Membrane,,Membrane protein insertase
SPT_1956,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.00291672,371,FALSE,0.738204977,Intracellular,pflA,pyruvate formate-lyase-activating enzyme
SPT_1957,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.0057297,371,FALSE,0.35219394,Intracellular,lysA,Diaminopimelate decarboxylase
SPT_1958,GENETIC INFORMATION PROCESSING,METABOLISM,NA,Transcription,Nucleotide metabolism,NA,2,0.001567269,371,FALSE,0.998768668,Intracellular,purR,Pur operon repressor; PurR
SPT_1959,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.003328375,371,FALSE,2.663493429,NA,cbf1,Cmp-binding-factor 1
SPT_1961,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.023836344,371,FALSE,0.714666796,Intracellular,,Thiamine pyrophosphokinase
SPT_1962,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.008780014,371,FALSE,0.536905245,Intracellular,rpe,Ribulose-5-phosphate 3-epimerase
SPT_1963,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.006812131,371,TRUE,0.361547894,Intracellular,rsgA,Small ribosomal subunit biogenesis GTPase RsgA
SPT_1964,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.011515415,371,FALSE,0.263460347,Intracellular,ksgA,Ribosomal RNA small subunit methyltransferase A
SPT_1968,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.010293105,371,FALSE,0.350177325,Membrane,,immunity protein
SPT_1970,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.009488332,371,TRUE,0.426343491,Intracellular,rnmV,ribonuclease M5
SPT_1971,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.014425872,371,FALSE,0.24900821,NA,,
SPT_1972,CELLULAR PROCESSES,NA,NA,Structural proteins,NA,NA,1,0.032634098,370,FALSE,1.183366959,Cell Wall,,
SPT_1973,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.002041629,371,FALSE,0.908962786,Intracellular,rpmH,50S ribosomal protein L34
SPT_1974,METABOLISM,METABOLISM,NA,Amino acid metabolism,Energy metabolism,NA,2,0.001142117,371,FALSE,0.773348469,Intracellular,alaT,alanine-synthesizing transaminase
SPT_1976,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.001155677,371,FALSE,2.168137659,Intracellular,uspA,universal stress protein
SPT_1978,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.002593325,371,FALSE,0.873388923,Intracellular,,L-asparaginase
SPT_1980,GENETIC INFORMATION PROCESSING,METABOLISM,NA,Transcription,Carbohydrate metabolism,NA,2,0.002404812,371,FALSE,0.931758715,Intracellular,ccpA,Catabolite control protein A
SPT_1981,ENVIRONMENTAL INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,NA,Signal transduction,Transcription,NA,2,0.031841394,371,FALSE,0.417461596,Intracellular,,
SPT_1982,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Signal transduction,NA,NA,1,0.076369776,371,FALSE,0.738575775,Membrane,desK,
SPT_1983,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.038789917,371,FALSE,0.535485952,Membrane,,
SPT_1984,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.060178587,371,FALSE,0.663400808,Membrane,,
SPT_1986,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.072479659,369,FALSE,1.807571234,NA,,
SPT_2003,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.000892583,371,FALSE,0.758402765,Intracellular,nusG,transcription antitermination protein NusG
SPT_2004,GENETIC INFORMATION PROCESSING,ENVIRONMENTAL INFORMATION PROCESSING,NA,"Folding, sorting, degradation",Membrane transport,NA,2,0.001788079,371,TRUE,0.625337723,Membrane,secE,Preprotein translocase subunit SecE
SPT_2005,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.005319717,20,FALSE,0.764084706,Intracellular,rpmG,50S ribosomal protein L33
SPT_2006,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.003248856,371,FALSE,0.388366129,Membrane,pbp2A,penicillin-binding protein 2A
SPT_2007,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.016565237,371,FALSE,0.460769237,Intracellular,,Ribosomal large subunit pseudouridine synthase
SPT_2008,METABOLISM,NA,NA,Energy metabolism,NA,NA,1,0.001019249,371,TRUE,0.775855419,Intracellular,gap,Glyceraldehyde-3-phosphate dehydrogenase
SPT_2009,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.05369333,371,FALSE,0.529258257,Membrane,,
SPT_2014,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.024407754,371,FALSE,0.512857128,Membrane,,dicarboxylate carrier protein MatC
SPT_2016,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0,370,FALSE,0.645549404,Intracellular,,
SPT_2019,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.003222976,371,FALSE,2.620923248,Membrane,celA,"PTS system, cellobiose-specific IIB component"
SPT_2020,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.001840599,371,FALSE,1.832547713,Membrane,celC,"PTS system, cellobiose-specific IIA component"
SPT_2021,METABOLISM,NA,NA,Energy metabolism,NA,NA,1,0.001222863,371,FALSE,2.088233636,Intracellular,,acetaldehyde-CoA/alcohol dehydrogenase
SPT_2022,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.005066346,371,FALSE,0.4176749,NA,,
SPT_2023,GENETIC INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,NA,"Folding, sorting, degradation",Membrane transport,NA,2,0.004239508,371,FALSE,0.652304026,Intracellular,,protein-tyrosine phosphatase
SPT_2024,GENETIC INFORMATION PROCESSING,ENVIRONMENTAL INFORMATION PROCESSING,NA,"Folding, sorting, degradation",Membrane transport,NA,2,0.005680539,371,FALSE,1.922316637,Membrane,yajC,"Preprotein translocase, YajC"
SPT_2026,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.001807385,371,FALSE,2.297903728,Intracellular,,L-ascorbate 6-phosphate lactonase
SPT_2027,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.013281746,371,FALSE,1.398572931,Intracellular,,
SPT_2028,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.008300696,370,FALSE,1.690253044,Intracellular,araD,L-ribulose-5-phosphate 4-epimerase
SPT_2029,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.011153926,369,FALSE,2.370156919,Intracellular,,L-xylulose 5-phosphate 3-epimerase
SPT_2030,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.006078198,371,FALSE,2.651577239,Intracellular,ulaD,3-keto-L-gulonate-6-phosphate decarboxylase
SPT_2031,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.005489546,371,FALSE,1.909363036,Membrane,,
SPT_2032,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.001001968,371,FALSE,2.17088634,Membrane,,
SPT_2033,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.005478121,371,FALSE,1.458782466,Membrane,ulaA,PTS system ascorbate-specific transporter subunit IIC
SPT_2034,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.021919703,371,FALSE,0.78014054,NA,,
SPT_2035,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.020469706,371,FALSE,0.317027113,Intracellular,,jag protein
SPT_2037,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.004488049,371,TRUE,0.828419599,Intracellular,rnpA,ribonuclease P
SPT_2039,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.004767128,371,FALSE,0.392067864,Intracellular,ackA,acetate kinase A
SPT_2040,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.018025322,371,FALSE,0.628732975,Intracellular,,Adenine-specific methyltransferase
SPT_2042,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.055339748,371,FALSE,1.03138478,NA,,
SPT_2043,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,NA,Membrane transport,Cellular community,NA,2,0.02664506,371,FALSE,1.313213801,Membrane,comGF,Late competence protein ComGF
SPT_2044,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,NA,Membrane transport,Cellular community,NA,2,0.002962162,370,FALSE,0.75324982,Membrane,,
SPT_2045,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,NA,Membrane transport,Cellular community,NA,2,0.02161795,371,FALSE,1.007689656,Membrane,cglD,Late competence protein ComGD
SPT_2046,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,NA,Membrane transport,Cellular community,NA,2,0.087855476,371,FALSE,1.075122607,Membrane,cglC,Late competence protein ComGC
SPT_2047,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,NA,Membrane transport,Cellular community,NA,2,0.509187348,371,FALSE,2.171285974,Membrane,cglB,Late competence protein ComGB
