Gene,start,end,strand,na_length,gene.name,product
Rv2944,3290123,3290506,+,384,,Mobile element protein
Rv2945c,3290624,3291304,-,681,lppX,Lipoprotein LppX
Rv2946c,3291503,3296353,-,4851,pks1,Modular polyketide synthase
Rv2947c,3296350,3297696,-,1347,pks15,Modular polyketide synthase
Rv2948c,3297837,3299954,-,2118,fadD22,"Modular polyketide synthase @ Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD22"
Rv2949c,3299971,3300609,-,639,,Chorismate--pyruvate lyase (EC 4.1.3.40)
Rv2950c,3300596,3302455,-,1860,fadD29,"Polyketide synthase modules and related proteins @ Long-chain fatty-acid-AMP ligase, Mycobacterial subgroup FadD29"
Rv2951c,3303103,3304212,-,1110,,Phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase
Rv2952,3304525,3305253,+,729,,Fatty-acid O-methyltransferase (EC 2.1.1.15)
Rv2953,3305279,3306535,+,1257,,Trans-acting enoyl reductase
Rv2954c,3306666,3307376,-,711,,hypothetical protein
Rv2955c,3307580,3308545,-,966,,"methyltransferase, FkbM family domain protein"
Rv2956,3309127,3309399,+,273,,hypothetical protein
Rv2957,3309527,3310297,+,771,,hypothetical protein
Rv2958c,3310714,3312000,-,1287,,UDP-glucoronosyl and UDP-glucosyltransferases family protein
Rv2959c,3312101,3312670,-,570,,SAM-dependent methyltransferase
Rv2960c,3312953,3313303,-,351,,hypothetical protein
Rv2961,3313283,3313672,+,390,,Transposase
Rv2962c,3313773,3314969,-,1197,,UDP-glucoronosyl and UDP-glucosyltransferases family protein
Rv2963,3315263,3316456,+,1194,,"Uncharacterized membrane protein, YraQ family"
Rv2964,3316544,3317461,+,918,purU,Formyltetrahydrofolate deformylase (EC 3.5.1.10)
Rv2965c,3318330,3318815,-,486,coaD,Phosphopantetheine adenylyltransferase (EC 2.7.7.3)
Rv2966c,3318901,3319467,-,567,,16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171)
Rv2967c,3319663,3323046,-,3384,pca,Pyruvate carboxylase (EC 6.4.1.1)
Rv2968c,3323071,3323700,-,630,,Integral membrane protein
Rv2969c,3323709,3324476,-,768,,POSSIBLE CONSERVED MEMBRANE OR SECRETED PROTEIN
Rv2970c,3324573,3325631,-,1059,lipN,lipase-esterase (lipN)
Rv2971,3326101,3326949,+,849,,"2,5-diketo-D-gluconic acid reductase (EC 1.1.1.-)"
Rv2972c,3327023,3327736,-,714,,putative membrane protein
Rv2973c,3327733,3329946,-,2214,recG,ATP-dependent DNA helicase RecG (EC 3.6.4.12)
Rv2974c,3329949,3331361,-,1413,,"Dihydroxyacetone kinase-like protein, phosphatase domain / Dihydroxyacetone kinase-like protein, kinase domain"
Rv2975c,3331358,3331612,-,255,,"Dihydroxyacetone kinase-like protein, phosphatase domain / Dihydroxyacetone kinase-like protein, kinase domain"
Rv2976c,3332071,3332754,-,684,ung,"Uracil-DNA glycosylase, family 1 (EC 3.2.2.27)"
Rv2977c,3332787,3333788,-,1002,thiL,Thiamine-monophosphate kinase (EC 2.7.4.16)
Rv2978c,3333785,3335164,-,1380,,Mobile element protein
Rv2979c,3335164,3335748,-,585,,Resolvase
Rv2980,3335930,3336505,+,576,,putative membrane protein
Rv2981c,3336796,3337917,-,1122,ddl,D-alanine--D-alanine ligase (EC 6.3.2.4)
Rv2982c,3337995,3339005,-,1011,gpsA,Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)
Rv2983,3339091,3339762,+,672,,2-phospho-L-lactate guanylyltransferase (EC 2.7.7.68)
Rv2984,3339854,3342082,+,2229,ppk,Polyphosphate kinase (EC 2.7.4.1)
Rv2985,3342165,3343118,+,954,mutT1,Possible hydrolase mutT1 (EC 3.-.-.-)
Rv2986c,3343176,3343820,-,645,hupB,"DNA-binding protein HU / low-complexity, AKP-rich domain"
Rv2987c,3344033,3344629,-,597,leuD,3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)
Rv2988c,3344654,3346075,-,1422,leuC,3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)
Rv2989,3346147,3346848,+,702,,"Transcriptional regulator, IclR family"
Rv2990c,3346859,3347713,-,855,,Putative uncharacterized protein BCG_3011c
Rv2991,3347982,3348473,+,492,,hypothetical protein
Rvnt36,3348659,3348730,-,72,,tRNA-Gln-CTG
Rv2992c,3348805,3350277,-,1473,gltX,Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)
Rv2993c,3350274,3351119,-,846,,"2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (EC 5.3.3.-) / 5-carboxymethyl-2-oxo-hex-3- ene-1,7-dioate decarboxylase (EC 4.1.1.68)"
Rv2994,3351269,3352606,+,1338,,"MFS-type transporter Rv2994 family => implicated in rifampicin, ofloxacin efflux"
Rv2995c,3352458,3353486,-,1029,leuB,3-isopropylmalate dehydrogenase (EC 1.1.1.85)
Rv2996c,3353483,3355069,-,1587,serA1,D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)
Rv2997,3355099,3356541,+,1443,,Phytoene dehydrogenase and related proteins
Rv2998,3357067,3357276,+,210,,hypothetical protein
Rv2999,3357602,3358567,+,966,lppY,protein of unknown function LppY and LpqO
Rv3000,3358612,3359271,+,660,,Probable iron export permease protein FetB
Rv3001c,3359585,3360598,-,1014,ilvC,Ketol-acid reductoisomerase (NADP(+)) (EC 1.1.1.86)
Rv3002c,3360624,3361130,-,507,ilvH,Acetolactate synthase small subunit (EC 2.2.1.6)
Rv3003c,3361130,3362986,-,1857,ilvB1,Acetolactate synthase large subunit (EC 2.2.1.6)
Rv3004,3363309,3363686,+,378,cfp6,Low molecular weight protein antigen 6
Rv3005c,3363693,3364478,-,786,,"Membrane protein 2, distant similarity to thiosulphate:quinone oxidoreductase DoxD"
Rv3006,3364556,3365830,+,1275,lppZ,"Glucose/sorbosone dehydrogenase, lipoprotein LppZ"
Rv3007c,3365836,3366546,-,711,,Oxidoreductase
Rv3008,3366689,3367267,+,579,,hypothetical protein
Rv3009c,3367264,3368793,-,1530,gatB,Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7)
Rv3010c,3368823,3369854,-,1032,pfkA,6-phosphofructokinase (EC 2.7.1.11)
Rv3011c,3369950,3371434,-,1485,gatA,Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit A (EC 6.3.5.7)
Rv3012c,3371431,3371730,-,300,gatC,Aspartyl-tRNA(Asn) amidotransferase subunit C (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit C (EC 6.3.5.7)
Rv3013,3371749,3372471,+,723,,hypothetical protein
Rv3014c,3372545,3374620,-,2076,ligA,DNA ligase (NAD(+)) (EC 6.5.1.2)
Rv3015c,3374651,3375664,-,1014,,"Methionine synthase, vitamin-B12 independent, putative"
Rv3016,3375758,3376387,+,630,lpqA,Lipoprotein LpqA
Rv3017c,3376490,3376840,-,351,esxQ,hypothetical protein
Rv3018c,3376939,3378243,-,1305,PPE46,"PPE family protein, PPW subgroup => PPE46"
Rv3018A,3378329,3378448,-,120,PE27A,hypothetical protein
Rv3019c,3378711,3379004,-,294,esxR,ESAT-6 like protein EsxR
Rv3020c,3379036,3379329,-,294,esxS,ESAT-6 like protein EsxS
Rv3021c,3379376,3380452,-,1077,PPE47,PPE family protein => PPE47
Rv3022A,3380679,3380996,-,318,PE29,PE family protein => PE29
Rv3023c,3381375,3382670,-,1296,,Mobile element protein
Rv3024c,3382785,3383888,-,1104,mnmA,tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)
Rv3025c,3383885,3385066,-,1182,iscS,Cysteine desulfurase (EC 2.8.1.7)
Rv3026c,3385163,3386077,-,915,,Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)
Rv3027c,3386074,3386919,-,846,,Putative hemolysin
Rv3028c,3387075,3388031,-,957,fixB,"Electron transfer flavoprotein, alpha subunit"
Rv3029c,3388070,3388870,-,801,fixA,"Electron transfer flavoprotein, beta subunit"
Rv3030,3389179,3389925,+,747,,SAM-dependent methyltransferase
Rv3031,3389943,3391502,+,1560,,"Glycogen branching enzyme, GH-57-type, archaeal (EC 2.4.1.18)"
Rv3032,3391546,3392778,+,1233,,Glycogen synthase (EC 2.4.1.11)
Rv3033,3393380,3393928,+,549,,hypothetical protein
Rv3034c,3394019,3394747,-,729,,Galactoside O-acetyltransferase (EC 2.3.1.18)
Rv3035,3395454,3396461,+,1008,,Uncharacterized protein Rv3035
Rv3036c,3396458,3397141,-,684,TB22.2,putative membrane protein
Rv3037c,3397214,3398290,-,1077,,SAM-dependent methyltransferase
Rv3038c,3398425,3399408,-,984,,"Methyltransferase Rv3038c, type 11"
Rv3039c,3399419,3400204,-,786,echA17,Enoyl-CoA hydratase (EC 4.2.1.17)
Rv3040c,3400192,3401001,-,810,,NUDIX hydrolase-like protein SCO3573
Rv3041c,3401055,3401900,-,846,,"ABC transporter, ATP-binding protein"
Rv3042c,3401933,3403162,-,1230,serB2,Phosphoserine phosphatase (EC 3.1.3.3)
Rv3043c,3403200,3404807,-,1608,ctaD,Cytochrome c oxidase polypeptide I (EC 1.9.3.1)
Rv3044,3405232,3406215,+,984,fecB,"Iron(III) dicitrate transport system, periplasmic iron-binding protein FecB (TC 3.A.1.14.1)"
Rv3045,3406285,3407325,+,1041,adhC,Cinnamyl alcohol dehydrogenase/reductase (EC 1.1.1.195) @ Alcohol dehydrogenase (EC 1.1.1.1)
Rv3046c,3407314,3407688,-,375,,hypothetical protein
Rv3047c,3408022,3408306,-,285,,hypothetical protein
Rv3048c,3408404,3409378,-,975,nrdF2,"Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)"
Rv3049c,3409509,3411083,-,1575,,Cyclohexanone monooxygenase (EC 1.14.13.22)
Rv3050c,3411217,3411915,-,699,,"Transcriptional regulator, AcrR family"
Rv3051c,3412085,3414166,-,2082,nrdE,"Ribonucleotide reductase of class Ib (aerobic), alpha subunit (EC 1.17.4.1)"
Rv3052c,3414232,3414684,-,453,nrdI,Ribonucleotide reduction protein NrdI
Rv3053c,3414719,3414958,-,240,nrdH,"Glutaredoxin-like protein NrdH, required for reduction of Ribonucleotide reductase class Ib"
Rv3054c,3415435,3415989,-,555,,NADPH:quinone oxidoreductase
Rv3055,3416228,3416695,+,468,,"Transcriptional regulator, AcrR family"
Rv3056,3416705,3417745,+,1041,dinP,DNA polymerase-like protein MT3142
Rv3057c,3417799,3418662,-,864,,Short-chain dehydrogenase
Rv3058c,3418726,3419376,-,651,,"Transcriptional regulator, AcrR family"
Rv3059,3419492,3420970,+,1479,cyp136,Cytochrome P450 136
Rv3060c,3421741,3423213,-,1473,,"Transcriptional regulator, GntR family"
Rv3061c,3423262,3425427,-,2166,fadE22,"Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE22"
Rv3062,3425614,3427107,+,1494,ligB,ATP-dependent DNA ligase (EC 6.5.1.1)
Rv3063,3427243,3429519,+,2277,cstA,Carbon starvation protein A
Rv3064c,3429825,3430250,-,426,,putative membrane protein
Rv3065,3430387,3430710,+,324,mmr,Multidrug resistance protein mmr
Rv3066,3430707,3431315,+,609,,"Transcriptional regulator, AcrR family"
Rv3067,3431293,3431838,+,546,,hypothetical protein
Rvnt37,3431840,3431912,-,73,,tRNA-Ala-GGC
Rv3068c,3431979,3433622,-,1644,pgmA,Phosphoglucomutase (EC 5.4.2.2)
Rv3069,3433692,3434090,+,399,ccrB,Fluoride ion transporter CrcB
Rv3070,3434087,3434467,+,381,ccrB,Fluoride ion transporter CrcB
Rv3071,3434464,3435573,+,1110,,FIG00822056: hypothetical protein
Rv3072c,3435798,3436295,-,498,,Probable F420-dependent oxidoreductase family protein
Rv3073c,3436329,3436685,-,357,,DUF488 family protein SAV0238
Rv3074,3436779,3438053,+,1275,,CONSERVED 13E12 REPEAT FAMILY PROTEIN
Rv3075c,3438050,3438973,-,924,,"Similar to citrate lyase beta chain, 3"
Rv3076,3439252,3439548,+,297,,hypothetical protein
Rv3077,3439541,3441352,+,1812,,Arylsulfatase (EC 3.1.6.1)
Rv3078,3441353,3441754,+,402,hab,Hydroxylaminobenzene mutase hab
Rv3079c,3441770,3442597,-,828,,Probable F420-dependent oxidoreductase family protein
Rv3080c,3442656,3445988,-,3333,pknK,"Serine/Threonine protein kinases / transcriptional regulator, MalT family"
Rv3081,3446139,3447278,+,1140,,hypothetical protein
Rv3082c,3447404,3448426,-,1023,virS,"Transcriptional regulator, AraC family"
Rv3083,3448504,3449991,+,1488,,"Monooxygenase, flavin-binding family"
Rv3084,3449997,3450923,+,927,lipR,Esterase/lipase
Rv3085,3450920,3451750,+,831,,"Oxidoreductase, short-chain dehydrogenase/reductase family"
Rv3086,3451781,3452887,+,1107,adhD,Alcohol dehydrogenase (EC 1.1.1.1)
Rv3087,3452925,3454343,+,1419,,Diacyglycerol O-acyltransferase (EC 2.3.1.20)
Rv3088,3454340,3455764,+,1425,,Wax ester synthase/acyl-CoA:diacylglycerol acyltransferase
Rv3089,3455779,3457272,+,1494,fadD13,"Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) @ Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD13"
Rv3090,3458211,3459098,+,888,,hypothetical protein
Rv3091,3459116,3460807,+,1692,,hypothetical protein
Rv3092c,3460814,3461734,-,921,,putative membrane protein
Rv3093c,3461760,3462764,-,1005,,Probable F420-dependent oxidoreductase family protein
Rv3094c,3462761,3463891,-,1131,,Acyl-CoA dehydrogenase/oxidase domain protein
Rv3095,3463973,3464449,+,477,,"Transcriptional regulator, HxlR family"
Rv3096,3464598,3465686,+,1089,,putative cellulase family
Rv3097c,3465778,3467091,-,1314,lipY,PE_PGRS family protein => PE_PGRS63
Rv3099c,3468413,3469264,-,852,,hypothetical protein
Rv3100c,3469301,3469783,-,483,smpB,tmRNA-binding protein SmpB
Rv3101c,3469786,3470679,-,894,ftsX,"Cell-division-associated, ABC-transporter-like signaling protein FtsX"
Rv3102c,3470680,3471372,-,693,ftsE,"Cell-division-associated, ABC-transporter-like signaling protein FtsE"
Rv3103c,3471413,3471850,-,438,,Hypothetical proline-rich protein
Rv3104c,3471852,3472778,-,927,,Potassium efflux system KefA protein / Small-conductance mechanosensitive channel
Rv3105c,3472768,3473883,-,1116,prfB,Peptide chain release factor 2
Rv3106,3474007,3475377,+,1371,fprA,"Ferredoxin--NADP(+) reductase, actinobacterial (eukaryote-like) type (EC 1.18.1.2)"
Rv3107c,3475378,3476961,-,1584,agpS,Alkyldihydroxyacetonephosphate synthase (EC 2.5.1.26)
Rv3108,3476979,3477500,+,522,,hypothetical protein
Rv3110,3479058,3479174,+,117,moaB1,Pterin-4-alpha-carbinolamine dehydratase (EC 4.2.1.96)
Rv3111,3479309,3479683,+,375,moaC,Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17)
Rv3112,3479700,3479951,+,252,moaD1,Molybdopterin synthase sulfur carrier subunit
Rv3113,3480074,3480742,+,669,,"Hydrolase, haloacid dehalogenase-like family"
Rv3115,3481403,3482698,+,1296,,Mobile element protein
Rv3116,3482776,3483945,+,1170,moeB2,Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80)
Rv3117,3483974,3484807,+,834,cysA3,"Thiosulfate sulfurtransferase, rhodanese (EC 2.8.1.1)"
Rv3118,3484839,3485111,+,273,sseC1,Sulfur metabolism protein SseC
Rv3119,3485132,3485575,+,444,moaE1,Molybdopterin synthase catalytic subunit MoaE (EC 2.8.1.12)
Rv3120,3485572,3486174,+,603,,SAM-dependent methyltransferase
Rv3121,3486671,3487711,+,1041,cyp141,hypothetical protein
Rv3122,3488134,3488559,+,426,,hypothetical protein
Rv3123,3488737,3489063,+,327,,hypothetical protein
Rv3124,3489506,3490375,+,870,,hypothetical protein
Rv3125c,3490476,3491651,-,1176,PPE49,"PPE family protein, SVP subgroup => PPE49"
Rv3126c,3491808,3492080,-,273,,hypothetical protein
Rv3127,3492102,3493181,+,1080,,Nitroreductase
Rv3129,3494660,3494992,+,333,,Putative DNA-binding protein
Rv3130c,3494975,3496366,-,1392,tgs1,Wax ester synthase/acyl-CoA:diacylglycerol acyltransferase
Rv3131,3496551,3497549,+,999,,Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2
Rv3132c,3497529,3499265,-,1737,devS,Two component system sensor histidine kinase DevS
Rv3133c,3499262,3499915,-,654,devR,Two component transcriptional regulatory protein DevR
Rv3134c,3499943,3500722,-,780,,Universal stress protein family
Rv3135,3501334,3501732,+,399,PPE50,"PPE family protein, SVP subgroup => PPE50"
Rv3136,3501794,3502936,+,1143,PPE51,"PPE family protein, SVP subgroup => PPE51"
Rv3137,3503393,3504175,+,783,,Histidinol-phosphatase [alternative form] (EC 3.1.3.15)
Rv3138,3504195,3505283,+,1089,pflA,"COG1180: Radical SAM, Pyruvate-formate lyase-activating enzyme like"
Rv3139,3505363,3506769,+,1407,fadE24,"Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE24"
Rv3140,3506790,3507995,+,1206,fadE23,"Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE23"
Rv3141,3508095,3509066,+,972,fadB4,Probable NADPH quinone oxidoreductase FadB4
Rv3142c,3509118,3509546,-,429,,hypothetical protein
Rv3143,3509654,3510055,+,402,,Putative response regulator
Rv3144c,3510088,3511317,-,1230,PPE52,"PPE family protein, MPTR subgroup => PPE52"
Rv3145,3511592,3512068,+,477,nuoA,NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)
Rv3146,3512077,3512631,+,555,nuoB,NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)
Rv3147,3512628,3513338,+,711,nuoC,NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3)
Rv3148,3513338,3514660,+,1323,nuoD,NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)
Rv3149,3514657,3515415,+,759,nuoE,NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)
Rv3150,3515412,3516749,+,1338,nuoF,NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)
Rv3151,3516746,3519166,+,2421,nuoG,NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)
Rv3152,3519252,3520514,+,1263,nuoH,NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)
Rv3153,3520639,3521142,+,504,nuoI,NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)
Rv3154,3521139,3521927,+,789,nuoJ,NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)
Rv3155,3521924,3522223,+,300,nuoK,NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)
Rv3156,3522246,3524135,+,1890,nuoL,NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)
Rv3157,3524132,3525793,+,1662,nuoM,NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)
Rv3158,3525790,3527385,+,1596,nuoN,NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)
Rv3159c,3527391,3529163,-,1773,PPE53,"PPE family protein, MPTR subgroup => PPE53"
Rv3160c,3529338,3529856,-,519,,"Transcriptional regulator, AcrR family"
Rv3161c,3529990,3531138,-,1149,,"Phenylpropionate dioxygenase and related ring-hydroxylating dioxygenases, large terminal subunit"
Rv3162c,3531208,3531603,-,396,,putative membrane protein
Rv3163c,3531642,3532913,-,1272,,putative membrane protein
Rv3164c,3532943,3533905,-,963,moxR3,Probable methanol dehydrogenase transcriptional regulatory protein MoxR3
Rv3165c,3533913,3534395,-,483,,Putative uncharacterized protein BCG_3189c
Rv3166c,3534392,3535351,-,960,,Putative uncharacterized protein BCG_3190c
Rv3167c,3535431,3536057,-,627,,"Transcriptional regulator, AcrR family"
Rv3168,3536102,3537238,+,1137,,Phosphotransferase
Rv3169,3537238,3538362,+,1125,,Putative uncharacterized protein BCG_3193
Rv3170,3538505,3539851,+,1347,aofH,Amine oxidase [flavin-containing] A (EC 1.4.3.4)
Rv3171c,3539846,3540745,-,900,hpx,Non-heme haloperoxidase Hpx
Rv3173c,3541443,3541979,-,537,,"Transcriptional regulator, AcrR family"
Rv3174,3542138,3542845,+,708,,"Oxidoreductase, short-chain dehydrogenase/reductase family"
Rv3175,3542866,3544347,+,1482,,Amidase
Rv3176c,3544344,3545093,-,750,mesT,Epoxide hydrolase (EC 3.3.2.9)
Rv3177,3545513,3546307,+,795,,Beta-ketoadipate enol-lactone hydrolase (EC 3.1.1.24)
Rv3178,3546438,3546797,+,360,,Putative uncharacterized protein BCG_3611
Rv3179,3547543,3548907,+,1365,,ATPase
Rv3180c,3549254,3549688,-,435,,FIG035400: Hypothetical protein
Rv3181c,3549691,3549939,-,249,,FIG031049: Hypothetical protein
Rv3182,3550380,3550718,+,339,,Toxin HigB
Rv3183,3550721,3551044,+,324,,Antitoxin HigA
Rv3184,3551281,3551607,+,327,,Insertion element IS6110 (Mycobacterium tuberculosis) transposase
Rv3185,3551658,3552542,+,885,,Mobile element protein
Rv3186,3552764,3553090,+,327,,Insertion element IS6110 (Mycobacterium tuberculosis) transposase
Rv3187,3553141,3554025,+,885,,Mobile element protein
Rv3188,3554298,3554645,+,348,,hypothetical protein
Rv3189,3554954,3555262,+,309,,hypothetical protein
Rv3190c,3555422,3556687,-,1266,,hypothetical protein
Rv3191c,3557311,3557841,-,531,,Mobile element protein
Rv3192,3559563,3560024,+,462,,hypothetical protein
Rv3193c,3560194,3563148,-,2955,,UPF0182 membrane protein Mvan_1814
Rv3194c,3563264,3564262,-,999,,Lon-like protease with PDZ domain
Rv3195,3564382,3565782,+,1401,,Uncharacterized protein SCO5199
Rv3196,3565863,3566687,+,825,,FIG00822196: hypothetical protein
Rv3196A,3566696,3566869,-,174,,hypothetical protein
Rv3197,3567039,3568367,+,1329,,ABC1 family protein
Rv3197A,3568401,3568628,-,228,whiB7,"Transcriptional regulator, WhiB family => WhiB7, implicated in resistance to rifampicin, ofloxacin"
Rv3198c,3569109,3571211,-,2103,uvrD2,"ATP-dependent DNA helicase UvrD/PcrA, actinomycete paralog"
Rv3198A,3571335,3571589,+,255,,hypothetical protein
Rv3199c,3571602,3572525,-,924,nudC,"NADH pyrophosphatase (EC 3.6.1.22), decaps 5'-NAD modified RNA"
Rv3200c,3572602,3573669,-,1068,,Potassium channel protein
Rv3201c,3573731,3577036,-,3306,,ATP-dependent DNA helicase SCO5184
Rv3202c,3577033,3580200,-,3168,,ATP-dependent DNA helicase SCO5183
Rv3203,3580638,3581312,+,675,lipV,Lipase LipV (EC 3.1.1.1)
Rv3204,3581315,3581620,+,306,,Methylated-DNA--protein-cysteine methyltransferase
Rv3205c,3581627,3582505,-,879,,hypothetical protein
Rv3206c,3582532,3583572,-,1041,moeB1,Cysteine synthesis adenylyltransferase/sulfurtransferase
Rv3207c,3583801,3584787,-,987,,FIG00820929: hypothetical protein
Rv3208,3585004,3585690,+,687,,"Transcriptional regulator SCO5170, AcrR family"
Rv3208A,3585677,3585964,-,288,TB9.4,Putative ATP-binding protein
Rv3209,3586541,3586834,+,294,,Proline rich protein similar to MmpS3
Rv3210c,3586844,3587512,-,669,,hypothetical protein
Rv3211,3587798,3589381,+,1584,rhlE,ATP-dependent RNA helicase
Rv3212,3589394,3590617,+,1224,,putative membrane protein
Rv3213c,3590692,3591492,-,801,,ParA-like protein
Rv3214,3591652,3592257,+,606,gpm2,"Fructose-1,6-bisphosphatase, Mycobacterial type SUP1 (EC 3.1.3.11); Sugar phosphatase SUP1 (EC 3.1.3.23)"
Rv3215,3592254,3593372,+,1119,entC,Isochorismate synthase (EC 5.4.4.2)
Rv3216,3593520,3593852,+,333,,"Acetyltransferase, GNAT family"
Rv3217c,3593804,3594211,-,408,,Integral membrane protein
Rv3218,3594477,3595433,+,957,,Transcription regulator [contains diacylglycerol kinase catalytic domain]
Rv3219,3595713,3595967,+,255,whiB1,WhiB-like transcription regulator
Rv3220c,3596029,3597534,-,1506,,"Signal transduction histidine kinase, subgroup 2"
Rv3221c,3597551,3597772,-,222,TB7.3,Biotin carboxyl carrier protein
Rv3221A,3598051,3598356,-,306,,Anti-sigma factor
Rv3222c,3598353,3598757,-,405,,hypothetical protein
Rv3223c,3598901,3599668,-,768,sigH,RNA polymerase sigma factor RpoE
Rv3224,3599851,3600699,+,849,,"Oxidoreductase, short-chain dehydrogenase/reductase family"
Rv3225c,3601016,3602332,-,1317,,putative phosphotransferase
Rv3226c,3602564,3603322,-,759,,Phage protein
Rv3227,3603425,3604729,+,1305,aroA,3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)
Rv3228,3604726,3605718,+,993,,Ribosome small subunit biogenesis RbfA-release protein RsgA
Rv3229c,3605751,3607034,-,1284,,Linoleoyl-CoA desaturase (EC 1.14.19.3) @ Stearoyl-CoA 9-desaturase
Rv3230c,3607112,3608254,-,1143,,Flavodoxin reductases (ferredoxin-NADPH reductases) family 1
Rv3231c,3608364,3608873,-,510,,FIG00820146: hypothetical protein
Rv3232c,3608870,3609757,-,888,pvdS,Polyphosphate kinase 2 (EC 2.7.4.1)
Rv3233c,3609781,3610380,-,600,,Wax ester synthase/acyl-CoA:diacylglycerol acyltransferase; Diacyglycerol O-acyltransferase (EC 2.3.1.20)
Rv3234c,3610374,3611189,-,816,,Wax ester synthase/acyl-CoA:diacylglycerol acyltransferase; Diacyglycerol O-acyltransferase (EC 2.3.1.20)
Rv3235,3611390,3611941,+,552,,FIG00820824: hypothetical protein
Rv3236c,3611959,3613116,-,1158,,"Kef-type K+ transport system, membrane component"
Rv3237c,3613121,3613603,-,483,,"Potassium channel TrkA, possible KefG analog required for KefB activity"
Rv3238c,3613664,3614398,-,735,,putative membrane protein
Rv3239c,3614457,3617663,-,3207,,"cAMP-binding MFS-type transporter with patatin-like domain Rv3239c family => implicated in rifampicin, ofloxacin efflux"
Rv3240c,3617682,3620495,-,2814,secA1,Protein translocase subunit SecA
Rv3241c,3620610,3621254,-,645,,Ribosome hibernation promoting factor Hpf
Rv3242c,3621570,3622211,-,642,,"Competence protein F homolog, phosphoribosyltransferase domain; protein YhgH required for utilization of DNA as sole source of carbon and energy"
Rv3243c,3622249,3623043,-,795,,hypothetical protein
Rv3244c,3623159,3624910,-,1752,lpqB,"Lipoprotein LpqB, modulates activity of MtrAB two-component system"
Rv3245c,3624910,3626613,-,1704,mtrB,Two component system sensor histidine kinase MtrB
Rv3246c,3626663,3627349,-,687,mtrA,Two component system response regulator MtrA
Rv3247c,3627419,3628015,-,597,tmk,Thymidylate kinase (EC 2.7.4.9)
Rv3248c,3628160,3629647,-,1488,sahH,Adenosylhomocysteinase (EC 3.3.1.1)
Rv3249c,3629752,3630357,-,606,,"Transcriptional regulator, AcrR family"
Rv3250c,3630384,3630566,-,183,rubB,Rubredoxin
Rv3251c,3630571,3630741,-,171,rubA,Rubredoxin
Rv3252c,3630738,3631988,-,1251,alkB,Alkane-1 monooxygenase (EC 1.14.15.3)
Rv3253c,3632097,3633584,-,1488,,Cationic amino acid transport integral membrane protein
Rv3254,3633675,3635063,+,1389,,Uncharacterized protein Rv3254
Rv3255c,3635041,3636267,-,1227,manA,Mannose-6-phosphate isomerase (EC 5.3.1.8)
Rv3256c,3636275,3637315,-,1041,,hypothetical protein
Rv3257c,3637312,3638688,-,1377,manB,Phosphomannomutase (EC 5.4.2.8)
Rv3258c,3638811,3639296,-,486,,hypothetical protein
