Gene,Tag1,Tag2,Tag3,Category1,Category2,Category3,No..of.Categories,SequenceDiameter,SequencePrevalence,Essential,ExpressionPlasticity,Location.Tag,Gene.Name,Gene.Description
SP_2048,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,NA,Membrane transport,Cellular community,NA,2,0.02664506,371,FALSE,1.313213801,Membrane,comGF,Late competence protein ComGF
SP_2049,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,NA,Membrane transport,Cellular community,NA,2,0.002962162,370,FALSE,0.75324982,Membrane,,
SP_2050,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,NA,Membrane transport,Cellular community,NA,2,0.02161795,371,FALSE,1.007689656,Membrane,cglD,Late competence protein ComGD
SP_2051,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,NA,Membrane transport,Cellular community,NA,2,0.087855476,371,FALSE,1.075122607,Membrane,cglC,Late competence protein ComGC
SP_2053,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,NA,Membrane transport,Cellular community,NA,2,0.509187348,371,FALSE,3.140389891,Membrane,cglA,Late competence protein ComGA
SP_2052,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,NA,Membrane transport,Cellular community,NA,2,0.509187348,371,FALSE,2.171285974,Membrane,cglB,Late competence protein ComGB
SP_2054,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.000749994,371,FALSE,0.799373789,NA,,
SP_2055,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.003417546,371,FALSE,3.138071247,Intracellular,,zinc-containing alcohol dehydrogenase
SP_2056,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.001189374,371,FALSE,1.175287121,Intracellular,nagA,N-acetylglucosamine-6-phosphate deacetylase
SP_2057,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.008381346,371,FALSE,0.755367265,Membrane,oaTA, peptidoglycan O-acetyltransferase OatA
SP_2059,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.006890535,371,FALSE,0.428227424,NA,,
SP_2061,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.044019713,368,FALSE,1.050815195,NA,,
SP_2062,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.01346439,371,FALSE,1.227631813,Intracellular,marR,"DNA-binding transcriptional regulator, MarR family"
SP_2063,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.024123462,370,FALSE,7.413037137,Cell Wall,,
SP_2064,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.012558069,369,FALSE,0.736431084,NA,,haloacid dehalogenase-like family
SP_2065,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,NA,Membrane transport,Antibiotic response/sensing,NA,2,0.004496772,371,FALSE,0.820949933,Membrane,,Multi antimicrobial extrusion (MATE) family transporter
SP_2066,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.027295214,371,FALSE,0.309502767,Intracellular,thrC,threonine synthase
SP_2067,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.010492255,370,FALSE,0.492364401,NA,,
SP_2068,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.012652571,371,FALSE,0.80966342,Intracellular,,Cytidine/deoxycytidylate deaminase family protein
SP_2069,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.004832317,371,TRUE,0.527535633,Intracellular,gltX,glutamyl-tRNA synthetase
SP_2070,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.002982196,371,FALSE,0.639480865,Intracellular,pgi,glucose-6-phosphate isomerase
SP_2071,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.010493879,369,FALSE,1.218482836,NA,,
SP_2075,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.005256269,371,FALSE,0.416848866,Membrane,,
SP_2077,GENETIC INFORMATION PROCESSING,METABOLISM,NA,Transcription,Amino acid metabolism,NA,2,0.003379088,371,FALSE,1.860799728,Intracellular,argR,Arginine repressor
SP_2078,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.000845278,371,TRUE,0.42170288,Intracellular,argS,Arginyl-tRNA synthetase
SP_2081,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.191566416,370,FALSE,0.452278869,NA,,
SP_2083,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Signal transduction,NA,NA,1,0.003166269,371,FALSE,0.464266901,Membrane,pnpS,Sensor histidine kinase PnpS
SP_2084,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.001038498,371,FALSE,1.020080774,Membrane,pstS,
SP_2085,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.004252101,371,FALSE,0.655345211,Membrane,pstC,
SP_2086,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.000179268,371,FALSE,0.892735111,Membrane,pstA,
SP_2088,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.004650447,371,FALSE,1.387908232,Intracellular,phoU,Phosphate transport system regulatory protein PhoU
SP_2090,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.136947002,370,FALSE,0.877615263,Intracellular,,
SP_2091,METABOLISM,METABOLISM,NA,Carbohydrate metabolism,Energy metabolism,NA,2,0.007385654,371,TRUE,0.434355068,Intracellular,gpsA,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
SP_2092,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.035575029,371,FALSE,0.473974993,Intracellular,galU,UTP-glucose-1-phosphate uridylyltransferase
SP_2093,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.136904495,48,FALSE,0.90365624,NA,,
SP_2094,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.002327742,371,FALSE,0.867291115,Membrane,,rhomboid family serine protease
SP_2095,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.050857108,371,FALSE,0.655552024,Intracellular,,5-formyltetrahydrofolate cyclo-ligase
SP_2096,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.009253199,371,FALSE,0.533527739,Intracellular,,N-acetyldiaminopimelate deacetylase
SP_2097,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.004040401,371,FALSE,0.502151607,Intracellular,,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
SP_2098,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.002214817,370,FALSE,0.443554405,Membrane,,EamA domain protein - putative membrane transporter
SP_2099,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.004622268,371,FALSE,0.385472401,Cell Wall,pbp1B,Penicillin-binding protein 1B
SP_2100,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.003960383,371,TRUE,0.593409368,Intracellular,,
SP_2101,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Cofactor and vitamin metabolism,NA,2,0.003161519,371,FALSE,0.43167896,Membrane,,
SP_2102,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,371,FALSE,0.913818699,NA,,
SP_2103,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.005718938,371,FALSE,0.462283667,Intracellular,rrmA,23S rRNA (guanine(745)-N(1))-methyltransferase
SP_2104,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.011038066,67,FALSE,1.149724315,NA,,
SP_2105,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.008992371,369,FALSE,0.990805262,NA,,
SP_2106,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.002267428,371,FALSE,2.090388251,Intracellular,malP,glycogen phosphorylase
SP_2107,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.002163932,371,FALSE,2.429841588,Intracellular,malM,4-alpha-glucanotransferase
SP_2108,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.002147038,371,FALSE,2.444695351,Membrane,malX,"Maltodextrin ABC transporter, substrate-binding protein"
SP_2109,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.000711874,370,FALSE,1.527414513,Membrane,malC,Maltodextrin ABC transporter
SP_2110,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0,371,FALSE,1.40127159,Membrane,malD,Maltodextrin ABC transporter
SP_2111,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.013278218,371,FALSE,0.36047919,Intracellular,malA,Maltodextrin utilization protein
SP_2112,GENETIC INFORMATION PROCESSING,METABOLISM,NA,Transcription,Carbohydrate metabolism,NA,2,0.000554436,371,FALSE,0.415265701,Intracellular,malR,Maltose operon transcriptional repressor MalR
SP_2113,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.00244199,371,FALSE,0.367194546,NA,,
SP_2114,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.005561881,371,FALSE,1.085926678,Intracellular,aspS,aspartyl-tRNA synthetase
SP_2115,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.002810811,371,FALSE,1.122033118,NA,,
SP_2117,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.00466818,371,FALSE,0.570825161,NA,,
SP_2118,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.011269575,371,FALSE,1.107853637,NA,,
SP_2119,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.000959021,371,FALSE,0.620372254,Intracellular,,
SP_2120,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.03040833,371,FALSE,0.594923735,NA,,
SP_2121,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.00996632,371,TRUE,0.354820504,Intracellular,hisS,histidyl-tRNA synthetase
SP_2122,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.020825217,370,FALSE,0.596761618,NA,,
SP_2124,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.012307692,286,FALSE,1.618226601,NA,,
SP_2125,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.001995181,371,FALSE,1.212489668,Intracellular,,Metal-sulfur cluster biosynthetic enzyme
SP_2126,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.000877549,371,FALSE,0.783891138,Intracellular,ilvD,Dihydroxy-acid dehydratase
SP_2128,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.006842421,371,FALSE,0.919518497,Intracellular,tktA1,"Transketolase, N-terminal subunit"
SP_2129,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.002642606,371,FALSE,0.741079828,Membrane,ulaA,PTS system ascorbate-specific transporter subunit IIC
SP_2131,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.005133681,370,FALSE,1.23699489,Intracellular,bglG,"ranscriptional regulator, BglG family"
SP_2132,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.005078734,370,FALSE,0.642395406,NA,,
SP_2133,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,363,FALSE,1.003005542,NA,,
SP_2134,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.007087948,371,FALSE,0.734365262,Intracellular,rpmF,50S ribosomal protein L32
SP_2135,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0,371,FALSE,1.065238947,Intracellular,rpmG,50S ribosomal protein L33
SP_2139,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.0162509,317,FALSE,1.2376168,NA,,
SP_2140,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,25,FALSE,1.337798484,NA,,
SP_2141,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.007431461,371,FALSE,1.901980374,Membrane,,
SP_2142,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.021242677,371,FALSE,2.951261466,NA,,ROK family protein
SP_2143,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.011862247,371,FALSE,1.933171513,Cell Wall,,Alpha-mannosidase
SP_2144,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.009035878,371,FALSE,1.883902083,Cell Wall,,Mannose binding 
SP_2145,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.017093085,371,FALSE,0.689104958,Cell Wall,,"Alpha-1,2-mannosidase"
SP_2146,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.029379632,371,FALSE,1.319512748,Intracellular,,alpha-L-fucosidase
SP_2147,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,1,FALSE,1.416545826,NA,,
SP_2148,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.002034464,368,FALSE,1.141555063,Intracellular,arcA,arginine deiminase
SP_2150,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.000223799,371,FALSE,1.048219324,Intracellular,arcB,ornithine carbamoyltransferase
SP_2151,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.002444297,371,FALSE,0.958801633,Intracellular,arcC,Carbamate kinase
SP_2152,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.001780357,371,FALSE,1.107340513,NA,,
SP_2153,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.010551375,371,FALSE,0.986500792,NA,,peptidase
SP_2156,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.000225187,371,FALSE,0.822593743,NA,,
SP_2157,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.007996701,371,FALSE,0.831845587,Intracellular,,
SP_2158,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.014267541,370,FALSE,0.806829087,Intracellular,fucI,L-fucose isomerase
SP_2159,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.004381571,232,FALSE,1.262391575,Intracellular,,
SP_2160,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.003219255,232,FALSE,1.164260845,Intracellular,,
SP_2161,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.000781902,232,FALSE,1.309778958,Membrane,,"PTS system, mannose-specific IID component"
SP_2162,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.000330105,232,FALSE,1.154385239,Membrane,,"PTS system, mannose-specific IIC component"
SP_2163,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.000607143,232,FALSE,1.367892264,Membrane,,"PTS system, mannose-specific IIB component"
SP_2164,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.016475567,232,FALSE,1.110078747,Membrane,,"PTS system, mannose specific IIA component"
SP_2165,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.000713944,232,FALSE,1.301543009,Intracellular,fucU,L-fucose mutarotase
SP_2166,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.001743769,232,FALSE,1.30692488,Intracellular,fucA,L-fuculose phosphate aldolase
SP_2167,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.037555697,328,FALSE,1.491935157,Intracellular,fucK,L-fuculose kinase fucK
SP_2168,GENETIC INFORMATION PROCESSING,METABOLISM,NA,Transcription,Carbohydrate metabolism,NA,2,0.014096127,371,FALSE,0.762287337,Intracellular,fucR,fucose operon regulator
SP_2170,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.001113402,371,FALSE,1.62027229,Membrane,AdcB,"ABC zinc transporter, zinc-binding component"
SP_2171,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.006376161,371,FALSE,1.438839879,Membrane,AdcC,"ABC zinc transporter, premease component"
SP_2172,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.003469525,371,FALSE,1.632105908,Intracellular,AdcR,Zinc homeostasis trancsriptional regulator
SP_2173,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.006287989,369,FALSE,0.677657439,Membrane,dltD,Poly(glycerophosphate chain) D-alanine transfer protein DltD
SP_2174,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.002344,371,FALSE,0.622654189,Intracellular,dltC,D-alanine--poly(phosphoribitol) ligase subunit 2
SP_2175,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.004192384,370,FALSE,0.41206144,Membrane,dltB,D-alanyl transfer protein DltB
SP_2176,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.004384737,371,FALSE,0.646119988,Intracellular,dltA,D-alanine--poly(phosphoribitol) ligase subunit 1
SP_2177,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,370,FALSE,1.233463271,NA,,
SP_2182,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.01136941,276,FALSE,1.820885027,NA,,
SP_2183,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.017317164,287,FALSE,1.192430681,NA,,
SP_2184,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.010148088,371,FALSE,1.559417951,Membrane,glpF,Glycerol uptake facilitator protein
SP_2185,METABOLISM,NA,NA,Lipid metabolism,NA,NA,1,0.006444014,370,FALSE,2.014871706,Intracellular,glpO,Glycerol-3-phosphate dehydrogenase
SP_2186,METABOLISM,NA,NA,Lipid metabolism,NA,NA,1,0.000357069,371,FALSE,2.173818401,Intracellular,glpK,glycerol kinase
SP_2187,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.007020864,371,FALSE,0.624953075,Intracellular,,
SP_2188,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.003913419,371,FALSE,0.493775205,Intracellular,hslO,Chaperonin (heat shock protein 33)
SP_2189,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.003149675,370,FALSE,0.947814081,Intracellular,,tRNA-dihydrouridine synthase
SP_2191,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.012290456,371,FALSE,0.942383107,NA,,
SP_2192,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Signal transduction,NA,NA,1,0.004331789,371,FALSE,0.424317211,Membrane,,
SP_2194,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.004374777,370,FALSE,0.333611295,Intracellular,clpA,ATP-dependent Clp protease ATP-binding subunit ClpA
SP_2195,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.001424419,371,FALSE,0.478403452,Intracellular,ctsR,Transcriptional regulator CtsR
SP_2196,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.003008043,371,FALSE,0.817838396,Membrane,ThiZ,"ABC thiamin transporter, ATP-binding component"
SP_2197,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.000531045,371,FALSE,0.990037207,Membrane,ThiY,"ABC thiamin transporter, thiamin-binding component"
SP_2198,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.004947982,371,FALSE,0.737314738,Membrane,ThiX,"ABC thiamin transporter, premease component"
SP_2199,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.013109835,371,FALSE,0.59225503,NA,,
SP_2200,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,1,FALSE,0.365276158,NA,,
SP_2201,CELLULAR PROCESSES,NA,NA,Cellular community,NA,NA,1,0.022385472,371,FALSE,0.872961595,Extracellular,cbpD,Late competence protein cbpD - murein hydrolase
SP_2202,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,371,TRUE,1.250364028,NA,veg,
SP_2203,GENETIC INFORMATION PROCESSING,NA,NA,Replication,NA,NA,1,0.000333005,371,TRUE,0.595170351,Intracellular,dnaC,replicative DNA helicase
SP_2204,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.000828032,371,FALSE,0.581823273,Intracellular,rplI,50S ribosomal protein L9
SP_2205,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.004950329,371,FALSE,0.952883799,NA,,c-di-AMP phosphodiesterase
SP_2206,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.000523556,371,FALSE,1.85489315,Intracellular,raiA,Ribosome-associated translation inhibitor
SP_2207,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,NA,Membrane transport,Cellular community,NA,2,0.006797544,371,FALSE,1.247871843,Membrane,comFC,
SP_2208,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,NA,Membrane transport,Cellular community,NA,2,0.005081241,370,FALSE,1.052936149,Membrane,comFA,
SP_2209,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.007419899,371,FALSE,1.016561151,NA,,
SP_2210,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.004164564,371,FALSE,0.767923658,Intracellular,,
SP_2214,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.000917694,371,TRUE,0.702593035,Intracellular,tsf,elongation factor Ts
SP_2215,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.001846957,371,FALSE,0.631349405,Intracellular,rpsB,30S ribosomal protein S2
SP_2216,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.000696463,371,FALSE,1.01026539,Cell Wall,pcsB,protein required for cell wall separation of group B streptococcus
SP_2217,CELLULAR PROCESSES,NA,NA,Cell division,NA,NA,1,0.000422285,371,FALSE,0.941606196,Membrane,mreD,rod shpae-determining protein
SP_2218,CELLULAR PROCESSES,NA,NA,Cell division,NA,NA,1,0.001764202,371,TRUE,0.983328645,Membrane,mreC,rod shpae-determining protein
SP_2219,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.000832667,371,FALSE,0.891102993,Membrane,ecfT,Energy-coupling factor transporter transmembrane protein EcfT
SP_2220,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.00314935,371,FALSE,0.875411117,Membrane,cbiO2,cobalt transporter ATP-binding subunit
SP_2221,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.00517401,371,FALSE,0.845930173,Membrane,cbiO1,cobalt transporter ATP-binding subunit
SP_2222,METABOLISM,NA,NA,Lipid metabolism,NA,NA,1,0.001702095,371,FALSE,0.792461101,Membrane,pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
SP_2223,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.001342746,371,FALSE,0.907156576,NA,,
SP_2224,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.010194248,371,FALSE,0.619334016,Intracellular,,M16 family peptidase
SP_2225,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.010844772,371,FALSE,0.97983143,Intracellular,,M16 family peptidase
SP_2226,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.008378068,371,FALSE,0.8393387,Intracellular,ybcJ,"Ribosome-associated protein YbcJ, S4-like RNA binding protein"
SP_2227,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.005117939,371,FALSE,0.609816929,Intracellular,recF,Recombinational DNA repair ATPase RecF
SP_2228,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.000373548,371,FALSE,0.819773277,Intracellular,guaB,inosine 5'-monophosphate dehydrogenase
SP_2229,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.000942443,371,FALSE,0.670793138,Membrane,trpS,tryptophanyl-tRNA synthetase II
SP_2230,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.000477953,371,FALSE,1.027102699,Membrane,,ABC transporter
SP_2231,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.004109209,371,FALSE,0.768141256,Membrane,,H+-transporting ATP synthase subunit c
SP_2233,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.496204445,370,FALSE,1.251610808,NA,,
SP_2236,CELLULAR PROCESSES,ENVIRONMENTAL INFORMATION PROCESSING,NA,Cellular community,Signal transduction,NA,2,0.03516857,370,FALSE,4.090643309,Membrane,comD,sensor histidine kinase ComD
SP_2238,GENETIC INFORMATION PROCESSING,METABOLISM,NA,Translation,Nucleotide metabolism,NA,2,0.000301152,370,FALSE,0.537831562,Intracellular,rlmH,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase
SP_2239,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.000849718,371,FALSE,1.472698768,Intracellular,htrA,Serine protease
SP_0532,CELLULAR PROCESSES,NA,NA,Cellular community,NA,NA,1,0.001941099,210,FALSE,1.635169306,Extracellular,blpJ,Bacteriocin
SP_2004,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.143249069,370,FALSE,0.775087844,NA,,
SP_0049,CELLULAR PROCESSES,NA,NA,Antibiotic response/sensing,NA,NA,1,0.004032254,370,FALSE,0.716574378,Cell Wall,vanZ,vanZ protein
SP_0137,CELLULAR PROCESSES,ENVIRONMENTAL INFORMATION PROCESSING,NA,Antibiotic response/sensing,Membrane transport,NA,2,0.003614152,370,FALSE,1.809513482,Membrane,,
SP_1357,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.007822421,371,FALSE,2.192843437,Membrane,,"Heterodimeric multi-drug efflux ABC transporter, permease/ATP-binding subunit 2"
SP_0139,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.029368142,370,FALSE,1.692042291,NA,,
SP_1358,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.023891,371,FALSE,0.43333989,Membrane,,"Heterodimeric multi-drug efflux ABC transporter, permease/ATP-binding subunit 1"
SP_1756,GENETIC INFORMATION PROCESSING,ENVIRONMENTAL INFORMATION PROCESSING,NA,"Folding, sorting, degradation",Membrane transport,NA,2,0,147,FALSE,1.114200123,Membrane,asp4,Accessory secretory protein Sec Asp4
SP_1759,GENETIC INFORMATION PROCESSING,ENVIRONMENTAL INFORMATION PROCESSING,NA,"Folding, sorting, degradation",Membrane transport,NA,2,0.028589265,147,FALSE,0.908836741,Membrane,secA2,accessory Sec system translocase SecA2
SP_2016,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.003310987,371,FALSE,0.575924766,Intracellular,nadC,Quinolinate phosphoribosyltransferase
